Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Brailyn Marquez","CHC",0,1,0,0,0,0,0,0,0,1,1,1,-1,3.191419792175293,3.191419792175293,21896
"Total","Camilo Doval","SFG",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,21992
"Total","John King","TEX",13.2,60,8.56097561,2.63414634,3.25,0,0.21666667,0.06666667,0.15,0.24528302,1.24390244,0.325,0.9,2.7848573576949582,3.705650698312289,22051
"Total","Aaron Fletcher","SEA",2.2,17,16.87499998,10.12499999,1.66666667,0,0.29411765,0.17647059,0.11764706,0.25,2.25,0.42857143,1,5.05295963282306,6.499167423963689,22052
"Total","Tarik Skubal","DET",18.2,76,9.64285714,3.375,2.85714286,0.48214286,0.26315789,0.09210526,0.17105263,0.25,1.28571429,0.33333333,0.79646018,2.8363408239172925,3.994929240544098,22267
"Total","Trevor Rogers","MIA",23.2,108,12.54929577,6.08450704,2.0625,0,0.30555556,0.14814815,0.15740741,0.25,1.6056338,0.37931034,0.84615385,2.5234926246545157,3.9128500714931387,22286
"Total","Spencer Howard","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,23252
"Total","Ryan Weathers","SDP",13.2,49,6.58536585,1.31707317,5,0,0.20408163,0.04081633,0.1632653,0.17391304,0.73170732,0.22222222,1,2.3327011049682618,3.609914010066456,23796
"Total","Randy Dobnak","MIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,23798
"Total","Joey Gerber","SEA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,24591
"Total","Alex Vesia","2 Tms",7,33,12.85714286,7.71428571,1.66666667,1.28571429,0.3030303,0.18181818,0.12121212,0.19230769,1.57142857,0.26666667,1,5.152962194170271,6.195431318879127,25007
"Total","Brady Singer","KCR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,25377
"Total","Kwang Hyun Kim","STL",17.1,74,9.86538462,5.71153846,1.72727273,0,0.25675676,0.14864865,0.10810811,0.20634921,1.38461538,0.29545455,0.875,2.8718963460883407,4.445706794881403,27458
"Total","Garrett Crochet","CHW",7.2,35,11.73913043,4.69565217,2.5,0,0.28571429,0.11428571,0.17142858,0.17857143,1.17391304,0.25,0.8,2.4994506285813802,4.117027521614602,27463
"Total","Hyeon-Jong Yang","TEX",6.2,30,4.05,4.05,1,1.35,0.1,0.1,0,0.25925926,1.5,0.26086957,0.58139535,5.537579154968261,6.991351542185081,27513
