Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
"Total","Tomas Nido","NYM",55,0.03636364,0.16363636,0.22222222,0.25490196,0.30909091,0.49019608,0.79928699,0.23529412,0.25641026,7.859064748543691,1.2945335265578737,0.3430479006333785,121.58857011745903,13755
"Total","Chris Taylor","LAD",284,0.12676056,0.25,0.50704225,0.28333333,0.39222615,0.45,0.84222615,0.16666667,0.37267081,47.43722369350709,12.948708361165902,0.3700797682094911,137.7438220414415,13757
"Total","Rob Refsnyder","2 Tms",40,0.1,0.325,0.30769231,0.25714286,0.325,0.4,0.725,0.14285714,0.36363636,4.7844392763094135,0.0045488061026750515,0.31623041033744814,100.60385108175754,13770
"Total","Kevin Plawecki","BOS",90,0.07777778,0.21111111,0.36842105,0.3,0.37078652,0.4,0.77078652,0.1,0.39344262,12.929593453380527,1.9090219607681624,0.3415462810002016,113.2407004961213,13807
"Total","Matt Duffy","CHC",66,0.10606061,0.16666667,0.63636364,0.29090909,0.39393939,0.4,0.79393939,0.10909091,0.34090909,10.126548718168658,2.43138640697233,0.355477205731652,126.87590130529266,13836
"Total","Eric Haase","DET",47,0.06382979,0.36170213,0.17647059,0.19047619,0.25531915,0.28571429,0.54103344,0.0952381,0.28,2.8812808533133856,-2.7683735351143492,0.24310682048188878,49.82044647986732,14111
"Total","Tim Lopes","SEA",92,0.0326087,0.20652174,0.15789474,0.25,0.2826087,0.34090909,0.62351779,0.09090909,0.31884058,7.892841182085718,-3.655773915913855,0.27266364512236224,73.36037068909243,14137
"Total","Daniel Robertson","2 Tms",51,0.09803922,0.2745098,0.35714286,0.18181818,0.28,0.27272727,0.55272727,0.09090909,0.24137931,3.7801329080326163,-2.273349557413379,0.25631317496299744,60.123674328385846,14145
"Total","Byron Buxton","MIN",170,0.02941176,0.25882353,0.11363636,0.29192547,0.32352941,0.67080745,0.99433686,0.37888198,0.29,33.99415035869154,13.235096793129774,0.41204305045744954,164.68630807306212,14161
"Total","Carlos Correa","HOU",268,0.07089552,0.19776119,0.35849057,0.25,0.30970149,0.4057377,0.71543919,0.1557377,0.2826087,31.143149222034978,-1.4709371600560697,0.3091168643388533,100.05721599004883,14162
"Total","Jorge Soler","KCR",299,0.09698997,0.33110368,0.29292929,0.2109375,0.29931973,0.40625,0.70556973,0.1953125,0.28187919,34.38485132723017,-1.8525645303829124,0.30665167334939347,92.54319358006727,14221
"Total","Mitch Haniger","SEA",166,0.07831325,0.20481928,0.38235294,0.27152318,0.3253012,0.52980132,0.85510252,0.25827814,0.29090909,26.51175788538133,7.157258739039051,0.3633318493165166,138.3533977200998,14274
"Total","Anthony Alford","2 Tms",42,0.0952381,0.47619048,0.2,0.15789474,0.23809524,0.36842105,0.60651629,0.21052631,0.25,3.3131048641800382,-1.7535826824903984,0.2604703420684451,62.8291114057219,14329
"Total","Lewis Brinson","MIA",93,0.03225806,0.29032258,0.11111111,0.21111111,0.23655914,0.3,0.53655914,0.08888889,0.27868852,5.104423249567095,-6.256993291472849,0.2352541672286167,49.47903756463758,14352
"Total","Harold Ramirez","2 Tms",46,0.04347826,0.19565217,0.22222222,0.20930233,0.26086957,0.3255814,0.58645097,0.11627907,0.24242424,3.2077756211168267,-2.218064719437887,0.2513132214546204,56.822086463336795,14387
"Total","Renato Nunez","2 Tms",195,0.06666667,0.3025641,0.22033898,0.25423729,0.31794872,0.52542373,0.84337245,0.27118644,0.30188679,30.396411644451078,6.132810132734235,0.35574406996751445,126.6439228259331,14503
"Total","Pedro Severino","BAL",213,0.08450704,0.22535211,0.375,0.25388601,0.32075472,0.35233161,0.67308633,0.0984456,0.32394366,22.853079871610003,-3.1875402318684296,0.2972482798788785,87.85601982822219,14523
"Total","Wyatt Mathisen","ARI",47,0.17021277,0.38297872,0.44444444,0.11428571,0.31914894,0.28571429,0.60486323,0.17142858,0.125,4.694941560973205,-0.9368427142009362,0.2881109080416091,79.1265704284448,14555
"Total","Franmil Reyes","CLE",284,0.07746479,0.31338028,0.24719101,0.28125,0.33450704,0.546875,0.88138204,0.265625,0.35483871,47.27301842361442,12.489646222588934,0.3700447603010795,134.24170275930362,14566
"Total","David Bote","CHC",211,0.09478673,0.2464455,0.38461538,0.22043011,0.3047619,0.40322581,0.70798771,0.1827957,0.25396825,24.7817153501628,-0.6951209214212373,0.3096099433444795,94.77226274646956,14593
"Total","Manuel Margot","TBR",215,0.06046512,0.17209302,0.35135135,0.26,0.30232558,0.365,0.66732558,0.105,0.30246914,22.127905107576943,-4.002940826575662,0.29223129305728646,88.71544282791203,14712
"Total","Luke Voit","NYY",210,0.06666667,0.24761905,0.26923077,0.28272251,0.34285714,0.57591623,0.91877337,0.29319372,0.30081301,37.9272285950027,11.825375991746,0.3849746411754971,146.9884747425165,14811
"Total","Kyle Farmer","CIN",163,0.06748466,0.19018405,0.35483871,0.20547945,0.28220859,0.26712329,0.54933188,0.06164384,0.24561404,11.507222833749104,-7.890638699117851,0.2529765316313761,55.15428147611881,14813
"Total","JaCoby Jones","DET",147,0.04761905,0.36054422,0.13207547,0.22794118,0.27891156,0.39705882,0.67597038,0.16911764,0.32911392,15.25993408205034,-2.638770878891931,0.29232186119572645,83.09097888544846,14818
"Total","Pat Valaika","BAL",148,0.03378378,0.25675676,0.13157895,0.24822695,0.2739726,0.36879433,0.64276693,0.12056738,0.31313131,13.536338884619994,-4.630855407329279,0.2780035766836715,74.48452476848456,14885
"Total","Adam Engel","CHW",58,0.03448276,0.27586207,0.125,0.29090909,0.32758621,0.50909091,0.83667712,0.21818182,0.37837838,8.960780338148826,1.6801316894099634,0.3540959296555355,126.71185561943597,15082
"Total","Jonathan Davis","TOR",61,0.08196721,0.27868852,0.29411765,0.21153846,0.31666667,0.25,0.56666667,0.03846154,0.31428571,5.27371293924233,-2.052923889239821,0.26798924505710603,68.01027252498557,15104
"Total","Hunter Dozier","KCR",250,0.12,0.26,0.46153846,0.18721461,0.288,0.36986301,0.65786301,0.1826484,0.21527778,25.511789865785147,-5.039356112486815,0.2905267753601074,81.29237166154482,15117
"Total","Tim Locastro","ARI",94,0.07446809,0.15957447,0.46666667,0.29268293,0.38297872,0.36585366,0.74883238,0.07317073,0.34848485,13.473204642168639,2.281116544834731,0.3392236461030676,113.26659358361832,15124
"Total","Trey Mancini","BAL",135,0.08148148,0.22962963,0.35483871,0.24590164,0.31851852,0.44262295,0.76114147,0.19672131,0.29069767,18.20320732732449,2.4631025998774527,0.332209226820204,113.69524940129938,15149
"Total","Mitch Garver","MIN",119,0.1092437,0.42857143,0.25490196,0.18269231,0.27731092,0.34615385,0.62346477,0.16346154,0.3,10.514067875109218,-3.851971073188284,0.2775138696702589,73.62798341668228,15161
"Total","Tim Anderson","CHW",295,0.03050847,0.25423729,0.12,0.28723404,0.31525424,0.41843972,0.73369396,0.13120568,0.36180905,36.488439494963785,0.6101764312349713,0.31843438330343216,103.71709747021602,15172
"Total","Chad Pinder","OAK",69,0.05797101,0.36231884,0.16,0.23076923,0.27536232,0.35384615,0.62920847,0.12307692,0.35897436,6.25155570581485,-2.106113692373741,0.275953251382579,78.34837454785891,15191
"Total","Garrett Cooper","MIA",200,0.095,0.255,0.37254902,0.24858757,0.335,0.37853107,0.71353107,0.1299435,0.32786885,24.68137758598254,0.5585488192789302,0.3177741885185242,104.56771832554205,15279
"Total","Jack Mayfield","2 Tms",46,0.02173913,0.36956522,0.05882353,0.16666667,0.2,0.19047619,0.39047619,0.02380952,0.26923077,0.38968863715881175,-5.3042034021998035,0.17690024375915528,11.30972170871798,15402
"Total","Kris Bryant","CHC",262,0.08396947,0.26335878,0.31884058,0.23931624,0.31679389,0.41452991,0.7313238,0.17521367,0.29936306,32.23471407840852,0.686525228124899,0.31839635203167854,100.73164538413172,15429
"Total","Hunter Renfroe","2 Tms",193,0.04663212,0.2642487,0.17647059,0.18232044,0.22279793,0.35359116,0.57638909,0.17127072,0.208,12.75396405535249,-10.534841019637305,0.24773660719085852,54.31434763647808,15464
"Total","Amed Rosario","2 Tms",175,0.05142857,0.28571429,0.18,0.19393939,0.24,0.3030303,0.5430303,0.10909091,0.25225225,10.32394459030064,-10.857244797736087,0.2392091291291373,49.30717836585997,15518
"Total","Willians Astudillo","MIN",87,0,0.08045977,0,0.28235294,0.29885057,0.47058824,0.76943881,0.1882353,0.27027027,11.64957519006989,1.3719262940909618,0.33078209833167066,111.30952370764464,15608
"Total","Aaron Judge","NYY",222,0.11711712,0.27477477,0.42622951,0.26804124,0.35746606,0.5257732,0.88323926,0.25773196,0.31932773,38.39960628627794,11.747463642349409,0.37852037546321815,143.77965594475123,15640
"Total","Jose Abreu","CHW",355,0.08450704,0.24225352,0.34883721,0.3047619,0.36901408,0.55873016,0.92774424,0.25396826,0.35211268,65.50861393407497,22.286281560813524,0.39047999957860524,153.03798640873134,15676
"Total","Tyler O'Neill","STL",222,0.05855856,0.3018018,0.19402985,0.21287129,0.27477477,0.48019802,0.75497279,0.26732673,0.2231405,27.71098056421846,0.6925005985912644,0.320406849051381,103.78496143576643,15711
"Total","Yonathan Daza","COL",79,0.03797468,0.21518987,0.17647059,0.27027027,0.29487179,0.35135135,0.64622314,0.08108108,0.33333333,7.543214317267524,-1.6676617824977764,0.2829616971504994,64.7232018594237,15794
"Total","Miguel Andujar","NYY",69,0.02898551,0.15942029,0.18181818,0.23880597,0.26086957,0.29850746,0.55937703,0.05970149,0.28571429,4.393346913345872,-3.991127654723109,0.2455795847851297,52.87727127102246,15878
"Total","Luis Torrens","2 Tms",117,0.05982906,0.23931624,0.25,0.23364486,0.28448276,0.3271028,0.61158556,0.09345794,0.30379747,10.16426155878856,-3.888175143164851,0.27092493659463424,74.92302048250106,15905
"Total","Aledmys Diaz","HOU",105,0.01904762,0.19047619,0.1,0.27,0.3047619,0.5,0.8047619,0.23,0.29333333,14.853450042707955,2.2626791573596337,0.3394093163884603,121.34795101868635,15937
"Total","Austin Nola","2 Tms",165,0.1030303,0.15151515,0.68,0.26618705,0.36363636,0.4676259,0.83126226,0.20143885,0.27272727,26.16779189035413,5.804068977386928,0.3581728985815337,130.71546327908385,15941
"Total","Clint Frazier","NYY",216,0.16203704,0.26388889,0.61403509,0.2247191,0.35648148,0.43258427,0.78906575,0.20786517,0.27433628,32.060044747644234,5.785800275259781,0.34651158060188647,121.81765875364816,15983
"Total","Willy Adames","2 Tms",261,0.09195402,0.34482759,0.26666667,0.23628692,0.30651341,0.40506329,0.7115767,0.16877637,0.34532374,30.613769685256383,-1.175228061747649,0.3097043731660222,99.85042632056518,15986
"Total","Austin Slater","SFG",129,0.07751938,0.37209302,0.20833333,0.22413793,0.296875,0.35344828,0.65032328,0.12931035,0.35384615,12.99164329579613,-2.540329336015964,0.2886868119239807,83.69148604325878,16153
"Total","J.D. Davis","NYM",187,0.10695187,0.27807487,0.38461538,0.28481013,0.39037433,0.42405063,0.81442496,0.1392405,0.39215686,29.82541530556231,6.717937156327054,0.3616340877538059,131.9497270310875,16219
"Total","Trea Turner","WSN",353,0.05949008,0.16997167,0.35,0.30769231,0.35410765,0.51076923,0.86487688,0.20307692,0.33596838,58.79917959816271,15.899384527872146,0.36938659631496784,131.19393319793107,16252
"Total","Alex Blandino","CIN",57,0.10526316,0.35087719,0.3,0.20833333,0.33333333,0.27083333,0.60416666,0.0625,0.35714286,5.567720621236864,-1.0781013747963277,0.285709187649844,77.90225277438282,16271
"Total","Oscar Mercado","CLE",63,0.07936508,0.3015873,0.26315789,0.13793103,0.20634921,0.13793103,0.34428024,0,0.20512821,-0.18340947148591752,-8.09170024511606,0.16752798216683523,-5.315345040412787,16375
"Total","Jordan Luplow","CLE",105,0.13333333,0.24761905,0.53846154,0.16853933,0.2952381,0.42696629,0.72220439,0.25842696,0.17241379,12.648354644203739,-0.03176680741255078,0.3155353954860142,97.65404297155467,16424
"Total","Christian Arroyo","BOS",82,0.07317073,0.2195122,0.33333333,0.26027397,0.34146341,0.4109589,0.75242231,0.15068493,0.32075472,11.126986473233655,1.2536032864760915,0.33151544376117426,107.64641499900023,16434
"Total","Jacob Nottingham","2 Tms",56,0.07142857,0.44642857,0.16,0.11764706,0.17857143,0.19607843,0.37464986,0.07843137,0.19230769,0.1564694694646147,-6.703356253408597,0.17030086049011775,2.5965580726698363,16448
"Total","Rhys Hoskins","PHI",273,0.0989011,0.2967033,0.33333333,0.22821577,0.31501832,0.4439834,0.75900172,0.21576763,0.27891156,36.35395550254138,3.3624085811093636,0.32949363836002,107.02907918557655,16472
"Total","Matt Chapman","OAK",262,0.09541985,0.33587786,0.28409091,0.21304348,0.29007634,0.43043478,0.72051112,0.2173913,0.28467153,30.115667505688283,-1.584417307250884,0.3062138227561048,98.83128166492503,16505
"Total","Isiah Kiner-Falefa","TEX",313,0.05111821,0.15335463,0.33333333,0.28082192,0.32692308,0.39726027,0.72418335,0.11643835,0.32217573,38.33272386225338,0.3915203947054904,0.3175561294341699,101.89764138230592,16512
"Total","Ryan McBroom","KCR",57,0.05263158,0.35087719,0.15,0.24074074,0.28070175,0.38888889,0.66959064,0.14814815,0.34375,5.655678031441036,-1.4637019658123813,0.28891028855976303,78.7047243915692,16524
"Total","Mauricio Dubon","SFG",206,0.0631068,0.23300971,0.27083333,0.24064171,0.29268293,0.34224599,0.63492892,0.10160428,0.30215827,18.977803653613723,-6.175182418390119,0.27918307519540553,76.40969862154344,16530
"Total","Danny Jansen","TOR",174,0.13218391,0.22413793,0.58974359,0.20805369,0.31791908,0.40268456,0.72060364,0.19463087,0.2254902,21.66676729743967,0.49495059823283905,0.31781973039483746,99.66156250630421,16535
"Total","Yandy Diaz","TBR",208,0.14903846,0.10096154,1.47619048,0.28735632,0.40384615,0.35057471,0.75442086,0.06321839,0.31788079,30.57280965476334,5.49042877136767,0.3457458489216291,125.46366860956729,16578
"Total","Luis Urias","MIL",207,0.11594203,0.26086957,0.44444444,0.21311475,0.30434783,0.33333333,0.63768116,0.12021858,0.27419355,19.77073429638537,-5.105702652390878,0.2839079240473305,76.98320287810284,16622
"Total","Jose Trevino","TEX",136,0.03676471,0.23529412,0.15625,0.25396825,0.27407407,0.34920635,0.62328042,0.0952381,0.3125,11.310214816669728,-4.975365997215006,0.26819969371513086,69.20823965639117,16725
"Total","Josh Fuentes","COL",169,0.01183432,0.21301775,0.05555556,0.26060606,0.27218935,0.36363636,0.63582571,0.1030303,0.31496063,15.188523312504774,-5.132274846140856,0.2754311716768163,57.889552299234964,16885
"Total","Aramis Garcia","OAK",45,0.02222222,0.31111111,0.07142857,0.19512195,0.23255814,0.36585366,0.5984118,0.17073171,0.24,3.504237813630311,-1.742463762185367,0.26092282699984176,69.83739915688767,16925
"Total","Lane Thomas","STL",57,0.12280702,0.33333333,0.36842105,0.08,0.19298246,0.18,0.37298246,0.1,0.1,0.5984418728030821,-6.333301935287604,0.1790848782188014,11.043937141230124,16939
"Total","Gleyber Torres","NYY",247,0.12955466,0.19433198,0.66666667,0.25233645,0.35222672,0.35981308,0.7120398,0.10747663,0.30864198,31.16692599931607,1.2961572212899704,0.32084775067534044,104.40028215601717,16997
"Total","Edmundo Sosa","STL",47,0.04255319,0.14893617,0.28571429,0.35897436,0.46808511,0.48717949,0.9552646,0.12820513,0.4375,9.577624606926609,4.097736294408011,0.418479613635851,170.58797792077866,17022
"Total","Grayson Greiner","DET",68,0.02941176,0.36764706,0.08,0.18181818,0.20588235,0.36363636,0.56951871,0.18181818,0.23684211,4.049264057331772,-4.254357368892936,0.2419419253573698,48.040240494815606,17062
"Total","Ramon Laureano","OAK",312,0.1025641,0.27884615,0.36781609,0.20992366,0.32371795,0.40076336,0.72448131,0.1908397,0.25748503,39.16956857563538,1.2466728535441813,0.3200163348362996,107.8106129335301,17128
"Total","Chad Wallach","MIA",78,0.05128205,0.35897436,0.14285714,0.18055556,0.23076923,0.23611111,0.46688034,0.05555555,0.28888889,2.7058654901365875,-6.701144223215139,0.2106232987000392,34.02084705310623,17161
"Total","Jorge Mateo","SDP",55,0.01818182,0.21818182,0.08333333,0.22,0.27777778,0.36,0.63777778,0.14,0.27027027,5.033372756076547,-1.4686130695216926,0.2823314744013327,78.32623431588677,17273
"Total","Michael Chavis","BOS",121,0.04132231,0.33057851,0.125,0.21929825,0.26446281,0.36842105,0.63288386,0.1491228,0.30985915,10.567251554906594,-4.4429867349264764,0.27391794496331334,66.71238267010652,17321
"Total","Yermin Mercedes","CHW",132,0.06818182,0.1969697,0.34615385,0.29752066,0.34848485,0.45454545,0.8030303,0.15702479,0.34065934,19.642670532634195,4.243410853614748,0.3498193978360205,127.0090751533783,17423
"Total","Kelvin Gutierrez","KCR",40,0.075,0.25,0.3,0.24324324,0.3,0.24324324,0.54324324,0,0.33333333,2.8081230305380016,-1.9449622697883457,0.25143188536167144,56.22271487509336,17468
"Total","Eloy Jimenez","CHW",180,0.06111111,0.23888889,0.25581395,0.29761905,0.33888889,0.55952381,0.8984127,0.26190476,0.34482759,31.200945412499337,8.605828916413218,0.3764289405610826,141.9987989007368,17484
"Total","Taylor Ward","LAA",114,0.07894737,0.25438596,0.31034483,0.25,0.30701754,0.42307692,0.73009446,0.17307692,0.31506849,13.968762603142476,0.12314510021469693,0.3157482440011543,101.47719879721588,17548
"Total","Myles Straw","HOU",169,0.0887574,0.23076923,0.38461538,0.25333333,0.32142857,0.32,0.64142857,0.06666667,0.33628319,16.820402852366485,-3.384239570130789,0.2877349168771789,86.52906465213351,17620
"Total","Alex Bregman","HOU",229,0.11790393,0.15283843,0.77142857,0.2361809,0.33624454,0.3919598,0.72820434,0.1557789,0.25949367,29.216171313856883,1.4083429396498641,0.3227942112231359,109.47759756104499,17678
"Total","Kevin Newman","PIT",269,0.04460967,0.10408922,0.42857143,0.22745098,0.26119403,0.27843137,0.5396254,0.05098039,0.25110132,16.017324907784328,-16.561458880002633,0.2402850358343836,49.2217475620492,17696
"Total","Scott Kingery","PHI",91,0.05494505,0.27472527,0.2,0.16470588,0.21978022,0.32941176,0.54919198,0.16470588,0.19298246,5.203243873561338,-6.1751675163259945,0.2378628568334894,45.01746104325173,17975
"Total","Ty France","2 Tms",219,0.09589041,0.21461187,0.44680851,0.29533679,0.37442922,0.44041451,0.81484373,0.14507772,0.37062937,34.26675833523618,7.919720513228054,0.35668032735450084,131.9444491529744,17982
"Total","Tyler Stephenson","CIN",90,0.11111111,0.24444444,0.45454545,0.27848101,0.36666667,0.39240506,0.75907173,0.11392405,0.36363636,12.749852300606623,2.1670985827072995,0.3389110823472341,112.43335645755627,17988
"Total","David Fletcher","LAA",297,0.05387205,0.12794613,0.42105263,0.27272727,0.30952381,0.33818182,0.64770563,0.06545455,0.30672269,29.08736986310895,-6.907924201174421,0.28556037354631486,81.04878307047052,17992
"Total","Paul DeJong","STL",261,0.09961686,0.2605364,0.38235294,0.23580786,0.31417625,0.38864629,0.70282254,0.15283843,0.28846154,30.235846392491396,-1.49060595812506,0.30820700994396577,95.93380466827305,18015
"Total","Harrison Bader","STL",173,0.12716763,0.28323699,0.44897959,0.19727891,0.30635838,0.33333333,0.63969171,0.13605442,0.26041667,15.376488758511861,-5.660864459089914,0.2757416921002524,74.21634616697658,18030
"Total","Dylan Moore","SEA",205,0.09756098,0.31219512,0.3125,0.21022727,0.31707317,0.42045455,0.73752772,0.21022728,0.26923077,26.51530653870599,1.6486799109627484,0.3228893277121753,109.69729512824793,18042
"Total","Kyle Garlick","2 Tms",45,0.02222222,0.35555556,0.0625,0.1627907,0.2,0.30232558,0.50232558,0.13953488,0.23076923,1.948325386245653,-3.4324020389719756,0.21980390813615586,35.68181871930544,18063
"Total","Brian Anderson","MIA",270,0.1,0.27037037,0.36986301,0.25630252,0.34444444,0.44537815,0.78982259,0.18907563,0.32467532,39.28110643145713,6.326612633141606,0.34395593493073073,121.1647565302162,18289
"Total","Dansby Swanson","ATL",375,0.07733333,0.27466667,0.2815534,0.26627219,0.3342246,0.47337278,0.80759738,0.20710059,0.33636364,55.22364125317915,9.562220833366945,0.34587238040021673,115.7131144623789,18314
"Total","Daz Cameron","DET",52,0.03846154,0.28846154,0.13333333,0.2,0.23076923,0.24,0.47076923,0.04,0.28571429,1.7238048882311403,-4.803673210638183,0.21026987295884353,25.00674468445505,18353
"Total","Austin Riley","ATL",306,0.10130719,0.23202614,0.43661972,0.27340824,0.35947712,0.45692884,0.81640596,0.1835206,0.32065217,46.53367414130671,9.426494365472628,0.353499874668686,121.22578223733348,18360
"Total","Victor Robles","WSN",233,0.05150215,0.2832618,0.18181818,0.20574163,0.27586207,0.30143541,0.57729748,0.09569378,0.28169014,17.484385753024696,-10.89703677410972,0.25944641797706997,58.69234046527638,18363
"Total","Ryan Mountcastle","BAL",225,0.05333333,0.28888889,0.18461538,0.26190476,0.30666667,0.3952381,0.70190477,0.13333334,0.35,26.009999205108098,-1.1706246764107426,0.30553283400005765,94.4805856491233,18373
"Total","Ronald Acuna Jr.","ATL",316,0.14873418,0.24367089,0.61038961,0.25670498,0.38291139,0.59770115,0.98061254,0.34099617,0.26708075,63.27342879393642,25.000315334587732,0.4107139101074,158.83269667724124,18401
"Total","Ke'Bryan Hayes","PIT",79,0.13924051,0.2278481,0.61111111,0.32352941,0.41772152,0.64705882,1.06478034,0.32352941,0.37777778,17.683465127028683,7.829264950134018,0.43729820808806974,177.2490711931341,18577
"Total","Guillermo Heredia","3 Tms",87,0.08045977,0.29885057,0.26923077,0.26582278,0.33333333,0.51898734,0.85232067,0.25316456,0.34693878,13.428624722906655,3.097365487166948,0.35643838083042817,125.68421921367677,18721
"Total","Ramon Urias","BAL",46,0.06521739,0.30434783,0.21428571,0.30952381,0.36956522,0.45238095,0.82194617,0.14285714,0.44444444,7.244813145899648,1.7117521258233728,0.35857063143149664,130.31922889847644,18795
"Total","Danny Mendick","CHW",115,0.08695652,0.19130435,0.45454545,0.26213592,0.3245614,0.38834951,0.71291091,0.12621359,0.30379747,13.609050471801304,-0.5139914187602774,0.3116904005669711,98.89828292206946,18889
"Total","Will Smith","LAD",200,0.145,0.13,1.11538462,0.30864198,0.425,0.60493827,1.02993827,0.29629629,0.2992126,43.34341845538097,19.158044292289784,0.431389537288915,178.2106416241899,19197
"Total","Yuli Gurriel","HOU",282,0.08156028,0.12411348,0.65714286,0.24701195,0.30851064,0.35856574,0.66707638,0.11155379,0.26605505,28.692925375813967,-5.651753786092277,0.2927124143069518,88.6369373630568,19198
"Total","Lourdes Gurriel Jr.","TOR",281,0.04982206,0.19217082,0.25925926,0.28897338,0.325,0.46007605,0.78507605,0.17110267,0.32835821,39.315544634011594,5.158939293471187,0.33639933999095645,112.18480823110112,19238
"Total","Pete Alonso","NYM",267,0.1011236,0.24719101,0.40909091,0.25108225,0.34456929,0.48917749,0.83374678,0.23809524,0.2875817,41.26036570424094,8.68245718086019,0.3549164025288708,128.3501933221105,19251
"Total","Garrett Hampson","COL",244,0.07786885,0.30327869,0.25675676,0.21818182,0.2768595,0.36818182,0.64504132,0.15,0.29861111,22.32828302910069,-7.121225190856662,0.27774046614951614,59.07161271468804,19262
"Total","Adolis Garcia","TEX",109,0.08256881,0.31192661,0.26470588,0.28282828,0.34862385,0.60606061,0.95468446,0.32323233,0.33928571,21.045502121764102,8.31895485820142,0.4050434144265061,162.77792798233037,19287
"Total","Randy Arozarena","TBR",190,0.1,0.29473684,0.33928571,0.25465839,0.35789474,0.42857143,0.78646617,0.17391304,0.34,27.585588401623582,4.959290413626047,0.34448910863311205,125.01801008390552,19290
"Total","Nick Senzel","CIN",152,0.09868421,0.15789474,0.625,0.24264706,0.31788079,0.34558824,0.66346903,0.10294118,0.28181818,16.207537211072353,-1.943537496435734,0.2963225825732907,83.62286008012198,19293
"Total","Nick Solak","TEX",319,0.0815047,0.22570533,0.36111111,0.23404255,0.31347962,0.36879433,0.68227395,0.13475178,0.28640777,35.2752230698389,-3.3566055511909485,0.30226803162254884,91.6438249275774,19294
"Total","Eli White","TEX",61,0.04918033,0.3442623,0.14285714,0.24561404,0.27868852,0.31578947,0.59447799,0.07017543,0.37837838,4.722860295999336,-2.657386872243596,0.26035782157397663,63.528450765591096,19346
"Total","Sean Murphy","OAK",196,0.14795918,0.24489796,0.60416667,0.23780488,0.3622449,0.42682927,0.78907417,0.18902439,0.29357798,29.292116808093134,5.528440835273806,0.34864558157872183,127.4683519987549,19352
"Total","Austin Hays","BAL",193,0.07253886,0.20725389,0.35,0.25433526,0.32124352,0.37572254,0.69696606,0.12138728,0.3,22.227774946800373,-1.2039910342181712,0.3073077109193555,94.98709432726052,19363
"Total","Kyle Lewis","SEA",275,0.13090909,0.29090909,0.45,0.26694915,0.36363636,0.42372881,0.78736517,0.15677966,0.3537415,40.529669676203646,6.9296636397432465,0.34640224868601016,125.013462236623,19508
"Total","Andrew Knizner","STL",66,0.07575758,0.1969697,0.38461538,0.20689655,0.28787879,0.24137931,0.5292581,0.03448276,0.26086957,3.968942976141201,-3.833440014576687,0.23952361987187312,52.46218984830359,19514
"Total","Vladimir Guerrero Jr.","TOR",343,0.08746356,0.1574344,0.55555556,0.31270358,0.38483965,0.56026059,0.94510024,0.24755701,0.33191489,65.65909824156915,24.086067874075514,0.40142632374721293,156.59181776983462,19611
"Total","Bo Bichette","TOR",269,0.04832714,0.23420074,0.20634921,0.27667984,0.31598513,0.49407115,0.81005628,0.21739131,0.32402235,39.41804535816152,7.1877287788196345,0.34590421112939773,119.19026216190139,19612
"Total","Mike Brosseau","TBR",95,0.08421053,0.37894737,0.22222222,0.19047619,0.28421053,0.30952381,0.59373434,0.11904762,0.30434783,8.103937041497788,-3.4281208398574967,0.26922287062594763,73.45292958145778,19683
"Total","Edward Olivares","2 Tms",64,0.03125,0.28125,0.11111111,0.27868852,0.296875,0.40983607,0.70671107,0.13114755,0.35714286,7.025252155478894,-1.0085670431295042,0.3010834604501724,88.93886059154109,19698
"Total","Fernando Tatis Jr.","SDP",302,0.10927152,0.22516556,0.48529412,0.30152672,0.38410596,0.66030534,1.0444113,0.35877862,0.30994152,65.83145731394103,28.96727459584286,0.43246319404868194,177.11912855380908,19709
"Total","Cristian Pache","ATL",55,0.03636364,0.4,0.09090909,0.09803922,0.14814815,0.1372549,0.28540305,0.03921568,0.17241379,-1.2954221084692223,-7.734862537679885,0.13478768644509492,-19.535186002167578,19948
"Total","Carter Kieboom","WSN",81,0.16049383,0.25925926,0.61904762,0.125,0.30864198,0.125,0.43364198,0,0.18604651,4.3950552385633,-5.772747184675454,0.2352904184364978,40.7957639869448,19958
"Total","Bobby Dalbec","BOS",159,0.10062893,0.3836478,0.26229508,0.17857143,0.27672956,0.35,0.62672956,0.17142857,0.26027397,14.864500939516986,-4.245688252480065,0.2786561929204929,72.12673992333595,19966
"Total","Santiago Espinal","TOR",59,0.10169492,0.25423729,0.4,0.21153846,0.28813559,0.32692308,0.61505867,0.11538462,0.28947368,5.067986520316796,-2.088008967850013,0.27276876215207374,68.76153358506023,19997
"Total","Keston Hiura","MIL",261,0.05747126,0.34482759,0.16666667,0.18614719,0.27307692,0.37229437,0.64537129,0.18614718,0.24427481,24.87705874393549,-7.188925758499242,0.2829141268363366,74.8465963500589,20003
"Total","Isaac Paredes","DET",91,0.07692308,0.21978022,0.35,0.17857143,0.24175824,0.26190476,0.503663,0.08333333,0.22222222,4.293941633330135,-7.129145039691181,0.2269062000316578,36.394308566766725,20036
"Total","Luis Robert","CHW",259,0.07335907,0.33590734,0.2183908,0.25106383,0.307393,0.42978723,0.73718023,0.1787234,0.35460993,31.741895636372117,-0.02835673297212038,0.3168608488275847,102.22504627489886,20043
