Date;GID;MLB_ID;Name;Starter;Bat order;DK posn;DK pts;DK sal;Team;Oppt;dblhdr;Tm Runs;Opp Runs
20210511;1921;518516;Bumgarner, Madison;1;9;1; 35.35; 8700;ARI;v mia;;11;3
20210511;128q;621121;McCullers, Lance;1;0;1; 35.00; 9600;HOU;v laa;;5;1
20210511;125r;605135;Bassitt, Chris;1;0;1; 33.95; 8000;OAK;@ bos;;3;2
20210511;156k;657277;Webb, Logan;1;9;; 31.90;;SFO;v tex;;4;2
20210511;140g;656756;Montgomery, Jordan;1;0;1; 31.70; 7900;NYY;@ tam;;3;1
20210511;147h;642547;Peralta, Freddy;1;9;1; 29.95; 9400;MIL;v stl;;1;6(F11)
20210511;151j;579328;Kikuchi, Yusei;1;9;1; 26.05; 8400;SEA;@ lad;;4;6
20210511;123v;592662;Ray, Robbie;1;9;1; 23.90; 7800;TOR;@ atl;;5;3
20210511;147u;669456;Bieber, Shane;1;0;; 23.20;;CLE;v chc;;3;2
20210511;145c;621111;Buehler, Walker;1;9;1; 20.75; 9800;LAD;v sea;;6;4
20210511;158j;664141;Brubaker, JT;1;9;; 19.90;;PIT;v cin;;7;2
20210511;129y;571510;Boyd, Matt;1;0;1; 19.30; 6300;DET;v kan;;8;7
20210511;123u;573186;Stroman, Marcus;1;9;1; 18.65; 9100;NYM;v bal;;3;2
20210511;158a;547942;Kim, Kwang-Hyun;1;9;1; 18.40; 7200;STL;@ mil;;6;1(F11)
20210511;119m;502624;Anderson, Chase;1;9;1; 18.25; 6800;PHI;@ was;;6;2
20210511;108f;543135;Eovaldi, Nathan;1;0;1; 17.10; 8600;BOS;v oak;;2;3
20210511;138o;621052;Reyes, Alex;;9;1; 16.70; 4000;STL;@ mil;;6;1(F11)
20210511;151h;607644;Means, John;1;9;1; 15.90;10300;BAL;@ nym;;2;3
20210511;150g;669060;Wilson, Bryse;1;9;1; 15.90; 5300;ATL;v tor;;3;5
20210511;154p;640470;Alzolay, Adbert;1;0;; 15.90;;CHC;@ cle;;2;3
20210511;106x;543475;Lyles, Jordan;1;9;; 15.05;;TEX;@ sfo;;2;4
20210511;155a;656302;Cease, Dylan;1;0;1; 13.85; 7000;CHW;v min;;9;3
20210511;139u;622766;Diaz, Miguel;;9;1; 12.15; 5200;SDG;@ col;;8;1
20210511;163u;617228;Sawamura, Hirokazu;;0;1; 11.30; 4000;BOS;v oak;;2;3
20210511;162v;664076;Cleavinger, Garrett;;9;1; 10.25; 4000;LAD;v sea;;6;4
20210511;160c;672715;Patino, Luis;1;0;1; 10.00; 5500;TAM;v nyy;;1;3
20210511;143g;607200;Fedde, Erick;1;9;1; 8.45; 6000;WAS;v phi;;2;6
20210511;133t;628317;Maeda, Kenta;1;0;1; 7.65; 7600;MIN;@ chw;;3;9
20210511;163k;676979;Crochet, Garrett;;0;1; 7.50; 4000;CHW;v min;;9;3
20210511;144d;595928;Curtiss, John;;9;1; 7.35; 4000;MIA;@ ari;;3;11
