team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
TOR,7/6/2021,1,543760,Marcus Semien,1,Y,2B
TOR,7/6/2021,1,666182,Bo Bichette,2,Y,SS
TOR,7/6/2021,1,665489,Vladimir Guerrero,3,Y,1B
TOR,7/6/2021,1,543807,George Springer,4,Y,CF
TOR,7/6/2021,1,606192,Teoscar Hernandez,5,Y,DH
TOR,7/6/2021,1,624415,Cavan Biggio,6,Y,3B
TOR,7/6/2021,1,545341,Randal Grichuk,7,Y,RF
TOR,7/6/2021,1,666971,Lourdes Gurriel,8,Y,LF
TOR,7/6/2021,1,624512,Reese McGuire,9,Y,C
TOR,7/6/2021,1,571927,Steven Matz,SP,Y,
BAL,7/6/2021,1,656775,Cedric Mullins,1,Y,CF
BAL,7/6/2021,1,669720,Austin Hays,2,Y,LF
BAL,7/6/2021,1,641820,Trey Mancini,3,Y,DH
BAL,7/6/2021,1,663624,Ryan Mountcastle,4,Y,1B
BAL,7/6/2021,1,623993,Anthony Santander,5,Y,RF
BAL,7/6/2021,1,602104,Ramon Urias,6,Y,SS
BAL,7/6/2021,1,600474,Pedro Severino,7,Y,C
BAL,7/6/2021,1,642162,Patrick Valaika,8,Y,2B
BAL,7/6/2021,1,642736,Domingo Leyba,9,Y,3B
BAL,7/6/2021,1,657093,Spenser Watkins,SP,Y,
ATL,7/6/2021,1,660670,Ronald Acuna,1,Y,RF
ATL,7/6/2021,1,518692,Freddie Freeman,2,Y,1B
ATL,7/6/2021,1,645277,Ozzie Albies,3,Y,2B
ATL,7/6/2021,1,663586,Austin Riley,4,Y,3B
ATL,7/6/2021,1,628338,Guillermo Heredia,5,Y,CF
ATL,7/6/2021,1,621020,Dansby Swanson,6,Y,SS
ATL,7/6/2021,1,606115,Orlando Arcia,7,Y,LF
ATL,7/6/2021,1,607345,Kevan Smith,8,Y,C
ATL,7/6/2021,1,666120,Ian Anderson,SP,Y,
PIT,7/6/2021,1,624428,Adam Frazier,1,Y,2B
PIT,7/6/2021,1,663647,Ke'Bryan Hayes,2,Y,3B
PIT,7/6/2021,1,668804,Bryan Reynolds,3,Y,CF
PIT,7/6/2021,1,592325,Ben Gamel,4,Y,LF
PIT,7/6/2021,1,596056,John Nogowski,5,Y,1B
PIT,7/6/2021,1,594694,Wilmer Difo,6,Y,SS
PIT,7/6/2021,1,605421,Michael Perez,7,Y,C
PIT,7/6/2021,1,666931,Jared Oliva,8,Y,RF
PIT,7/6/2021,1,641771,Chad Kuhl,SP,Y,
LAD,7/6/2021,1,605141,Mookie Betts,1,Y,RF
LAD,7/6/2021,1,571970,Max Muncy,2,Y,1B
LAD,7/6/2021,1,457759,Justin Turner,3,Y,3B
LAD,7/6/2021,1,641355,Cody Bellinger,4,Y,CF
LAD,7/6/2021,1,669257,Will Smith,5,Y,C
LAD,7/6/2021,1,621035,Chris Taylor,6,Y,2B
LAD,7/6/2021,1,666158,Gavin Lux,7,Y,SS
LAD,7/6/2021,1,572041,AJ Pollock,8,Y,LF
LAD,7/6/2021,1,664062,Tony Gonsolin,SP,Y,
MIA,7/6/2021,1,665862,Jazz Chisholm,1,Y,2B
MIA,7/6/2021,1,516782,Starling Marte,2,Y,CF
MIA,7/6/2021,1,643265,Garrett Cooper,3,Y,RF
MIA,7/6/2021,1,542583,Jesus Aguilar,4,Y,1B
MIA,7/6/2021,1,500743,Miguel Rojas,5,Y,SS
MIA,7/6/2021,1,660821,Jesus Sanchez,6,Y,LF
MIA,7/6/2021,1,595751,Jorge Alfaro,7,Y,C
MIA,7/6/2021,1,605412,Joe Panik,8,Y,3B
MIA,7/6/2021,1,641154,Pablo Lopez,SP,Y,
MIL,7/6/2021,1,649966,Luis Urias,1,Y,3B
MIL,7/6/2021,1,592885,Christian Yelich,2,Y,LF
MIL,7/6/2021,1,642715,Willy Adames,3,Y,SS
MIL,7/6/2021,1,553882,Omar Narvaez,4,Y,C
MIL,7/6/2021,1,541645,Avisail Garcia,5,Y,RF
MIL,7/6/2021,1,607054,Jace Peterson,6,Y,2B
MIL,7/6/2021,1,669374,Keston Hiura,7,Y,1B
MIL,7/6/2021,1,598265,Jackie Bradley,8,Y,CF
MIL,7/6/2021,1,474463,Brett Anderson,SP,Y,
NYM,7/6/2021,1,643446,Jeff McNeil,1,Y,2B
NYM,7/6/2021,1,596019,Francisco Lindor,2,Y,SS
NYM,7/6/2021,1,642086,Dominic Smith,3,Y,LF
NYM,7/6/2021,1,624413,Peter Alonso,4,Y,1B
NYM,7/6/2021,1,624424,Michael Conforto,5,Y,RF
NYM,7/6/2021,1,607680,Kevin Pillar,6,Y,CF
NYM,7/6/2021,1,606299,Jose Peraza,7,Y,3B
NYM,7/6/2021,1,621512,Tomas Nido,8,Y,C
NYM,7/6/2021,1,594798,Jacob deGrom,SP,Y,
DET,7/6/2021,1,668731,Akil Baddoo,1,Y,CF
DET,7/6/2021,1,570731,Jonathan Schoop,2,Y,1B
DET,7/6/2021,1,543257,Robbie Grossman,3,Y,LF
DET,7/6/2021,1,408234,Miguel Cabrera,4,Y,DH
DET,7/6/2021,1,600869,Jeimer Candelario,5,Y,3B
DET,7/6/2021,1,608577,Nomar Mazara,6,Y,RF
DET,7/6/2021,1,670097,Zack Short,7,Y,SS
DET,7/6/2021,1,650489,Willi Castro,8,Y,2B
DET,7/6/2021,1,668670,Jake Rogers,9,Y,C
DET,7/6/2021,1,570632,Jose Urena,SP,Y,
TEX,7/6/2021,1,571788,Brock Holt,1,Y,3B
TEX,7/6/2021,1,663993,Nathaniel Lowe,2,Y,DH
TEX,7/6/2021,1,666969,Adolis Garcia,3,Y,CF
TEX,7/6/2021,1,608336,Joey Gallo,4,Y,RF
TEX,7/6/2021,1,543308,John Hicks,5,Y,C
TEX,7/6/2021,1,621311,David Dahl,6,Y,LF
TEX,7/6/2021,1,628451,Andy Ibanez,7,Y,1B
TEX,7/6/2021,1,669256,Nick Solak,8,Y,2B
TEX,7/6/2021,1,643396,Isiah Kiner-Falefa,9,Y,SS
TEX,7/6/2021,1,641540,Dane Dunning,SP,Y,
PHI,7/6/2021,1,516416,Jean Segura,1,Y,2B
PHI,7/6/2021,1,592663,JT Realmuto,2,Y,C
PHI,7/6/2021,1,547180,Bryce Harper,3,Y,RF
PHI,7/6/2021,1,457705,Andrew McCutchen,4,Y,LF
PHI,7/6/2021,1,656555,Rhys Hoskins,5,Y,1B
PHI,7/6/2021,1,544369,Didi Gregorius,6,Y,SS
PHI,7/6/2021,1,664761,Alec Bohm,7,Y,3B
PHI,7/6/2021,1,608671,Travis Jankowski,8,Y,CF
PHI,7/6/2021,1,605400,Aaron Nola,SP,Y,
CHC,7/6/2021,1,592626,Joc Pederson,1,Y,LF
CHC,7/6/2021,1,592178,Kris Bryant,2,Y,3B
CHC,7/6/2021,1,595879,Javier Baez,3,Y,SS
CHC,7/6/2021,1,519203,Anthony Rizzo,4,Y,1B
