Date;GID;MLB_ID;Name;Starter;Bat order;DK posn;DK pts;DK sal;Team;Oppt;dblhdr;Tm Runs;Opp Runs
20210601;123v;592662;Ray, Robbie;1;0;1; 28.70; 8500;TOR;v mia;;5;1
20210601;124o;571760;Heaney, Andrew;1;8;1; 26.65; 7700;LAA;@ sfo;;8;1
20210601;162f;677651;Garcia, Luis;1;0;1; 26.15; 8300;HOU;v bos;;5;1
20210601;147u;669456;Bieber, Shane;1;0;; 25.55;;CLE;v chw;;6;5
20210601;133b;608566;Marquez, German;1;9;1; 25.35; 6700;COL;v tex;;3;2(F11)
20210601;134s;607192;Glasnow, Tyler;1;0;1; 22.15; 9800;TAM;@ nyy;;3;5(F11)
20210601;163h;669145;Zimmermann, Bruce;1;0;1; 21.20; 5500;BAL;v min;;7;4
20210601;157m;666200;Luzardo, Jesus;;0;1; 20.95; 7700;OAK;@ sea;;12;6
20210601;132g;607231;Gant, John;1;9;1; 17.30; 7300;STL;@ lad;;3;2
20210601;124w;594835;Gonzales, Marco;1;0;1; 17.20; 7200;SEA;v oak;;6;12
20210601;132a;605288;Houser, Adrian;;9;1; 17.05; 8100;MIL;v det;;7;10
20210601;1314;502706;Holland, Derek;;5;1; 16.50; 4000;DET;@ mil;;10;7
20210601;117v;543243;Gray, Sonny;1;9;1; 16.30; 8900;CIN;v phi;;3;17
20210601;123u;573186;Stroman, Marcus;1;9;1; 15.30; 8300;NYM;@ ari;;5;6(F10)
20210601;125a;543294;Hendricks, Kyle;1;9;1; 15.30; 7800;CHC;v sdg;;4;3
20210601;159e;663903;Singer, Brady;1;0;1; 14.75; 6900;KAN;v pit;;10;5
20210601;108h;572070;Richards, Garrett;1;0;1; 14.70; 7000;BOS;@ hou;;1;5
20210601;142a;593334;German, Domingo;1;0;1; 13.45; 9400;NYY;v tam;;5;3(F11)
20210601;146y;608723;Voth, Austin;;8;1; 11.55; 4000;WAS;@ atl;;11;6
20210601;134l;570666;Cessa, Luis;;0;1; 10.25; 4000;NYY;v tam;;5;3(F11)
20210601;162q;667463;King, John;;9;1; 10.10; 4000;TEX;@ col;;2;3(F11)
20210601;112j;523260;Kelly, Joe;;9;1; 9.00; 4000;LAD;v stl;;2;3
20210601;161s;641540;Dunning, Dane;1;9;1; 8.90; 5900;TEX;@ col;;2;3(F11)
20210601;139p;592761;Smith, Caleb;1;9;1; 8.85; 6300;ARI;v nym;;6;5(F10)
20210601;125r;605135;Bassitt, Chris;1;0;1; 8.80; 9100;OAK;@ sea;;12;6
20210601;155n;669214;Menez, Conner;;2;1; 8.50; 4000;SFO;v laa;;1;8
20210601;163k;676979;Crochet, Garrett;;0;; 8.50;;CHW;@ cle;;5;6
20210601;164m;641394;Brentz, Jake;;0;1; 8.25; 4000;KAN;v pit;;10;5
20210601;129q;571710;Givens, Mychal;;4;1; 8.25; 4000;COL;v tex;;3;2(F11)
20210601;1168;453268;Bard, Daniel;;4;1; 8.25; 4000;COL;v tex;;3;2(F11)
20210601;109x;503569;Dolis, Rafael;;0;1; 8.25; 4000;TOR;v mia;;5;1
20210601;100p;518886;Kimbrel, Craig;;7;1; 8.25; 4000;CHC;v sdg;;4;3
20210601;159w;669952;White, Mitch;;9;1; 8.25; 4000;LAD;v stl;;2;3
20210601;144t;645261;Alcantara, Sandy;1;0;1; 8.10;10000;MIA;@ tor;;1;5
20210601;1315;489334;Stammen, Craig;;7;1; 7.30; 4000;SDG;@ chc;;3;4
20210601;135n;608717;Stratton, Chris;;0;1; 7.30; 4000;PIT;@ kan;;5;10
20210601;130m;605400;Nola, Aaron;1;9;1; 7.25;10200;PHI;@ cin;;17;3
20210601;143n;608331;Fried, Max;1;9;1; 6.85; 7500;ATL;v was;;6;11
20210601;141c;606149;Gallegos, Giovanny;;9;1; 6.70; 4000;STL;@ lad;;3;2
20210601;149m;624133;Suarez, Ranger;;5;1; 6.50; 4000;PHI;@ cin;;17;3
20210601;146z;593833;Suero, Wander;;8;1; 6.40; 4000;WAS;@ atl;;11;6
20210601;152h;622250;Sborz, Josh;;1;1; 6.25; 4000;TEX;@ col;;2;3(F11)
20210601;100d;547973;Chapman, Aroldis;;0;1; 6.25; 4000;NYY;v tam;;5;3(F11)
20210601;162p;641360;Bickford, Phil;;9;1; 6.25; 4000;LAD;v stl;;2;3
20210601;1947;465657;Soria, Joakim;;9;1; 6.25; 4000;ARI;v nym;;6;5(F10)
20210601;145p;641755;Kinley, Tyler;;4;1; 6.25; 4000;COL;v tex;;3;2(F11)
20210601;141d;592773;Stanek, Ryne;;0;1; 6.25; 4000;HOU;v bos;;5;1
20210601;110x;518858;Jones, Nate;;9;1; 5.90; 4000;LAD;v stl;;2;3
20210601;152k;656685;Martin, Brett;;6;1; 5.80; 4000;TEX;@ col;;2;3(F11)
20210601;155c;641302;Alexander, Tyler;;5;1; 5.65; 5200;DET;@ mil;;10;7
20210601;144d;595928;Curtiss, John;;0;1; 5.65; 4000;MIA;@ tor;;1;5
20210601;154t;622065;Young, Alex;;9;1; 5.65; 4000;ARI;v nym;;6;5(F10)
20210601;145i;656945;Scott, Tanner;;0;1; 5.65; 4000;BAL;v min;;7;4
20210601;123j;608678;Leone, Dominic;;2;1; 5.65; 4000;SFO;v laa;;1;8
20210601;142t;608652;Farrell, Luke;;0;1; 5.30; 4000;MIN;@ bal;;4;7
20210601;136w;643338;Green, Chad;;0;1; 5.05; 4000;NYY;v tam;;5;3(F11)
20210601;164h;676477;Whitlock, Garrett;;0;1; 4.75; 4000;BOS;@ hou;;1;5
20210601;148k;642528;Loaisiga, Jonathan;;0;1; 4.55; 4000;NYY;v tam;;5;3(F11)
20210601;141f;502179;Espino, Paolo;;8;1; 4.25; 6200;WAS;@ atl;;11;6
20210601;1932;451584;Davis, Wade;;0;1; 4.25; 4000;KAN;v pit;;10;5
20210601;138f;594577;Mayers, Mike;;8;1; 4.25; 4000;LAA;@ sfo;;8;1
20210601;113u;548384;Raley, Brooks;;0;1; 4.25; 4000;HOU;v bos;;5;1
20210601;140t;641941;Pagan, Emilio;;7;1; 4.25; 4000;SDG;@ chc;;3;4
20210601;113d;571901;Loup, Aaron;;9;1; 4.25; 4000;NYM;@ ari;;5;6(F10)
20210601;143t;641835;Mayza, Tim;;0;1; 4.25; 4000;TOR;v mia;;5;1
20210601;150i;621114;Burr, Ryan;;0;; 4.25;;CHW;@ cle;;5;6
20210601;142x;552640;Kittredge, Andrew;;0;1; 3.95; 6300;TAM;@ nyy;;3;5(F11)
20210601;129y;571510;Boyd, Matt;1;9;1; 3.70; 6500;DET;@ mil;;10;7
20210601;1193;453178;Kennedy, Ian;;6;1; 3.65; 4000;TEX;@ col;;2;3(F11)
20210601;107d;453265;Watson, Tony;;8;1; 3.65; 4000;LAA;@ sfo;;8;1
20210601;128j;572193;Tepera, Ryan;;9;1; 3.65; 4000;CHC;v sdg;;4;3
20210601;140i;592233;Crichton, Stefan;;9;1; 3.65; 4000;ARI;v nym;;6;5(F10)
20210601;103m;458708;Tomlin, Josh;;9;1; 3.65; 4000;ATL;v was;;6;11
20210601;114n;544727;Familia, Jeurys;;9;1; 3.65; 4000;NYM;@ ari;;5;6(F10)
20210601;143b;614179;Ruiz, Jose;;0;; 3.15;;CHW;@ cle;;5;6
20210601;140h;596001;Junis, Jake;;0;1; 3.05; 5300;KAN;v pit;;10;5
20210601;1655;543339;Hudson, Daniel;;8;1; 3.05; 4000;WAS;@ atl;;11;6
20210601;1595;489265;Romo, Sergio;;0;1; 3.05; 4000;OAK;@ sea;;12;6
20210601;153b;642397;Soto, Gregory;;5;1; 3.05; 4000;DET;@ mil;;10;7
20210601;158t;656420;Feyereisen, J.P.;;0;1; 3.05; 4000;TAM;@ nyy;;3;5(F11)
20210601;138o;621052;Reyes, Alex;;8;1; 3.05; 4000;STL;@ lad;;3;2
20210601;157e;642121;Sulser, Cole;;0;1; 3.05; 4000;BAL;v min;;7;4
20210601;107f;543766;Shaw, Bryan;;0;; 3.05;;CLE;v chw;;6;5
20210601;133k;573668;Minaya, Juan;;0;1; 2.70; 4000;MIN;@ bal;;4;7
20210601;163t;677960;Weathers, Ryan;1;9;1; 2.45; 5500;SDG;@ chc;;3;4
20210601;151p;605447;Romano, Jordan;;0;1; 2.45; 4000;TOR;v mia;;5;1
20210601;141z;650828;Santana, Edgar;;9;1; 2.40; 4000;ATL;v was;;6;11
20210601;146c;670950;Richards, Trevor;;9;1; 2.25; 6700;MIL;v det;;7;10
20210601;141v;656794;Newcomb, Sean;;9;1; 2.25; 6500;ATL;v was;;6;11
20210601;125k;605177;Chafin, Andrew;;9;1; 2.25; 4000;CHC;v sdg;;4;3
20210601;110k;476595;Luetge, Lucas;;0;1; 2.25; 4000;NYY;v tam;;5;3(F11)
20210601;1916;456034;Price, David;1;9;1; 2.15; 6100;LAD;v stl;;2;3
20210601;140f;641729;Jimenez, Joe;;9;1; 2.15; 4000;DET;@ mil;;10;7
20210601;123m;595014;Treinen, Blake;;8;1; 1.80; 4000;LAD;v stl;;2;3
20210601;127c;605151;Bradley, Archie;;6;1; 1.65; 4000;PHI;@ cin;;17;3
20210601;125d;592741;Shreve, Chasen;;0;1; 1.65; 4000;PIT;@ kan;;5;10
20210601;104m;445213;Kintzler, Brandon;;6;1; 1.65; 4000;PHI;@ cin;;17;3
20210601;117b;501625;Alvarez, Jose;;9;1; 1.65; 4000;SFO;v laa;;1;8
20210601;107m;502327;Santiago, Hector;;0;1; 1.60; 4000;SEA;v oak;;6;12
20210601;103f;445276;Jansen, Kenley;;8;1; 1.50; 4000;LAD;v stl;;2;3
20210601;104u;518553;Cishek, Steve;;8;1; 1.50; 4000;LAA;@ sfo;;8;1
20210601;100m;544931;Strasburg, Stephen;1;8;1; 1.20; 8600;WAS;@ atl;;11;6
20210601;129n;605538;Wisler, Matt;;9;1; 1.20; 4000;SFO;v laa;;1;8
20210601;116q;517008;Colome, Alex;;0;1; 1.05; 4000;MIN;@ bal;;4;7
20210601;133a;608032;Estevez, Carlos;;4;1; 1.05; 4000;COL;v tex;;3;2(F11)
20210601;154b;664126;Fairbanks, Pete;;0;1; 1.05; 4000;TAM;@ nyy;;3;5(F11)
20210601;152m;664199;Clarke, Taylor;;9;1; 0.75; 4000;ARI;v nym;;6;5(F10)
20210601;148f;607572;Howard, Sam;;0;1; 0.75; 4000;PIT;@ kan;;5;10
20210601;122b;570257;Rodriguez, Joely;;9;1; 0.75; 4000;TEX;@ col;;2;3(F11)
20210601;137j;621242;Diaz, Edwin;;9;1; 0.45; 4000;NYM;@ ari;;5;6(F10)
20210601;120r;594795;Dayton, Grant;;9;1; 0.45; 4000;ATL;v was;;6;11
20210601;155r;622253;Tate, Dillon;;0;1; 0.45; 4000;BAL;v min;;7;4
20210601;102f;491624;Valdez, Cesar;;0;1; 0.30; 4000;BAL;v min;;7;4
20210601;133q;622092;Zimmer, Kyle;;0;1; 0.15; 4000;KAN;v pit;;10;5
20210601;163z;647315;Pop, Zach;;0;1; -0.35; 4000;MIA;@ tor;;1;5
20210601;139d;593974;Peralta, Wandy;;0;1; -0.45; 4000;NYY;v tam;;5;3(F11)
20210601;111v;518617;Diekman, Jake;;0;1; -0.95; 4000;OAK;@ sea;;12;6
20210601;107c;543272;Hand, Brad;;8;1; -0.95; 4000;WAS;@ atl;;11;6
20210601;157d;670280;Bednar, David;;0;1; -2.30; 4000;PIT;@ kan;;5;10
20210601;163v;621348;Clay, Sam;;8;1; -2.45; 4000;WAS;@ atl;;11;6
20210601;121m;543507;May, Trevor;;8;1; -2.45; 4000;NYM;@ ari;;5;6(F10)
20210601;139i;573009;Mantiply, Joe;;9;1; -2.65; 4000;ARI;v nym;;6;5(F10)
20210601;157q;675916;Karinchak, James;;0;; -2.75;;CLE;v chw;;6;5
20210601;119d;592390;Hembree, Heath;;6;1; -3.05; 4000;CIN;v phi;;3;17
20210601;163u;617228;Sawamura, Hirokazu;;0;1; -3.05; 4000;BOS;@ hou;;1;5
20210601;150c;623354;Zamora, Daniel;;0;1; -3.40; 4000;SEA;v oak;;6;12
20210601;120k;554431;Matzek, Tyler;;9;1; -4.15; 4000;ATL;v was;;6;11
20210601;156x;642233;Yardley, Eric;;9;1; -4.15; 4000;MIL;v det;;7;10
20210601;146t;641778;Lauer, Eric;1;9;1; -4.90; 8400;MIL;v det;;7;10
20210601;103g;501381;Pineda, Michael;1;0;1; -5.45; 9200;MIN;@ bal;;4;7
20210601;148y;672335;Perez, Cionel;;6;1; -5.85; 4000;CIN;v phi;;3;17
20210601;155a;656302;Cease, Dylan;1;0;; -5.90;;CHW;@ cle;;5;6
20210601;164d;676684;Vest, Will;;0;1; -6.10; 4000;SEA;v oak;;6;12
20210601;132s;607237;Garrett, Amir;;6;1; -6.15; 4000;CIN;v phi;;3;17
20210601;161z;640444;Crowe, Wil;1;0;1; -7.00; 5000;PIT;@ kan;;5;10
20210601;116s;622072;Wood, Alex;1;9;1; -7.15; 8700;SFO;v laa;;1;8
20210601;140d;623149;Sewald, Paul;;0;1; -7.80; 4000;SEA;v oak;;6;12
20210601;2853;660670;Acuna, Ronald;1;1;7; 42.00; 5500;ATL;v was;;6;11
20210601;7639;457705;McCutchen, Andrew;1;6;7; 36.00; 4100;PHI;@ cin;;17;3
20210601;2539;546318;Herrera, Odubel;1;1;7; 35.00; 3200;PHI;@ cin;;17;3
20210601;6268;570731;Schoop, Jonathan;1;4;34; 35.00; 3200;DET;@ mil;;10;7
20210601;2880;665742;Soto, Juan;1;3;7; 34.00; 5000;WAS;@ atl;;11;6
20210601;2922;606992;Haase, Eric;1;6;27; 34.00; 2600;DET;@ mil;;10;7
20210601;2346;521692;Perez, Salvador;1;4;2; 30.00; 5000;KAN;v pit;;10;5
20210601;4262;543939;Wong, Kolten;1;1;4; 30.00; 4100;MIL;v det;;7;10
20210601;2697;643393;Kemp, Tony;1;9;47; 30.00; 3000;OAK;@ sea;;12;6
20210601;2967;665489;Guerrero Jr., Vladimir;1;3;3; 29.00; 6000;TOR;v mia;;5;1
20210601;3283;621438;Taylor, Tyrone;1;6;7; 28.00; 2000;MIL;v det;;7;10
20210601;2878;640457;Meadows, Austin;1;4;7; 25.00; 5200;TAM;@ nyy;;3;5(F11)
20210601;2743;621566;Olson, Matt;1;4;3; 25.00; 4900;OAK;@ sea;;12;6
20210601;2823;656555;Hoskins, Rhys;1;3;3; 25.00; 4600;PHI;@ cin;;17;3
20210601;2824;642086;Smith, Dominic;1;4;37; 25.00; 4000;NYM;@ ari;;5;6(F10)
20210601;2722;643217;Benintendi, Andrew;1;3;7; 25.00; 3100;KAN;v pit;;10;5
20210601;7613;459964;Joyce, Matt;;5;7; 24.00; 2200;PHI;@ cin;;17;3
20210601;2621;591720;Torreyes, Ronald;1;8;6; 23.00; 2500;PHI;@ cin;;17;3
20210601;3360;656976;Smith, Pavin;1;5;3; 22.00; 3500;ARI;v nym;;6;5(F10)
20210601;2808;640449;Frazier, Clint;1;9;7; 22.00; 2200;NYY;v tam;;5;3(F11)
20210601;2639;575929;Contreras, Willson;1;1;2; 21.00; 4900;CHC;v sdg;;4;3
20210601;5149;475582;Zimmerman, Ryan;1;4;3; 21.00; 4500;WAS;@ atl;;11;6
20210601;5216;543685;Rendon, Anthony;1;3;5; 21.00; 4400;LAA;@ sfo;;8;1
20210601;2699;593160;Merrifield, Whit;1;1;47; 20.00; 4800;KAN;v pit;;10;5
20210601;4252;514888;Altuve, Jose;1;1;4; 20.00; 4800;HOU;v bos;;5;1
20210601;2869;666971;Gurriel, Lourdes;1;7;7; 20.00; 4700;TOR;v mia;;5;1
20210601;2911;656775;Mullins, Cedric;1;1;7; 20.00; 4100;BAL;v min;;7;4
20210601;2912;621550;Wisdom, Patrick;1;6;5; 19.00; 2700;CHC;v sdg;;4;3
20210601;2532;502054;Pham, Tommy;1;1;7; 18.00; 3600;SDG;@ chc;;3;4
20210601;2644;571980;Naquin, Tyler;1;5;7; 18.00; 3500;CIN;v phi;;3;17
20210601;2620;608596;Murphy, Tommy;1;8;2; 18.00; 3200;SEA;v oak;;6;12
