team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
CHW,6/1/2021,1,641313,Tim Anderson,1,Y,SS
CHW,6/1/2021,1,663611,Nick Madrigal,2,Y,2B
CHW,6/1/2021,1,660162,Yoan Moncada,3,Y,3B
CHW,6/1/2021,1,547989,Jose Abreu,4,Y,1B
CHW,6/1/2021,1,606213,Yermin Mercedes,5,Y,DH
CHW,6/1/2021,1,571875,Jake Lamb,6,Y,RF
CHW,6/1/2021,1,683734,Andrew Vaughn,7,Y,LF
CHW,6/1/2021,1,641470,Zack Collins,8,Y,C
CHW,6/1/2021,1,571740,Billy Hamilton,9,Y,CF
CHW,6/1/2021,1,656302,Dylan Cease,SP,Y,
CLE,6/1/2021,1,514917,Cesar Hernandez,1,Y,2B
CLE,6/1/2021,1,642708,Amed Rosario,2,Y,SS
CLE,6/1/2021,1,608070,Jose Ramirez,3,Y,3B
CLE,6/1/2021,1,592696,Eddie Rosario,4,Y,DH
CLE,6/1/2021,1,647304,Josh Naylor,5,Y,RF
CLE,6/1/2021,1,623912,Harold Ramirez,6,Y,LF
CLE,6/1/2021,1,641343,Jake Bauers,7,Y,1B
CLE,6/1/2021,1,605548,Bradley Zimmer,8,Y,CF
CLE,6/1/2021,1,595978,Austin Hedges,9,Y,C
CLE,6/1/2021,1,669456,Shane Bieber,SP,Y,
MIN,6/1/2021,1,664247,Kyle Garlick,1,Y,CF
MIN,6/1/2021,1,518626,Josh Donaldson,2,Y,3B
MIN,6/1/2021,1,443558,Nelson Cruz,3,Y,DH
MIN,6/1/2021,1,641598,Mitch Garver,4,Y,C
MIN,6/1/2021,1,666135,Alex Kirilloff,5,Y,LF
MIN,6/1/2021,1,593871,Jorge Polanco,6,Y,2B
MIN,6/1/2021,1,593934,Miguel Sano,7,Y,1B
MIN,6/1/2021,1,553902,Willians Astudillo,8,Y,RF
MIN,6/1/2021,1,592743,Andrelton Simmons,9,Y,SS
MIN,6/1/2021,1,501381,Michael Pineda,SP,Y,
BAL,6/1/2021,1,656775,Cedric Mullins,1,Y,CF
BAL,6/1/2021,1,641820,Trey Mancini,2,Y,DH
BAL,6/1/2021,1,623993,Anthony Santander,3,Y,RF
BAL,6/1/2021,1,520471,Freddy Galvis,4,Y,SS
BAL,6/1/2021,1,621466,DJ Stewart,5,Y,LF
BAL,6/1/2021,1,663624,Ryan Mountcastle,6,Y,1B
BAL,6/1/2021,1,596748,Maikel Franco,7,Y,3B
BAL,6/1/2021,1,592859,Steve Wilkerson,8,Y,2B
BAL,6/1/2021,1,600474,Pedro Severino,9,Y,C
TB,6/1/2021,1,664040,Brandon Lowe,1,Y,2B
TB,6/1/2021,1,668227,Randy Arozarena,2,Y,LF
TB,6/1/2021,1,596847,Ji-Man Choi,3,Y,1B
TB,6/1/2021,1,640457,Austin Meadows,4,Y,DH
TB,6/1/2021,1,650490,Yandy Diaz,5,Y,3B
TB,6/1/2021,1,621563,Joseph Wendle,6,Y,SS
TB,6/1/2021,1,595281,Kevin Kiermaier,7,Y,CF
TB,6/1/2021,1,572287,Mike Zunino,8,Y,C
TB,6/1/2021,1,621433,Brett Phillips,9,Y,RF
TB,6/1/2021,1,607192,Tyler Glasnow,SP,Y,
NYY,6/1/2021,1,518934,DJ LeMahieu,1,Y,3B
NYY,6/1/2021,1,596059,Rougned Odor,2,Y,2B
NYY,6/1/2021,1,592450,Aaron Judge,3,Y,DH
NYY,6/1/2021,1,570482,Giovanny Urshela,4,Y,SS
NYY,6/1/2021,1,645801,Mike Ford,5,Y,1B
NYY,6/1/2021,1,596142,Gary Sanchez,6,Y,C
NYY,6/1/2021,1,609280,Miguel Andujar,7,Y,LF
NYY,6/1/2021,1,458731,Brett Gardner,8,Y,CF
NYY,6/1/2021,1,640449,Clint Frazier,9,Y,RF
NYY,6/1/2021,1,593334,Domingo German,SP,Y,
MIA,6/1/2021,1,665862,Jazz Chisholm,1,Y,SS
MIA,6/1/2021,1,516782,Starling Marte,2,Y,CF
MIA,6/1/2021,1,542583,Jesus Aguilar,3,Y,DH
MIA,6/1/2021,1,643265,Garrett Cooper,4,Y,1B
MIA,6/1/2021,1,594807,Adam Duvall,5,Y,RF
MIA,6/1/2021,1,595751,Jorge Alfaro,6,Y,C
MIA,6/1/2021,1,656371,Isan Diaz,7,Y,3B
MIA,6/1/2021,1,542932,Jonathon Berti,8,Y,LF
MIA,6/1/2021,1,606336,Luis Marte,9,Y,2B
MIA,6/1/2021,1,645261,Sandy Alcantara,SP,Y,
TOR,6/1/2021,1,543760,Marcus Semien,1,Y,2B
TOR,6/1/2021,1,666182,Bo Bichette,2,Y,SS
TOR,6/1/2021,1,665489,Vladimir Guerrero,3,Y,1B
TOR,6/1/2021,1,606192,Teoscar Hernandez,4,Y,RF
TOR,6/1/2021,1,545341,Randal Grichuk,5,Y,CF
TOR,6/1/2021,1,605412,Joe Panik,6,Y,3B
TOR,6/1/2021,1,666971,Lourdes Gurriel,7,Y,LF
TOR,6/1/2021,1,642133,Rowdy Tellez,8,Y,DH
TOR,6/1/2021,1,624512,Reese McGuire,9,Y,C
TOR,6/1/2021,1,592662,Robbie Ray,SP,Y,
PHI,6/1/2021,1,546318,Odubel Herrera,1,Y,CF
PHI,6/1/2021,1,516416,Jean Segura,2,Y,2B
PHI,6/1/2021,1,656555,Rhys Hoskins,3,Y,1B
PHI,6/1/2021,1,592663,JT Realmuto,4,Y,C
PHI,6/1/2021,1,543543,Brad Miller,5,Y,RF
PHI,6/1/2021,1,457705,Andrew McCutchen,6,Y,LF
PHI,6/1/2021,1,664761,Alec Bohm,7,Y,3B
PHI,6/1/2021,1,591720,Ronald Torreyes,8,Y,SS
PHI,6/1/2021,1,605400,Aaron Nola,SP,Y,
CIN,6/1/2021,1,553993,Eugenio Suarez,1,Y,3B
CIN,6/1/2021,1,608385,Jesse Winker,2,Y,LF
CIN,6/1/2021,1,592206,Nick Castellanos,3,Y,RF
CIN,6/1/2021,1,663886,Tyler Stephenson,4,Y,1B
CIN,6/1/2021,1,571980,Tyler Naquin,5,Y,CF
CIN,6/1/2021,1,571657,Kyle Farmer,6,Y,SS
CIN,6/1/2021,1,571466,Tucker Barnhart,7,Y,C
CIN,6/1/2021,1,663697,Jonathan India,8,Y,2B
CIN,6/1/2021,1,543243,Sonny Gray,SP,Y,
WAS,6/1/2021,1,607208,Trea Turner,1,Y,SS
WAS,6/1/2021,1,543281,Josh Harrison,2,Y,2B
WAS,6/1/2021,1,665742,Juan Soto,3,Y,RF
WAS,6/1/2021,1,475582,Ryan Zimmerman,4,Y,1B
WAS,6/1/2021,1,516770,Starlin Castro,5,Y,3B
WAS,6/1/2021,1,656941,Kyle Schwarber,6,Y,LF
WAS,6/1/2021,1,543228,Yan Gomes,7,Y,C
WAS,6/1/2021,1,645302,Victor Robles,8,Y,CF
WAS,6/1/2021,1,544931,Stephen Strasburg,SP,Y,
ATL,6/1/2021,1,660670,Ronald Acuna,1,Y,RF
ATL,6/1/2021,1,518692,Freddie Freeman,2,Y,1B
ATL,6/1/2021,1,645277,Ozzie Albies,3,Y,2B
ATL,6/1/2021,1,663586,Austin Riley,4,Y,3B
ATL,6/1/2021,1,621020,Dansby Swanson,5,Y,SS
ATL,6/1/2021,1,501659,Abraham Almonte,6,Y,LF
