team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
PIT,6/28/2021,1,624428,Adam Frazier,1,N,
PIT,6/28/2021,1,663647,Ke'Bryan Hayes,2,N,
PIT,6/28/2021,1,668804,Bryan Reynolds,3,N,
PIT,6/28/2021,1,607732,Jacob Stallings,4,N,
PIT,6/28/2021,1,595943,Phillip Evans,5,N,
PIT,6/28/2021,1,570481,Erik Gonzalez,6,N,
PIT,6/28/2021,1,664789,Ka'ai Tom,7,N,
PIT,6/28/2021,1,621028,Kevin Newman,8,N,
PIT,6/28/2021,1,542881,Tyler Anderson,SP,N,
COL,6/28/2021,1,606132,Raimel Tapia,1,Y,LF
COL,6/28/2021,1,602074,Yonathan Daza,2,Y,CF
COL,6/28/2021,1,596115,Trevor Story,3,Y,SS
COL,6/28/2021,1,453568,Charlie Blackmon,4,Y,RF
COL,6/28/2021,1,543068,C.J. Cron,5,Y,1B
COL,6/28/2021,1,663898,Brendan Rodgers,6,Y,2B
COL,6/28/2021,1,641857,Ryan McMahon,7,Y,3B
COL,6/28/2021,1,553869,Elias Diaz,8,Y,C
COL,6/28/2021,1,607536,Kyle Freeland,SP,Y,
PHI,6/28/2021,1,546318,Odubel Herrera,1,Y,CF
PHI,6/28/2021,1,656555,Rhys Hoskins,2,Y,1B
PHI,6/28/2021,1,457705,Andrew McCutchen,3,Y,LF
PHI,6/28/2021,1,547180,Bryce Harper,4,Y,RF
PHI,6/28/2021,1,664761,Alec Bohm,5,Y,3B
PHI,6/28/2021,1,663897,Luke Williams,6,Y,2B
PHI,6/28/2021,1,591720,Ronald Torreyes,7,Y,SS
PHI,6/28/2021,1,595284,Andrew Knapp,8,Y,C
PHI,6/28/2021,1,675921,Spencer Howard,SP,Y,
CIN,6/28/2021,1,663697,Jonathan India,1,Y,2B
CIN,6/28/2021,1,608385,Jesse Winker,2,Y,LF
CIN,6/28/2021,1,592206,Nick Castellanos,3,Y,RF
CIN,6/28/2021,1,458015,Joey Votto,4,Y,1B
CIN,6/28/2021,1,571980,Tyler Naquin,5,Y,CF
CIN,6/28/2021,1,553993,Eugenio Suarez,6,Y,3B
CIN,6/28/2021,1,571466,Tucker Barnhart,7,Y,C
CIN,6/28/2021,1,502273,Michael Freeman,8,Y,SS
CIN,6/28/2021,1,489119,Wade Miley,SP,Y,
LAA,6/28/2021,1,660271,Shohei (H) Ohtani,1,N,
LAA,6/28/2021,1,650859,Luis Rengifo,2,N,
LAA,6/28/2021,1,665120,Jared Walsh,3,N,
LAA,6/28/2021,1,543685,Anthony Rendon,4,N,
LAA,6/28/2021,1,545358,Max Stassi,5,N,
LAA,6/28/2021,1,621493,Taylor Ward,6,N,
LAA,6/28/2021,1,578428,Jose Iglesias,7,N,
LAA,6/28/2021,1,501571,Juan Lagares,8,N,
LAA,6/28/2021,1,664058,David Fletcher,9,N,
LAA,6/28/2021,1,605164,Dylan Bundy,SP,N,
NYY,6/28/2021,1,518934,DJ LeMahieu,1,N,
NYY,6/28/2021,1,592450,Aaron Judge,2,N,
NYY,6/28/2021,1,572228,Luke Voit,3,N,
NYY,6/28/2021,1,519317,Giancarlo Stanton,4,N,
NYY,6/28/2021,1,570482,Giovanny Urshela,5,N,
NYY,6/28/2021,1,650402,Gleyber Torres,6,N,
NYY,6/28/2021,1,640449,Clint Frazier,7,N,
NYY,6/28/2021,1,543309,Kyle Higashioka,8,N,
NYY,6/28/2021,1,458731,Brett Gardner,9,N,
NYY,6/28/2021,1,650633,Mike King,SP,N,
NYM,6/28/2021,1,643446,Jeff McNeil,1,N,
NYM,6/28/2021,1,596019,Francisco Lindor,2,N,
NYM,6/28/2021,1,624424,Michael Conforto,3,N,
NYM,6/28/2021,1,624413,Peter Alonso,4,N,
NYM,6/28/2021,1,642086,Dominic Smith,5,N,
NYM,6/28/2021,1,543510,James McCann,6,N,
NYM,6/28/2021,1,607680,Kevin Pillar,7,N,
NYM,6/28/2021,1,641645,Luis Guillorme,8,N,
NYM,6/28/2021,1,595191,Jerad Eickhoff,SP,N,
WAS,6/28/2021,1,656941,Kyle Schwarber,1,N,
WAS,6/28/2021,1,607208,Trea Turner,2,N,
WAS,6/28/2021,1,665742,Juan Soto,3,N,
WAS,6/28/2021,1,605137,Josh Bell,4,N,
WAS,6/28/2021,1,543281,Josh Harrison,5,N,
WAS,6/28/2021,1,543228,Yan Gomes,6,N,
WAS,6/28/2021,1,516770,Starlin Castro,7,N,
WAS,6/28/2021,1,645302,Victor Robles,8,N,
WAS,6/28/2021,1,502179,Paolo Espino,SP,N,
KC,6/28/2021,1,593160,Whit Merrifield,1,N,
KC,6/28/2021,1,467793,Carlos Santana,2,N,
KC,6/28/2021,1,521692,Salvador Perez,3,N,
KC,6/28/2021,1,624585,Jorge Soler,4,N,
KC,6/28/2021,1,642721,Kelvin Gutierrez,5,N,
KC,6/28/2021,1,641531,Hunter Dozier,6,N,
KC,6/28/2021,1,502481,Jarrod Dyson,7,N,
KC,6/28/2021,1,572191,Michael Taylor,8,N,
KC,6/28/2021,1,670032,Nicky Lopez,9,N,
KC,6/28/2021,1,518633,Danny Duffy,SP,N,
BOS,6/28/2021,1,571771,Kike Hernandez,1,Y,CF
BOS,6/28/2021,1,646240,Rafael Devers,2,Y,3B
BOS,6/28/2021,1,502110,J.D. Martinez,3,Y,DH
BOS,6/28/2021,1,593428,Xander Bogaerts,4,Y,SS
BOS,6/28/2021,1,592669,Hunter Renfroe,5,Y,RF
BOS,6/28/2021,1,543877,Christian Vazquez,6,Y,C
BOS,6/28/2021,1,666915,Bobby Dalbec,7,Y,1B
BOS,6/28/2021,1,503556,Marwin Gonzalez,8,Y,LF
BOS,6/28/2021,1,656308,Michael Chavis,9,Y,2B
BOS,6/28/2021,1,572070,Garrett Richards,SP,Y,
DET,6/28/2021,1,668731,Akil Baddoo,1,Y,CF
DET,6/28/2021,1,570731,Jonathan Schoop,2,Y,1B
DET,6/28/2021,1,543257,Robbie Grossman,3,Y,LF
DET,6/28/2021,1,408234,Miguel Cabrera,4,Y,DH
DET,6/28/2021,1,600869,Jeimer Candelario,5,Y,3B
DET,6/28/2021,1,663662,Daz Cameron,6,Y,RF
DET,6/28/2021,1,605612,Harold Castro,7,Y,SS
DET,6/28/2021,1,650489,Willi Castro,8,Y,2B
DET,6/28/2021,1,668670,Jake Rogers,9,Y,C
DET,6/28/2021,1,666159,Matt Manning,SP,Y,
CLE,6/28/2021,1,514917,Cesar Hernandez,1,N,
CLE,6/28/2021,1,642708,Amed Rosario,2,N,
CLE,6/28/2021,1,608070,Jose Ramirez,3,N,
CLE,6/28/2021,1,592696,Eddie Rosario,4,N,
CLE,6/28/2021,1,656252,Bobby Bradley,5,N,
CLE,6/28/2021,1,623912,Harold Ramirez,6,N,
CLE,6/28/2021,1,647304,Josh Naylor,7,N,
CLE,6/28/2021,1,425784,Rene Rivera,8,N,
CLE,6/28/2021,1,605548,Bradley Zimmer,9,N,
CLE,6/28/2021,1,669212,Eli Morgan,SP,N,
CHC,6/28/2021,1,592626,Joc Pederson,1,N,
CHC,6/28/2021,1,592178,Kris Bryant,2,N,
CHC,6/28/2021,1,595879,Javier Baez,3,N,
CHC,6/28/2021,1,519203,Anthony Rizzo,4,N,
CHC,6/28/2021,1,575929,Willson Contreras,5,N,
CHC,6/28/2021,1,664023,Ian Happ,6,N,
CHC,6/28/2021,1,518792,Jason Heyward,7,N,
CHC,6/28/2021,1,642727,Sergio Alcantara,8,N,
CHC,6/28/2021,1,543294,Kyle Hendricks,SP,N,
MIL,6/28/2021,1,543939,Kolten Wong,1,N,
MIL,6/28/2021,1,592885,Christian Yelich,2,N,
MIL,6/28/2021,1,541645,Avisail Garcia,3,N,
MIL,6/28/2021,1,553882,Omar Narvaez,4,N,
MIL,6/28/2021,1,669374,Keston Hiura,5,N,
