Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Robinson Leyer","BOS",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14399
"Total","Hyun Jin Ryu","TOR",102.2,425,9.02922078,2.1038961,4.29166667,1.13961039,0.24235294,0.05647059,0.18588235,0.2481203,1.19805195,0.30175439,0.80152672,3.5068070216801317,3.4227290093612672,14444
"Total","J.B. Wendelken","OAK",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14506
"Total","Randy Rosario","KCR",2,13,13.5,4.5,3,4.5,0.23076923,0.07692308,0.15384615,0.45454545,3,0.57142857,0.89285714,9.691419792175292,4.1555583223700525,14508
"Total","Luis Perdomo","SDP",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14682
"Total","Anthony Banda","TBR",4.1,24,2.07692308,4.15384616,0.5,2.07692308,0.04166667,0.08333333,-0.04166666,0.4,2.30769231,0.38888889,0.47169811,8.499112102175292,9.059008215869472,14706
"Total","Julio Urias","LAD",90.2,373,8.4375,2.38235294,3.54166667,0.89338235,0.22788204,0.06434316,0.16353888,0.24489796,1.19117647,0.29644269,0.75975359,3.437265610784407,4.072525994732688,14765
"Total","Buck Farmer","DET",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,14814
"Total","Michael Lorenzen","CIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14843
"Total","Matt Dermody","CHC",1,3,9,0,1,0,0.33333333,0,0.33333333,0,0,0,1,1.1914197921752931,1.1914197921752931,14844
"Total","Joe Mantiply","ARI",6.1,31,5.68421052,5.68421052,1,0,0.12903226,0.12903226,0,0.32,1.89473684,0.34782609,0.66666667,3.77482554048611,6.559772236286764,14857
"Total","Zack Godley","BOS",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14862
"Total","Caleb Smith","2 Tms",36,155,9.5,6,1.58333333,1.25,0.24516129,0.15483871,0.09032258,0.18604651,1.33333333,0.2183908,0.80952381,4.9303126675257705,5.436372721691926,14875
"Total","Jon Gray","COL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,14916
"Total","Tyler Webb","STL",20.1,97,8.85245901,4.42622951,2,0.8852459,0.20618557,0.10309278,0.10309279,0.30952381,1.7704918,0.36923077,0.6626506,3.9580044740458815,4.865436692344615,14974
"Total","Yacksel Rios","PIT",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15007
"Total","Alex Reyes","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15015
"Total","Chase De Jong","HOU",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15036
"Total","Tim Mayza","TOR",7.2,36,8.2173913,2.34782609,3.5,2.34782609,0.19444444,0.05555556,0.13888888,0.3030303,1.56521739,0.33333333,0.39215686,5.876709584968262,4.534498987290227,15042
"Total","Lou Trivino","OAK",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,15043
"Total","Glenn Sparkman","KCR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15200
"Total","Aaron Slegers","LAA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,15231
"Total","Cody Reed","2 Tms",17,71,7.94117648,3.17647059,2.5,1.5882353,0.21126761,0.08450704,0.12676057,0.24193548,1.23529412,0.26666667,0.79787234,5.109370889259352,4.338745143234147,15232
"Total","Adam Cimber","MIA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,15288
"Total","Steven Brault","PIT",36.2,150,7.36363636,4.66363636,1.57894737,0.49090909,0.2,0.12666667,0.07333333,0.19047619,1.17272727,0.22916667,0.71759259,4.0641470621752935,4.880148012511665,15291
"Total","Andrew Heaney","LAA",82,337,10.31707317,2.52439024,4.08695652,1.75609756,0.27893175,0.06824926,0.21068249,0.23548387,1.17073171,0.28078818,0.77747989,4.289733659255133,3.857635055845831,15423
"Total","Matthew Boyd","DET",96.2,432,8.1,3.25862069,2.48571429,1.58275862,0.20138889,0.08101852,0.12037037,0.27034121,1.42758621,0.30388693,0.74074074,5.0478150656808545,5.309823108381208,15440
"Total","Jose De Leon","CIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15463
"Total","Marco Gonzales","SEA",72.2,295,9.0412844,1.98165138,4.5625,1.61009174,0.24745763,0.05423729,0.19322034,0.22661871,1.08715596,0.26041667,0.77669903,4.194208961973975,4.186335454821882,15467
"Total","Lucas Giolito","CHW",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15474
"Total","Kendall Graveman","SEA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15514
"Total","Eric Yardley","MIL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15538
"Total","Phillips Valdez","BOS",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,15605
"Total","Luis Castillo","CIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,15689
"Total","Jimmy Cordero","CHW",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,15690
"Total","Rob Kaminsky","STL",3.1,15,2.7,2.7,1,0,0.06666667,0.06666667,0,0.16666667,0.9,0.15384615,0.33333333,3.491419792175293,4.069902911170632,15792
"Total","Paul Fry","BAL",25,105,12.24,4.32,2.83333333,0.36,0.32380952,0.11428571,0.20952381,0.20652174,1.24,0.31034483,0.81081081,2.4012690353393555,2.623339418172836,15832
"Total","Kent Emanuel","HOU",10,35,6.3,0.9,7,2.7,0.2,0.02857143,0.17142857,0.15151515,0.6,0.08695652,1,6.237579154968262,3.7339985966682434,15849
"Total","Stephen Tarpley","2 Tms",5.2,30,6.35294117,12.70588235,0.5,3.17647059,0.13333333,0.26666667,-0.13333334,0.25,2.29411765,0.2,0.80357143,11.124520166598277,9.598842553443102,15859
"Total","Sean Manaea","OAK",88,380,7.77272727,1.94318182,4,0.81818182,0.2,0.05,0.15,0.29494382,1.40909091,0.35272727,0.78397213,3.332914605497793,3.993295452599054,15873
"Total","Lewis Thorpe","MIN",26,114,4.15384615,4.5,0.92307692,1.03846154,0.10526316,0.11403509,-0.00877193,0.2970297,1.65384615,0.31395349,0.82474227,5.244873876476567,5.892490468429475,15906
"Total","Stefan Crichton","ARI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,16058
"Total","Cy Sneed","HOU",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,16106
"Total","Justin Shafer","MIA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,16132
"Total","Brandon Leibrandt","MIA",4,16,0,9,0,0,0,0.25,-0.25,0.08333333,1.25,0.08333333,1,6.191419792175293,9.08383538275957,16135
"Total","Carlos Rodon","CHW",51,205,12.35294118,2.64705882,4.66666667,1.23529412,0.34146341,0.07317073,0.26829268,0.18378378,0.96078431,0.25,0.83710407,3.3606553163496193,3.2928312256640084,16137
"Total","Jace Fry","CHW",12.1,55,11.67567568,7.2972973,1.6,2.18918919,0.29090909,0.18181818,0.10909091,0.22222222,1.62162162,0.26923077,0.88607595,6.191419792175292,4.436378728471687,16159
"Total","Kyle Freeland","COL",66.1,284,4.74874372,3.25628141,1.45833333,0.81407035,0.12323944,0.08450704,0.0387324,0.28740157,1.46231156,0.31162791,0.82073434,4.570237783198951,5.105467794564838,16256
"Total","Aaron Bummer","CHW",20.1,92,12.83606558,7.08196721,1.8125,0.8852459,0.31521739,0.17391304,0.14130435,0.21621622,1.57377049,0.31818182,0.89403974,4.087892786113925,3.428098144588648,16258
"Total","Sam Howard","PIT",24.1,102,11.83561644,4.06849315,2.90909091,1.84931507,0.31372549,0.10784314,0.20588235,0.20689655,1.19178082,0.25490196,0.88,4.935679249940935,4.336447979531172,16265
"Total","John Means","BAL",87,339,8.5862069,1.55172414,5.53333333,2.06896552,0.24483776,0.04424779,0.20058997,0.18927445,0.86206897,0.18518519,0.92307692,4.927497547734066,4.274329017907723,16269
"Total","Sam Clay","WSN",8.2,44,4.15384615,4.15384615,1,1.03846154,0.09090909,0.09090909,0,0.35897436,2.07692308,0.38235294,0.90909091,5.445271464968262,5.757931313859449,16279
"Total","Ryan Borucki","TOR",14,64,12.21428571,6.42857143,1.9,1.28571429,0.296875,0.15625,0.140625,0.25,1.64285714,0.33333333,0.84158416,4.450213763571778,4.429971583400454,16350
"Total","Tyler Mahle","CIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,16358
"Total","Brad Wieck","CHC",6,22,9,0,6,0,0.27272727,0,0.27272727,0.18181818,0.66666667,0.25,1,1.1435614480211775,2.8890857501461547,16390
"Total","Victor Gonzalez","LAD",19,81,12.31578947,1.89473684,6.5,0.47368421,0.32098765,0.04938272,0.27160493,0.21917808,1.05263158,0.31914894,0.83333333,2.218547912445646,3.0908196828867256,16408
"Total","Blake Taylor","HOU",15.2,70,6.31914893,5.74468085,1.1,1.14893617,0.15714286,0.14285714,0.01428572,0.22033898,1.46808511,0.23404255,0.84158416,5.3455949255523905,5.919583601118729,16418
"Total","Foster Griffin","KCR",1.2,6,5.39999999,0,1,0,0.16666667,0,0.16666667,0,0,0,1,1.9914197921752932,3.148386028495072,16432
"Total","Ryan Yarbrough","TBR",95.2,391,6.77351916,1.41114983,4.8,1.22299652,0.18414322,0.03836317,0.14578005,0.24861878,1.09756098,0.27304965,0.66805846,4.175153787887599,4.22898060856316,16502
"Total","Dan Altavilla","SDP",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,16507
"Total","Jordan Montgomery","NYY",78.1,332,8.73191489,2.29787234,3.8,1.60851064,0.22891566,0.06024096,0.1686747,0.27272727,1.32765957,0.31531532,0.67535545,4.30919712532453,4.026044772825104,16511
"Total","Austin Gomber","2 Tms",67,273,9.80597015,3.76119403,2.60714286,0.94029851,0.26739927,0.1025641,0.16483517,0.20833333,1.1641791,0.26219512,0.76589595,3.6328701101705705,3.803301891862456,16561
"Total","Jonathan Holder","NYY",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,16588
"Total","J.P. Feyereisen","MIL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,16610
"Total","Ryan Thompson","TBR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1555260340372726,3.1555260340372726,16647
"Total","Tim Hill","SDP",21,87,12,3,4,1.71428571,0.32183908,0.08045977,0.24137931,0.19230769,1.04761905,0.22916667,0.85365854,3.96675907062382,2.7064665358303404,16814
"Total","Luke Weaver","ARI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,16918
"Total","Touki Toussaint","ATL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,16929
"Total","Sean Newcomb","ATL",19.2,96,9.61016949,6.86440678,1.4,1.37288136,0.21875,0.15625,0.0625,0.27848101,1.88135593,0.33928571,0.73964497,5.451266233811813,5.89666035894293,16943
"Total","Joe Palumbo","TEX",0.2,5,13.49999993,13.49999993,1,13.49999993,0.2,0.2,0,0.5,4.49999998,0.5,0.625,24.19141969217529,7.583835360797492,17035
"Total","Austin Davis","2 Tms",5,20,9,1.8,5,1.8,0.25,0.05,0.2,0.21052632,1,0.23076923,0,4.391419792175293,3.3340414404869083,17117
"Total","Gabe Speier","KCR",2.2,19,6.74999999,6.74999999,1,3.375,0.10526316,0.10526316,0,0.52941176,4.12499999,0.57142857,1,8.816419782175293,5.387627584722172,17170
"Total","Jalen Beeks","TBR",12,55,12,3,4,0,0.29090909,0.07272727,0.21818182,0.29411765,1.58333333,0.42857143,0.84210526,1.5247531221752937,3.131650675833226,17192
"Total","Sam Coonrod","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,17264
"Total","Ranger Suarez","PHI",13.2,59,7.90243902,1.97560976,4,0.65853659,0.20338983,0.05084746,0.15254237,0.21153846,1.02439024,0.25,0.70512821,3.660279765165569,4.1942273673222665,17277
"Total","Justus Sheffield","SEA",79.2,360,7.23012552,3.84100418,1.88235294,0.79079498,0.17777778,0.09444444,0.08333334,0.28706625,1.56903766,0.336,0.71547421,4.168345661622751,4.637805431157066,17285
"Total","Framber Valdez","HOU",61,245,9,2.21311475,4.06666667,0.8852459,0.24897959,0.06122449,0.1877551,0.22566372,1.08196721,0.28125,0.80858086,3.3474105216037637,2.9764560338415085,17295
"Total","Justin Steele","CHC",8,32,12.375,2.25,5.5,1.125,0.34375,0.0625,0.28125,0.17857143,0.875,0.25,1,3.512579154968262,2.323960230499506,17312
"Total","Josh Taylor","BOS",12.2,67,9.23684211,6.39473685,1.44444444,2.13157895,0.19402985,0.13432836,0.05970149,0.33333333,2.21052632,0.3902439,0.52419355,6.550735160324088,5.654278842532998,17359
"Total","Brett Martin","TEX",22.2,96,5.95588235,3.57352941,1.66666667,0.79411765,0.15625,0.09375,0.0625,0.23255814,1.27941177,0.25714286,0.76335878,4.176830031341357,4.974724873205679,17369
"Total","Jeff Hoffman","2 Tms",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,17432
"Total","Genesis Cabrera","STL",29,128,11.17241379,4.96551724,2.25,1.24137931,0.28125,0.125,0.15625,0.17142857,1.17241379,0.20895522,0.68862275,4.643854375133843,4.8461667209582995,17490
"Total","Ricardo Sanchez","STL",3.2,19,4.9090909,7.36363636,0.66666667,2.45454545,0.10526316,0.15789474,-0.05263158,0.33333333,2.18181818,0.30769231,0.60606061,8.100510692175293,7.184524870894541,17581
"Total","Jordan Yamamoto","2 Tms",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,17585
"Total","Tanner Scott","BAL",26.1,110,11.27848101,5.12658228,2.2,0.34177215,0.3,0.13636364,0.16363636,0.16129032,1.13924051,0.23333333,0.91216216,2.966788492454962,3.414997826903312,17586
"Total","Taylor Clarke","ARI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,17611
"Total","Jeffrey Springs","2 Tms",29.2,126,12.43820225,2.73033708,4.55555556,1.51685393,0.32539683,0.07142857,0.25396826,0.26086957,1.31460674,0.35714286,0.75757576,3.5969546892668323,3.133487258941752,17677
"Total","Tyler Alexander","DET",41.1,183,9.14516129,2.83064516,3.23076923,2.61290323,0.2295082,0.07103825,0.15846995,0.29518072,1.5,0.32743363,0.89211618,6.073804065190245,4.459314124244219,17735
"Total","Angel Perdomo","MIL",8.2,47,14.53846153,10.38461538,1.4,3.11538461,0.29787234,0.21276596,0.08510638,0.25714286,2.19230769,0.33333333,0.53571429,8.571010043678648,5.6822632477423465,17759
"Total","Jose Alvarado","2 Tms",20.2,97,12.19354839,7.40322581,1.64705882,1.30645161,0.28865979,0.17525773,0.11340206,0.24358974,1.74193548,0.33333333,0.88414634,4.943532887703266,4.376406166286391,17780
"Total","Jake Brentz","KCR",15,64,10.2,4.2,2.42857143,1.2,0.265625,0.109375,0.15625,0.2,1.2,0.23684211,0.85526316,4.004245824968262,3.9000685036182405,17783
"Total","Dillon Tate","BAL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1555260340372726,3.1555260340372726,17796
"Total","Daniel Zamora","SEA",3,11,9,0,3,0,0.27272727,0,0.27272727,0.27272727,1,0.375,0.33333333,1.1375791549682623,1.7194205890099215,17811
"Total","Adbert Alzolay","CHC",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,17859
"Total","Nestor Cortes","2 Tms",11,53,9.81818182,4.90909091,2,4.09090909,0.22641509,0.11320755,0.11320754,0.26666667,1.63636364,0.24137931,0.66666667,8.803310415263006,4.964566703276201,17874
"Total","Dennis Santana","LAD",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,17878
"Total","Garrett Cleavinger","2 Tms",3,14,15,3,5,0,0.35714286,0.07142857,0.28571429,0.30769231,1.66666667,0.5,0.6,0.8102281179314428,2.5557524167230863,17897
"Total","Trent Thornton","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,17948
"Total","Logan Webb","SFG",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,17995
"Total","Pete Fairbanks","TBR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,17998
"Total","Matt Hall","BOS",5,26,9,5.4,1.66666667,1.8,0.19230769,0.11538462,0.07692307,0.31818182,2,0.375,0.3125,6.191419792175293,5.9053522646427155,18076
"Total","Cody Stashak","MIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1555260340372726,3.1555260340372726,18088
"Total","Ryan Helsley","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.173472913106283,3.173472913106283,18138
"Total","Anthony Misiewicz","SEA",23.1,102,11.18571429,3.85714286,2.9,1.54285714,0.28431373,0.09803922,0.18627451,0.2967033,1.58571429,0.39655172,0.89506173,4.31856572572709,3.664480592590883,18152
"Total","Jarlin Garcia","SFG",22.1,84,10.88059702,2.82089552,3.85714286,0.80597015,0.32142857,0.08333333,0.23809524,0.18918919,0.94029851,0.25531915,0.72916667,2.983386014567198,3.464192597230659,18282
"Total","Tyler Kinley","COL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,18297
"Total","Andrew Suarez","SFG",5.2,23,4.76470588,1.58823529,3,1.58823529,0.13043478,0.04347826,0.08695652,0.27272727,1.23529412,0.27777778,0.71428571,4.956125672175293,5.38428152319999,18300
"Total","Taylor Guilbeau","SEA",5,20,5.4,5.4,1,0,0.15,0.15,0,0.17647059,1.2,0.21428571,1,3.7914197921752932,6.105352264642716,18306
"Total","Carson Fulmer","CIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,18311
"Total","Josh Sborz","TEX",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,18323
"Total","Taylor Hearn","TEX",28.1,132,9.84705882,5.71764706,1.72222222,1.58823529,0.23484848,0.13636364,0.09848484,0.26126126,1.65882353,0.31168831,0.80487805,5.276762469847274,4.982755127058686,18325
"Total","Alex Young","ARI",48,205,7.875,2.625,3,2.0625,0.20487805,0.06829268,0.13658537,0.25668449,1.29166667,0.26811594,0.72961373,5.277265689796083,4.509682098945409,18333
"Total","Brandon Waddell","3 Tms",5.2,27,0,4.76470588,0,3.17647059,0,0.11111111,-0.11111111,0.29166667,1.76470588,0.22727273,0.69444444,9.333052312794859,8.846006588698433,18347
"Total","Mike Soroka","ATL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,18383
"Total","Enyel De Los Santos","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,18403
"Total","Junior Fernandez","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,18496
"Total","Kenta Maeda","MIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,18498
"Total","Dylan Cease","CHW",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,18525
"Total","Sam Hentges","CLE",17,88,10.05882353,6.35294118,1.58333333,2.11764706,0.21590909,0.13636364,0.07954545,0.34666667,2.23529412,0.41509434,0.70987654,6.078755624968261,5.073490098644705,18548
"Total","Logan Allen","CLE",20.2,102,6.96774193,5.66129032,1.23076923,3.0483871,0.15686275,0.12745098,0.02941177,0.30232558,1.88709677,0.3015873,0.83850932,8.334971644582783,5.945088472277897,18555
"Total","Travis Bergen","2 Tms",11.2,48,6.94285714,7.71428571,0.9,0,0.1875,0.20833333,-0.02083333,0.15789474,1.37142857,0.20689655,1,4.18307192810102,6.293365610462564,18581
"Total","Travis Lakins Sr.","BAL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,18600
"Total","A.J. Minter","ATL",30.1,126,10.38461539,4.15384615,2.5,0.59340659,0.27777778,0.11111111,0.16666667,0.20183486,1.18681319,0.27027027,0.84795322,3.1977623312458134,3.972650532592174,18655
"Total","Jake Woodford","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,18674
"Total","Sandy Alcantara","MIA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,18684
"Total","Kolby Allard","TEX",43,189,9,4.39534884,2.04761905,0.8372093,0.22751323,0.11111111,0.11640212,0.23353293,1.39534884,0.2892562,0.71691176,3.8420483431768377,4.969301977961563,18694
"Total","Dillon Peters","LAA",1,5,18,0,2,9,0.4,0,0.4,0.4,2,0.5,1,12.191419792175292,3.0479739129543306,18790
"Total","Miguel Del Pozo","PIT",3,20,6,18,0.33333333,0,0.1,0.3,-0.2,0.42857143,4,0.5,0.66666667,7.858086462175294,9.14360449910164,18792
"Total","Conner Menez","SFG",9.2,36,6.51724138,2.79310345,2.33333333,1.86206896,0.19444444,0.08333333,0.11111111,0.12903226,0.72413793,0.08695652,0.96153846,5.659325822587496,4.945534565318608,19199
"Total","Jose Quijada","LAA",2.2,16,13.49999998,6.74999999,2,0,0.25,0.125,0.125,0.38461538,2.625,0.5,0.71428571,2.407769393895661,5.094588129011306,19200
"Total","Dakota Hudson","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,19206
"Total","Caleb Baragar","SFG",25,97,7.92,2.88,2.75,0.72,0.22680412,0.08247423,0.14432989,0.17241379,0.92,0.20634921,0.85585586,3.6462941614715,5.468204169067516,19231
"Total","Wes Benjamin","TEX",23.1,109,9.25714285,5.01428571,1.84615385,1.54285714,0.22018349,0.11926606,0.10091743,0.29166667,1.75714286,0.35294118,0.70621469,5.0165864370903455,5.114097579118033,19243
"Total","Cole Irvin","2 Tms",55.1,230,6.18072289,1.78915663,3.45454545,0.97590361,0.16521739,0.04782609,0.1173913,0.26046512,1.21084337,0.28901734,0.72607261,3.8817864268451556,4.791491925615305,19244
"Total","Edgar Garcia","TBR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,19276
"Total","Reggie McClain","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,19311
"Total","Eric Lauer","MIL",24.2,122,11.67567568,4.37837838,2.66666667,3.28378378,0.26229508,0.09836066,0.16393442,0.34285714,1.94594595,0.39705882,0.65934066,6.885498289427737,4.23479444485994,19316
"Total","Joey Lucchesi","2 Tms",25.2,113,9.11688312,3.50649351,2.6,1.05194805,0.2300885,0.08849558,0.14159292,0.28571429,1.48051948,0.34246575,0.54597701,3.92449145457526,4.888879973095124,19320
"Total","Richard Lovelady","KCR",1,4,0,9,0,9,0,0.25,-0.25,0.33333333,2,0,1,19.191419792175292,10.04797391295433,19337
"Total","A.J. Puk","OAK",1,6,0,27,0,0,0,0.5,-0.5,0,3,0,1,12.137579154968261,13.883103457093238,19343
"Total","Caleb Ferguson","LAD",13.1,49,12.15,1.35,9,2.7,0.36734694,0.04081633,0.32653061,0.19148936,0.825,0.2,0.92592593,4.841419792175293,2.8214899259625916,19349
"Total","Corbin Burnes","MIL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,19361
"Total","Keegan Akin","BAL",32.2,145,10.46938775,3.03061224,3.45454545,1.37755102,0.26206897,0.07586207,0.1862069,0.25954198,1.37755102,0.32222222,0.82051282,3.9342007476262992,4.370757640711573,19362
"Total","Dane Dunning","TEX",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,19409
"Total","Patrick Sandoval","LAA",37.1,167,6.75,4.09821428,1.64705882,1.92857143,0.16766467,0.10179641,0.06586826,0.28378378,1.58035714,0.30088496,0.84016393,5.900968813346569,4.544580313875697,19447
"Total","Devin Smeltzer","MIN",15.2,65,8.61702127,2.29787234,3.75,1.14893617,0.23076923,0.06153846,0.16923077,0.24137931,1.14893617,0.28571429,0.52325581,4.0758724483858675,4.59677003312008,19487
"Total","Geoff Hartlieb","PIT",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,19558
"Total","Bernardo Flores Jr.","2 Tms",1.1,9,6.75000002,6.75000002,1,0,0.11111111,0.11111111,0,0.5,3.75000001,0.57142857,0.8,3.9183452333393163,3.918345235214316,19561
"Total","JoJo Romero","PHI",9.2,41,6.51724138,0.93103448,7,2.79310345,0.17073171,0.02439024,0.14634147,0.38461538,1.65517241,0.4,0.6779661,6.061979480410572,3.129831060872612,19574
"Total","Cionel Perez","2 Tms",13.1,72,6.075,10.8,0.5625,2.025,0.125,0.22222222,-0.09722222,0.34545455,2.625,0.36363636,0.74675325,8.326039314259924,7.667702171207958,19614
"Total","Jordan Hicks","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,19618
"Total","Kyle Hart","BOS",8,49,10.125,7.875,1.28571429,3.375,0.18367347,0.14285714,0.04081633,0.42857143,3.125,0.5,0.52884615,8.441419792175292,6.940904647856951,19646
"Total","Matt Foster","CHW",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,19647
"Total","Gregory Soto","DET",33,143,10.63636364,5.45454545,1.95,1.09090909,0.27272727,0.13986014,0.13286713,0.2295082,1.45454545,0.3,0.8490566,4.195074425987352,4.0026013321702125,19677
"Total","Kodi Whitley","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,19731
"Total","Wil Crowe","WSN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,19800
"Total","Daniel Castano","MIA",35.1,150,3.82075472,3.82075472,1,1.27358491,0.1,0.1,0,0.26315789,1.41509434,0.26086957,0.79069767,5.435761441125553,5.394755964891898,19805
"Total","Darwinzon Hernandez","BOS",16.1,81,12.12244898,8.81632653,1.375,0.55102041,0.27160494,0.19753086,0.07407408,0.19354839,1.71428571,0.275,0.8041958,4.56661940673569,5.2047516653583745,19848
"Total","Michael King","NYY",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,19853
"Total","Tucker Davidson","ATL",9.1,42,3.85714285,5.78571428,0.66666667,1.92857143,0.0952381,0.14285714,-0.04761904,0.22857143,1.5,0.2,0.44642857,6.998567764785246,6.7224420865862555,19871
"Total","Kevin Ginkel","ARI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,19876
"Total","Tanner Houck","BOS",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,19879
"Total","Alex Lange","DET",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,19883
"Total","Jose Suarez","LAA",9,43,8,5,1.6,1,0.18604651,0.11627907,0.06976744,0.2972973,1.77777778,0.35714286,0.64102564,4.816210411014269,3.973913259307544,19911
"Total","Ian Anderson","ATL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1375791549682623,3.1375791549682623,19951
"Total","Jesus Luzardo","OAK",71,301,9.12676056,2.53521127,3.6,1.77464789,0.23920266,0.06644518,0.17275748,0.27075812,1.33802817,0.31770833,0.73979592,4.6792512983856405,4.117011683748092,19959
