Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
"Total","Kevin Plawecki","BOS",49,0.02040816,0.04081633,0.5,0.34042553,0.36734694,0.5106383,0.87798524,0.17021277,0.3255814,8.510469268679598,2.5293425206541817,0.3781412803396887,138.52923481738324,13807
"Total","Matt Duffy","CHC",40,0.1,0.175,0.57142857,0.25714286,0.35,0.28571429,0.63571429,0.02857143,0.32142857,4.223279821235381,-0.44045491282299876,0.2955983832478523,87.61997282974974,13836
"Total","Tim Lopes","SEA",59,0.05084746,0.25423729,0.2,0.21818182,0.27118644,0.4,0.67118644,0.18181818,0.26315789,5.857763182110694,-1.5484138916064227,0.28865553969043795,84.30682059934591,14137
"Total","Byron Buxton","MIN",63,0.01587302,0.23809524,0.06666667,0.32786885,0.33333333,0.62295082,0.95628415,0.29508197,0.37209302,11.885486932384696,4.272053027438843,0.3993268221143692,156.36897035082242,14161
"Total","Carlos Correa","HOU",158,0.10759494,0.17721519,0.60714286,0.29285714,0.37341772,0.40714286,0.78056058,0.11428572,0.34862385,22.593060813060937,3.5637247629081577,0.34183690333977723,122.7405410302386,14162
"Total","Jorge Soler","KCR",69,0.08695652,0.33333333,0.26086957,0.16393443,0.25,0.24590164,0.49590164,0.08196721,0.26315789,3.5544843765209695,-4.669159172265671,0.22837037111029906,40.235295510658204,14221
"Total","Mitch Haniger","SEA",49,0.08163265,0.30612245,0.26666667,0.22727273,0.28571429,0.56818182,0.85389611,0.34090909,0.23076923,7.538242135616599,1.8251670863950833,0.3559891666684832,133.40529717674522,14274
"Total","Lewis Brinson","MIA",78,0.05128205,0.26923077,0.19047619,0.24324324,0.28205128,0.44594595,0.72799723,0.20270271,0.3,9.238777252515282,-0.33799853674558256,0.31044890483220416,98.82830332118293,14352
"Total","Renato Nunez","2 Tms",50,0.1,0.26,0.38461538,0.2,0.28,0.33333333,0.61333333,0.13333333,0.25806452,4.29223903628632,-1.9395069294925071,0.271842520236969,69.34857207384351,14503
"Total","Pedro Severino","BAL",100,0.12,0.21,0.57142857,0.22727273,0.32,0.35227273,0.67227273,0.125,0.265625,10.957440201269463,-1.0861040688287458,0.30120717525482177,91.1049591044654,14523
"Total","Anthony Santander","BAL",59,0.05084746,0.3220339,0.15789474,0.21818182,0.27118644,0.41818182,0.68936826,0.2,0.29411765,6.187641749227085,-0.9772887955665204,0.29571674536850495,86.91743175388623,14551
"Total","Franmil Reyes","CLE",115,0.12173913,0.24347826,0.5,0.23232323,0.33043478,0.38383838,0.71427316,0.15151515,0.28985507,13.852506324204047,-0.03822409406081895,0.3142462127041398,97.07317178578882,14566
"Total","David Bote","CHC",94,0.10638298,0.25531915,0.41666667,0.14634146,0.24468085,0.29268293,0.53736378,0.14634147,0.16071429,5.765762561037985,-5.613961725458655,0.2421157588350012,50.234670754291045,14593
"Total","Manuel Margot","TBR",119,0.06722689,0.12605042,0.53333333,0.26126126,0.31092437,0.38738739,0.69831176,0.12612613,0.28723404,13.516261691620379,-0.7157514072751726,0.3060365855192938,98.69903981963148,14712
"Total","Phillip Ervin","2 Tms",50,0.16,0.18,0.88888889,0.12195122,0.28,0.12195122,0.40195122,0,0.15625,1.8414890976133123,-4.434932151299499,0.21463124036788941,30.43312355402206,14738
"Total","Yu Chang","CLE",65,0.07692308,0.30769231,0.25,0.13559322,0.2,0.18644068,0.38644068,0.05084746,0.2,0.85285716473902,-6.806127287747018,0.1795403975706834,7.568676483735707,14773
"Total","Luke Voit","NYY",74,0.10810811,0.22972973,0.47058824,0.1969697,0.28378378,0.46969697,0.75348075,0.27272727,0.1627907,9.370964883462133,0.2694976242339018,0.3192358806326583,102.88156154974679,14811
"Total","Kyle Farmer","CIN",45,0.04444444,0.13333333,0.33333333,0.30952381,0.35555556,0.42857143,0.78412699,0.11904762,0.34285714,6.593180654734111,1.1141676066217183,0.3439785944090949,113.76472553665387,14813
"Total","JaCoby Jones","DET",66,0.07575758,0.34848485,0.2173913,0.19672131,0.25757576,0.3442623,0.60183806,0.14754099,0.27777778,5.360320790986724,-2.5403478226259284,0.26263498718088324,64.21494070538199,14818
"Total","Pat Valaika","BAL",82,0.08536585,0.23170732,0.36842105,0.22972973,0.29268293,0.44594595,0.73862888,0.21621622,0.23529412,10.097433097678994,0.1078941747730724,0.31473685328553364,100.30657173759668,14885
"Total","Andrew Knapp","PHI",51,0.01960784,0.29411765,0.06666667,0.18,0.19607843,0.2,0.39607843,0.02,0.25714286,0.5228269903307499,-5.566395701622433,0.1764351012660008,7.33598521223942,14942
"Total","Victor Caratini","2 Tms",58,0.06896552,0.32758621,0.21052632,0.32692308,0.39655172,0.40384615,0.80039787,0.07692307,0.5,9.10989863110537,2.0794315679168163,0.35741163327776154,127.08854016969653,14968
"Total","Hunter Dozier","KCR",64,0.109375,0.328125,0.33333333,0.21052632,0.296875,0.36842105,0.66529605,0.15789473,0.31428571,6.746383094829474,-0.9747091218410392,0.29451677203178406,84.67977571539096,15117
"Total","Tim Locastro","ARI",88,0.06818182,0.21590909,0.31578947,0.18421053,0.28735632,0.32894737,0.61630369,0.14473684,0.21818182,8.062924325397738,-2.697655260631315,0.2781515285886567,71.49034534168297,15124
"Total","Trey Mancini","BAL",75,0.12,0.16,0.75,0.33846154,0.41333333,0.67692308,1.09025641,0.33846154,0.33333333,17.377243722618555,8.63274109625909,0.45341456902993693,195.37332925214,15149
"Total","Mitch Garver","MIN",87,0.10344828,0.33333333,0.31034483,0.23076923,0.31034483,0.5,0.81034483,0.26923077,0.27906977,12.877382145171149,2.5014476262974576,0.34778307635208655,122.4226912098047,15161
"Total","Tim Anderson","CHW",91,0.08791209,0.1978022,0.44444444,0.37349398,0.42857143,0.69879518,1.12736661,0.3253012,0.42372881,22.6158084855717,11.51438385111507,0.46673947440253366,203.8454891989426,15172
"Total","Chad Pinder","OAK",42,0.07142857,0.23809524,0.3,0.20512821,0.26190476,0.48717949,0.74908425,0.28205128,0.19230769,5.050015700079839,-0.07921724297817523,0.31595814795721144,104.3570079174851,15191
"Total","Garrett Cooper","MIA",91,0.05494505,0.27472527,0.2,0.31764706,0.36263736,0.63529412,0.99793148,0.31764706,0.37735849,18.91363374250735,7.9194297875722794,0.4189781454893259,171.1725176527268,15279
"Total","Kris Bryant","CHC",84,0.14285714,0.20238095,0.70588235,0.37142857,0.47619048,0.74285714,1.21904762,0.37142857,0.42553191,23.31610387473878,13.209533951278296,0.5092378826368422,225.99330491452955,15429
"Total","Hunter Renfroe","2 Tms",99,0.12121212,0.23232323,0.52173913,0.23529412,0.33333333,0.51764706,0.85098039,0.28235294,0.23214286,15.684553331215994,3.68612197645487,0.36087536571001766,131.29303150397138,15464
"Total","Victor Reyes","DET",65,0.09230769,0.18461538,0.5,0.25423729,0.32307692,0.30508475,0.62816167,0.05084746,0.31914894,6.416763406114203,-1.5460129716829232,0.28513379830580493,78.09116311269733,15487
"Total","Amed Rosario","2 Tms",128,0.0625,0.125,0.5,0.30833333,0.3515625,0.44166667,0.79322917,0.13333334,0.34313725,18.602412073240522,3.142357526645901,0.34456329979002476,119.60063510375414,15518
"Total","Aaron Judge","NYY",89,0.12359551,0.24719101,0.5,0.34666667,0.43820225,0.68,1.11820225,0.33333333,0.39130435,21.71640280868216,11.089411439851956,0.46746396147802977,203.98868640868835,15640
"Total","Jose Abreu","CHW",99,0.07070707,0.22222222,0.31818182,0.24719101,0.32323232,0.58426966,0.90750198,0.33707865,0.23728814,17.34854391505524,5.296502220533338,0.3808517335641264,146.12923116513713,15676
"Total","Tyler O'Neill","STL",51,0.09803922,0.29411765,0.33333333,0.19565217,0.2745098,0.34782609,0.62233589,0.15217392,0.26666667,4.493180037057113,-1.7211334476712232,0.2764400267133526,74.73465723627943,15711
"Total","Miguel Andujar","NYY",50,0.02,0.2,0.1,0.24489796,0.26,0.32653061,0.58653061,0.08163265,0.28947368,3.7001655809072305,-2.370749365589256,0.255006890296936,59.93607370034573,15878
"Total","Luis Torrens","2 Tms",57,0.07017544,0.21052632,0.33333333,0.16981132,0.22807018,0.33962264,0.56769282,0.16981132,0.17948718,3.792791927937027,-3.13895188015366,0.24730612102307772,58.014421163915955,15905
"Total","Aledmys Diaz","HOU",54,0.03703704,0.14814815,0.25,0.21568627,0.25925926,0.29411765,0.55337691,0.07843138,0.25581395,3.4821374442280772,-2.9926055792866704,0.24646675917837355,58.14590217857432,15937
"Total","Austin Nola","2 Tms",78,0.11538462,0.15384615,0.75,0.25,0.34615385,0.38235294,0.72850679,0.13235294,0.29090909,9.575252585840708,-0.03726342992734155,0.3187005581793847,103.42826264259544,15941
"Total","Clint Frazier","NYY",89,0.08988764,0.29213483,0.30769231,0.21518987,0.30337079,0.36708861,0.6704594,0.15189874,0.28,9.662323044430897,-1.0540188906672736,0.297581562835179,89.17057252413795,15983
"Total","Willy Adames","2 Tms",110,0.09090909,0.35454545,0.25641026,0.25,0.31818182,0.53,0.84818182,0.28,0.34545455,17.504370430738067,4.2055419108572965,0.3596040346405723,134.4431420748284,15986
"Total","Austin Slater","SFG",108,0.21296296,0.16666667,1.27777778,0.27058824,0.42592593,0.57647059,1.00239652,0.30588235,0.25423729,23.10818312993961,10.078281573268946,0.42706695750907614,174.3865962325793,16153
"Total","J.D. Davis","NYM",90,0.16666667,0.21111111,0.78947368,0.24657534,0.38888889,0.43835616,0.82724505,0.19178082,0.29411765,14.35855965884431,3.123546807188829,0.3587615313855084,131.16797589904894,16219
"Total","Trea Turner","WSN",108,0.10185185,0.13888889,0.73333333,0.38947368,0.4537037,0.72631579,1.18001949,0.33684211,0.40540541,28.680108076437833,15.516180670365213,0.4897257437308629,210.1882514720801,16252
"Total","Francisco Mejia","2 Tms",47,0.06382979,0.23404255,0.27272727,0.25,0.29787234,0.45454545,0.75241779,0.20454545,0.29032258,5.948292873232476,0.3611838811923187,0.32473014263396566,111.3065861580484,16403
"Total","Jordan Luplow","CLE",108,0.17592593,0.22222222,0.79166667,0.1954023,0.34259259,0.37931034,0.72190293,0.18390804,0.21666667,13.900368325606355,0.9240771086964686,0.3238253074663657,103.88581597396013,16424
"Total","Christian Arroyo","BOS",52,0.01923077,0.25,0.07692308,0.24,0.25490196,0.36,0.61490196,0.12,0.30555556,4.166874165444497,-2.0657470647405343,0.26518306311439066,62.94935188851147,16434
"Total","Rhys Hoskins","PHI",123,0.17073171,0.16260163,1.05,0.32653061,0.46341463,0.65306122,1.11647585,0.32653061,0.35211268,30.582014126740965,15.749601705037625,0.46954138056049505,199.32098120814317,16472
"Total","Matt Chapman","OAK",98,0.12244898,0.31632653,0.38709677,0.24705882,0.33673469,0.45882353,0.79555822,0.21176471,0.32,14.16825411930271,2.5365977184433524,0.34475959320457616,125.43572101954025,16505
"Total","Isiah Kiner-Falefa","TEX",139,0.04316547,0.14388489,0.3,0.29457364,0.33093525,0.39534884,0.72628409,0.1007752,0.32407407,17.303648401222258,0.5074564630008034,0.3168751515930505,102.12908931060022,16512
"Total","Mauricio Dubon","SFG",88,0.07954545,0.15909091,0.5,0.2875,0.34482759,0.4125,0.75732759,0.125,0.31746032,11.395806045656679,0.6888367993884041,0.32418075168834015,105.52221342845297,16530
"Total","Danny Jansen","TOR",88,0.10227273,0.26136364,0.39130435,0.08108108,0.19767442,0.13513514,0.33280956,0.05405406,0.09803922,0.15338844093300286,-10.535710692081675,0.16813684826673464,-1.6011822953441774,16535
"Total","Ozzie Albies","ATL",75,0.02666667,0.16,0.16666667,0.26388889,0.29333333,0.52777778,0.82111111,0.26388889,0.25454545,11.099728690119232,2.1050444782094613,0.3503135832150777,119.42979224851325,16556
"Total","Yandy Diaz","TBR",125,0.184,0.184,1,0.25490196,0.392,0.30392157,0.69592157,0.04901961,0.32911392,16.09925094384717,1.1230023517088796,0.32338367546758345,110.750202497516,16578
"Total","Luis Urias","MIL",72,0.08333333,0.26388889,0.31578947,0.24590164,0.32394366,0.3442623,0.66820596,0.09836066,0.34090909,7.607267057752516,-1.1180525587440477,0.2957820245917414,84.11414470074611,16622
"Total","Jose Trevino","TEX",72,0.02777778,0.15277778,0.18181818,0.26470588,0.29577465,0.38235294,0.67812759,0.11764706,0.30357143,7.56414438928844,-1.1433051139545292,0.294622926644876,86.40573272768759,16725
"Total","Josh Fuentes","COL",81,0.0617284,0.33333333,0.18518519,0.31081081,0.34567901,0.56756757,0.91324658,0.25675676,0.43478261,14.076289802335634,4.328435040556326,0.38075016457357524,126.85602905459379,16885
"Total","Gleyber Torres","NYY",88,0.10227273,0.15909091,0.64285714,0.25641026,0.34090909,0.33333333,0.67424242,0.07692307,0.3015873,9.996523057452826,-0.6210956225474766,0.30507549372586334,93.89119568565539,16997
"Total","Ramon Laureano","OAK",115,0.07826087,0.22608696,0.34615385,0.29807692,0.36521739,0.51923077,0.88444816,0.22115385,0.35616438,19.91714587350895,6.071090738378068,0.3806522234626438,148.93280777537035,17128
"Total","Yoan Moncada","CHW",96,0.15625,0.35416667,0.44117647,0.25641026,0.38541667,0.34615385,0.73157052,0.08974359,0.43181818,13.17170540627609,1.5677294397033288,0.33473508805036545,115.12157528020303,17232
"Total","Michael Chavis","BOS",70,0.04285714,0.32857143,0.13043478,0.23076923,0.25714286,0.44615385,0.70329671,0.21538462,0.29268293,7.1272079548482665,-1.5436260574813112,0.29306997401373724,79.50153086016522,17321
"Total","Willi Castro","DET",60,0.03333333,0.25,0.13333333,0.25862069,0.28333333,0.36206897,0.6454023,0.10344828,0.33333333,5.769310964093207,-1.4496675526642817,0.2808680554231008,76.33426767269628,17338
"Total","Yermin Mercedes","CHW",45,0.06666667,0.06666667,1,0.45238095,0.48888889,0.71428571,1.2031746,0.26190476,0.45945946,12.41639050618839,7.169688930372714,0.5087542235851288,234.04574411400034,17423
"Total","Eloy Jimenez","CHW",46,0.02173913,0.2826087,0.07692308,0.28888889,0.30434783,0.55555556,0.85990339,0.26666667,0.32142857,7.334290931677841,1.5599833826780551,0.3599568890488666,130.72368161991514,17484
"Total","Taylor Ward","LAA",69,0.07246377,0.28985507,0.25,0.23809524,0.29411765,0.34920635,0.643324,0.11111111,0.33333333,6.569165420078429,-1.8331792612441449,0.2834497111685136,79.32629715221118,17548
"Total","Myles Straw","HOU",100,0.07,0.19,0.36842105,0.1827957,0.24,0.19354839,0.43354839,0.01075269,0.22972973,2.749602212148936,-9.177786321800916,0.20250356912612916,28.32653497526467,17620
"Total","Alex Bregman","HOU",142,0.14084507,0.11971831,1.17647059,0.33884298,0.42957746,0.56198347,0.99156093,0.22314049,0.35353535,29.00286178200201,11.946240304994145,0.4167423524718354,173.71414693596526,17678
"Total","Kevin Newman","PIT",82,0.08536585,0.04878049,1.75,0.18055556,0.25609756,0.23611111,0.49220867,0.05555555,0.17391304,4.181314308320325,-5.701003935064036,0.22634525124619648,40.658322574385906,17696
"Total","Ian Happ","CHC",94,0.14893617,0.35106383,0.42424242,0.24358974,0.35869565,0.35897436,0.71767001,0.11538462,0.39534884,11.879482532837557,0.39253756681935603,0.3210543407188667,101.62550399192568,17919
"Total","Scott Kingery","PHI",52,0.07692308,0.42307692,0.18181818,0.10638298,0.17647059,0.10638298,0.28285357,0,0.2,-1.1226139120816085,-7.525001218175778,0.14137525184481753,-17.520748029551747,17975
"Total","Ty France","2 Tms",108,0.06481481,0.24074074,0.26923077,0.2371134,0.31481481,0.3814433,0.69625811,0.1443299,0.29411765,12.473191944180865,-0.6907354618917507,0.3087544877220083,98.05398773147243,17982
"Total","David Fletcher","LAA",134,0.09701493,0.07462687,1.3,0.325,0.39097744,0.40833333,0.79931077,0.08333333,0.34862385,20.662839503788888,4.351328784429969,0.35400536365078805,127.20673396808128,17992
"Total","Paul DeJong","STL",54,0.11111111,0.25925926,0.42857143,0.12765957,0.24074074,0.21276596,0.4535067,0.08510639,0.15625,2.2228286960369505,-4.332329837118968,0.21776309278276232,36.48119525390272,18015
"Total","Dylan Moore","SEA",91,0.10989011,0.24175824,0.45454545,0.225,0.31868132,0.45,0.76868132,0.225,0.25925926,12.335843322443779,1.2701589144943302,0.332543623316419,115.72689765854547,18042
"Total","Sam Haggerty","SEA",51,0.09803922,0.2745098,0.35714286,0.19565217,0.2745098,0.39130435,0.66581415,0.19565218,0.23333333,5.25454734365101,-0.8704155748093592,0.28979002728181724,87.90251448804418,18054
"Total","Kyle Garlick","2 Tms",57,0.01754386,0.26315789,0.06666667,0.27777778,0.29824561,0.5,0.79824561,0.22222222,0.34210526,7.897553464508479,1.180251015460915,0.33838598456299096,116.57648138786243,18063
"Total","Brian Anderson","MIA",95,0.07368421,0.30526316,0.24137931,0.24418605,0.30526316,0.38372093,0.68898409,0.13953488,0.32727273,9.863431187505418,-1.784782429998224,0.2927216855428552,86.94310321960769,18289
"Total","Dansby Swanson","ATL",88,0.05681818,0.30681818,0.18518519,0.225,0.27272727,0.375,0.64772727,0.15,0.30188679,8.058959053704218,-2.621205022683664,0.28025300055742264,72.74737348697161,18314
"Total","Austin Riley","ATL",89,0.06741573,0.35955056,0.1875,0.27160494,0.3258427,0.54320988,0.86905258,0.27160494,0.39130435,14.130641245246737,3.3428188571341946,0.36208983917127957,126.39913453465986,18360
"Total","Victor Robles","WSN",89,0.11235955,0.21348315,0.52631579,0.30136986,0.42045455,0.36986301,0.79031756,0.06849315,0.40740741,13.903308582465856,3.052940797965734,0.35708242654800415,122.86697833749909,18363
"Total","Ryan Mountcastle","BAL",93,0.06451613,0.20430108,0.31578947,0.30120482,0.33333333,0.45783133,0.79116466,0.15662651,0.33846154,12.809828810739154,1.6628536287423314,0.33615098973756197,114.94738457872504,18373
"Total","Ronald Acuna Jr.","ATL",83,0.19277108,0.22891566,0.84210526,0.296875,0.43373494,0.59375,1.02748494,0.296875,0.33333333,17.716494299826543,7.663972348329942,0.4293204713158491,170.48474395147804,18401
"Total","Ramon Urias","BAL",40,0.1,0.225,0.44444444,0.22222222,0.3,0.33333333,0.63333333,0.11111111,0.26923077,3.9205324370019143,-0.8146827500708395,0.2843725323677063,81.05717525739986,18795
"Total","Danny Mendick","CHW",56,0.07142857,0.30357143,0.23529412,0.19230769,0.25,0.34615385,0.59615385,0.15384616,0.24242424,4.3032510494773675,-2.529769503515454,0.2608183388199125,64.53806497339171,18889
"Total","Leody Taveras","TEX",60,0.11666667,0.35,0.33333333,0.26415094,0.35,0.37735849,0.72735849,0.11320755,0.41935484,7.775380934739731,0.37770128544630865,0.3234861433506012,105.52948598552398,18900
"Total","Will Smith","LAD",96,0.11458333,0.19791667,0.57894737,0.22619048,0.3125,0.35714286,0.66964286,0.13095238,0.27692308,9.6225329224922,-1.9278327043197814,0.2886631488800049,83.98027554424905,19197
"Total","Yuli Gurriel","HOU",153,0.07189542,0.07189542,1,0.30434783,0.35294118,0.5942029,0.94714408,0.28985507,0.27272727,28.328744810756653,9.900245715614766,0.3935735280576505,157.87093694643642,19198
"Total","Lourdes Gurriel Jr.","TOR",123,0.03252033,0.25203252,0.12903226,0.27586207,0.29268293,0.47413793,0.76682086,0.19827586,0.3253012,15.721258056780396,0.7726898989287008,0.3220705065300794,102.48163556545224,19238
"Total","Pete Alonso","NYM",121,0.12396694,0.27272727,0.45454545,0.19230769,0.29752066,0.42307692,0.72059758,0.23076923,0.1875,13.781830290846752,-1.0139666399431952,0.3062515298859412,96.07063451020416,19251
"Total","Garrett Hampson","COL",128,0.078125,0.2265625,0.34482759,0.26086957,0.32539683,0.47826087,0.8036577,0.2173913,0.30864198,18.286649399982736,2.7193741738665542,0.34587888632501873,102.07801027813235,19262
"Total","Adolis Garcia","TEX",76,0.01315789,0.28947368,0.04545455,0.25675676,0.26315789,0.54054054,0.80369843,0.28378378,0.26086957,10.570802895064087,1.6650316172191824,0.3386497905379848,118.7608059333018,19287
"Total","Randy Arozarena","TBR",99,0.09090909,0.22222222,0.40909091,0.29545455,0.37373737,0.57954545,0.95328282,0.2840909,0.3220339,19.39391009237336,7.645660323162543,0.40491180708914093,166.4830641667544,19290
"Total","Nick Senzel","CIN",50,0.06,0.14,0.42857143,0.17777778,0.22,0.28888889,0.50888889,0.11111111,0.17948718,2.047544252546051,-4.050175863830826,0.21979636430740357,31.62834659529575,19293
"Total","Nick Solak","TEX",141,0.05673759,0.19148936,0.2962963,0.30769231,0.35460993,0.42307692,0.77768685,0.11538461,0.36633663,20.01127828541062,2.928289270725464,0.34091705464302224,117.7759648355295,19294
"Total","Bryan Reynolds","PIT",104,0.11538462,0.26923077,0.42857143,0.29347826,0.375,0.51086957,0.88586957,0.21739131,0.40322581,17.90420197516946,5.349608948531428,0.3786430694524524,140.80372209540033,19326
"Total","Eli White","TEX",51,0.09803922,0.29411765,0.33333333,0.04347826,0.1372549,0.04347826,0.18073316,0,0.06451613,-2.7126384047959444,-8.855471436509907,0.10253792416815664,-43.67209803613371,19346
"Total","Sean Murphy","OAK",102,0.07843137,0.30392157,0.25806452,0.2,0.29411765,0.41111111,0.70522876,0.21111111,0.24074074,11.930489268188708,-0.3015664554784366,0.3094080265830545,101.2796064917138,19352
"Total","Austin Hays","BAL",78,0.05128205,0.15384615,0.33333333,0.29166667,0.32894737,0.54166667,0.87061404,0.25,0.30357143,12.994850157430802,3.6325157272130575,0.3708279603406003,138.98881574856912,19363
"Total","Tommy Edman","STL",82,0.07317073,0.1097561,0.66666667,0.30263158,0.35365854,0.52631579,0.87997433,0.22368421,0.3015873,13.962689711607375,4.035696185089031,0.3750773915430395,140.10935937027963,19470
"Total","Kyle Lewis","SEA",102,0.1372549,0.23529412,0.58333333,0.22727273,0.33333333,0.42045455,0.75378788,0.19318182,0.25423729,13.770915976310336,1.2529384405856958,0.33066291318220253,114.24047888384167,19508
"Total","Andrew Young","ARI",40,0.075,0.4,0.1875,0.15625,0.325,0.375,0.7,0.21875,0.21428571,4.957186354075373,0.09688037422746443,0.3209920272231102,99.63284053788308,19521
"Total","Vladimir Guerrero Jr.","TOR",116,0.18103448,0.13793103,1.3125,0.23157895,0.37068966,0.50526316,0.87595282,0.27368421,0.20833333,19.576814244084296,5.46226977794641,0.3729275890018629,136.7244960499078,19611
"Total","Bo Bichette","TOR",81,0.0617284,0.27160494,0.22727273,0.28947368,0.33333333,0.5,0.83333333,0.21052632,0.36,12.379751455001596,2.6587018631026793,0.35367664843797686,124.37044463251291,19612
"Total","Mike Brosseau","TBR",115,0.07826087,0.31304348,0.25,0.26213592,0.33043478,0.54368932,0.8741241,0.2815534,0.32786885,19.146674692168432,5.318489670291144,0.3684167944866678,141.208484309208,19683
"Total","Fernando Tatis Jr.","SDP",103,0.11650485,0.29126214,0.4,0.23863636,0.33009709,0.48863636,0.81873345,0.25,0.29090909,14.400883088051566,1.7484420707218722,0.3371989810466766,114.03914752431353,19709
"Total","Luis Rengifo","LAA",44,0.04545455,0.20454545,0.22222222,0.09756098,0.13953488,0.17073171,0.31026659,0.07317073,0.09677419,-1.0626450253362343,-6.541220441245525,0.14010042645210444,-18.362079860150867,19858
"Total","Carter Kieboom","WSN",43,0.11627907,0.30232558,0.38461538,0.33333333,0.41860465,0.36111111,0.77971576,0.02777778,0.5,6.584324732673795,1.20447257186237,0.35256745926169464,118.3952357719198,19958
"Total","Bobby Dalbec","BOS",78,0.03846154,0.38461538,0.1,0.30666667,0.33333333,0.68,1.01333333,0.37333333,0.42105263,16.291514685745234,6.9470503687810865,0.4222968908456656,169.23145120984674,19966
"Total","Santiago Espinal","TOR",73,0.01369863,0.16438356,0.08333333,0.26760563,0.27777778,0.32394366,0.60172144,0.05633803,0.3220339,5.853189688358337,-2.970853183236092,0.262764819794231,63.09437461400235,19997
"Total","Keston Hiura","MIL",89,0.1011236,0.37078652,0.27272727,0.20779221,0.30337079,0.32467532,0.62804611,0.11688311,0.30952381,7.84609808966376,-3.093620261104328,0.2738104400963619,69.24453271657096,20003
"Total","Luis Robert","CHW",71,0.11267606,0.1971831,0.57142857,0.29032258,0.36619718,0.5,0.86619718,0.20967742,0.32608696,11.839846577897362,3.106029536977105,0.37049629318882044,138.58497612871744,20043
"Total","Evan White","SEA",98,0.10204082,0.39795918,0.25641026,0.11494253,0.21428571,0.20689655,0.42118226,0.09195402,0.17391304,2.5225397853434712,-9.47545393721455,0.19898275270753976,24.659023174858593,20078
"Total","Dylan Carlson","STL",57,0.12280702,0.21052632,0.58333333,0.29787234,0.36842105,0.44680851,0.81522956,0.14893617,0.35135135,8.416493731769675,1.6455809429613293,0.3489930002312911,123.9228105213874,20126
"Total","Jo Adell","LAA",44,0.04545455,0.47727273,0.0952381,0.17073171,0.22727273,0.34146341,0.56873614,0.1707317,0.27777778,2.809058981091588,-2.714191717951686,0.2466478943824768,52.41779585438184,20220
"Total","Jonathan Arauz","BOS",40,0.125,0.25,0.5,0.31428571,0.4,0.37142857,0.77142857,0.05714286,0.44,5.899787676004955,0.9322610166354857,0.34803466498851776,116.82205648292624,20275
"Total","Nick Madrigal","CHW",72,0.04166667,0.04166667,1,0.33333333,0.36111111,0.46376812,0.82487923,0.13043479,0.33846154,11.11080412639761,2.5195103593029984,0.35837160382005906,131.2565072986331,20521
"Total","Nico Hoerner","CHC",64,0.109375,0.109375,1,0.27272727,0.359375,0.30909091,0.66846591,0.03636364,0.30612245,6.949538317982881,-0.8609044649555995,0.29967958775777664,87.83253776572974,21479
"Total","Alec Bohm","PHI",99,0.09090909,0.21212121,0.42857143,0.27586207,0.33333333,0.47126437,0.8045977,0.1954023,0.30769231,14.212903551191035,2.2859526494442854,0.3417517982348047,115.30794032459411,21618
"Total","Andrew Vaughn","CHW",44,0.15909091,0.25,0.63636364,0.30555556,0.43181818,0.72222222,1.1540404,0.41666666,0.36363636,11.09153401327419,5.961425805809972,0.478922192345966,213.94247980863017,26197
