Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId,bats,pitch
Total,Danny Jansen,TOR,88,0.10227273,0.26136364,0.39130435,0.08108108,0.19767442,0.13513514,0.33280956,0.05405406,0.09803922,0.15338844093300286,-10.535710692081675,0.16813684826673464,-1.6011822953441774,16535,R,L
Total,Ozzie Albies,ATL,75,0.02666667,0.16,0.16666667,0.26388889,0.29333333,0.52777778,0.82111111,0.26388889,0.25454545,11.099728690119234,2.1050444782094613,0.3503135832150777,119.42979224851324,16556,R,L
Total,Yandy Diaz,TBR,125,0.184,0.184,1.0,0.25490196,0.392,0.30392157,0.69592157,0.04901961,0.32911392,16.09925094384717,1.1230023517088796,0.32338367546758345,110.750202497516,16578,R,L
Total,Luis Urias,MIL,72,0.08333333,0.26388889,0.31578947,0.24590164,0.32394366,0.3442623,0.66820596,0.09836066,0.34090909,7.607267057752516,-1.1180525587440475,0.2957820245917414,84.11414470074611,16622,R,L
Total,Jose Trevino,TEX,72,0.02777778,0.15277778,0.18181818,0.26470588,0.29577465,0.38235294,0.67812759,0.11764706,0.30357143,7.564144389288441,-1.1433051139545292,0.29462292664487605,86.40573272768759,16725,R,L
Total,Josh Fuentes,COL,81,0.061728399999999996,0.33333333,0.18518519,0.31081081,0.34567901,0.56756757,0.91324658,0.25675676,0.43478261,14.076289802335634,4.328435040556326,0.3807501645735752,126.85602905459379,16885,R,L
Total,Gleyber Torres,NYY,88,0.10227273,0.15909091,0.64285714,0.25641026,0.34090909,0.33333333,0.67424242,0.07692307,0.3015873,9.996523057452826,-0.6210956225474766,0.3050754937258633,93.8911956856554,16997,R,L
Total,Ramon Laureano,OAK,115,0.07826087,0.22608696,0.34615385,0.29807692,0.36521739,0.51923077,0.88444816,0.22115385,0.35616438,19.91714587350895,6.071090738378067,0.3806522234626438,148.93280777537038,17128,R,L
Total,Yoan Moncada,CHW,96,0.15625,0.35416667,0.44117647,0.25641026,0.38541667,0.34615385,0.73157052,0.08974359,0.43181818,13.17170540627609,1.5677294397033288,0.33473508805036545,115.12157528020306,17232,R,L
Total,Michael Chavis,BOS,70,0.04285714,0.32857143,0.13043478,0.23076923,0.25714286,0.44615385,0.70329671,0.21538462,0.29268293,7.1272079548482665,-1.5436260574813112,0.29306997401373724,79.50153086016522,17321,R,L
Total,Willi Castro,DET,60,0.03333333,0.25,0.13333333,0.25862069,0.28333333,0.36206897,0.6454023,0.10344828,0.33333333,5.769310964093207,-1.4496675526642815,0.2808680554231008,76.33426767269628,17338,R,L
Total,Yermin Mercedes,CHW,45,0.06666667,0.06666667,1.0,0.45238095,0.48888889,0.71428571,1.2031746,0.26190476,0.45945946,12.41639050618839,7.169688930372714,0.5087542235851288,234.04574411400037,17423,R,L
Total,Eloy Jimenez,CHW,46,0.02173913,0.2826087,0.07692308,0.28888889,0.30434783,0.55555556,0.85990339,0.26666667,0.32142857,7.334290931677841,1.5599833826780551,0.3599568890488666,130.72368161991514,17484,R,L
Total,Taylor Ward,LAA,69,0.07246377,0.28985507,0.25,0.23809524,0.29411765,0.34920635,0.643324,0.11111111,0.33333333,6.569165420078429,-1.8331792612441449,0.2834497111685136,79.32629715221118,17548,R,L
Total,Myles Straw,HOU,100,0.07,0.19,0.36842105,0.1827957,0.24,0.19354839,0.43354839,0.01075269,0.22972973,2.7496022121489356,-9.177786321800916,0.2025035691261292,28.326534975264675,17620,R,L
Total,Alex Bregman,HOU,142,0.14084507,0.11971831,1.17647059,0.33884298,0.42957746,0.56198347,0.99156093,0.22314049,0.35353535,29.00286178200201,11.946240304994145,0.4167423524718354,173.71414693596523,17678,R,L
Total,Kevin Newman,PIT,82,0.08536585,0.04878049,1.75,0.18055556,0.25609756,0.23611111,0.49220867,0.05555555,0.17391304,4.181314308320325,-5.701003935064036,0.2263452512461965,40.658322574385906,17696,R,L
Total,Ian Happ,CHC,94,0.14893617,0.35106383,0.42424242,0.24358974,0.35869565,0.35897436,0.71767001,0.11538462,0.39534884,11.879482532837555,0.392537566819356,0.3210543407188667,101.62550399192568,17919,R,L
Total,Scott Kingery,PHI,52,0.07692308,0.42307692,0.18181818,0.10638298,0.17647059,0.10638298,0.28285357,0.0,0.2,-1.1226139120816083,-7.5250012181757775,0.14137525184481753,-17.52074802955175,17975,R,L
Total,Ty France,2 Tms,108,0.06481481,0.24074074,0.26923077,0.2371134,0.31481481,0.3814433,0.69625811,0.1443299,0.29411765,12.473191944180865,-0.6907354618917507,0.3087544877220083,98.05398773147243,17982,R,L
Total,David Fletcher,LAA,134,0.09701493,0.07462687,1.3,0.325,0.39097744,0.40833333,0.79931077,0.08333333,0.34862385,20.662839503788884,4.351328784429969,0.35400536365078805,127.20673396808128,17992,R,L
Total,Paul DeJong,STL,54,0.11111111,0.25925926,0.42857143,0.12765957,0.24074074,0.21276596,0.4535067,0.08510639,0.15625,2.2228286960369505,-4.3323298371189685,0.21776309278276232,36.48119525390272,18015,R,L
Total,Dylan Moore,SEA,91,0.10989011,0.24175824,0.45454545,0.225,0.31868132,0.45,0.76868132,0.225,0.25925926,12.335843322443779,1.2701589144943302,0.332543623316419,115.72689765854547,18042,R,L
Total,Sam Haggerty,SEA,51,0.09803922,0.27450979999999997,0.35714286,0.19565217,0.27450979999999997,0.39130435,0.66581415,0.19565218,0.23333333,5.2545473436510095,-0.8704155748093592,0.28979002728181724,87.90251448804419,18054,R,L
Total,Kyle Garlick,2 Tms,57,0.01754386,0.26315789,0.06666667,0.27777778,0.29824561,0.5,0.79824561,0.22222222,0.34210526,7.897553464508479,1.180251015460915,0.33838598456299096,116.57648138786243,18063,R,L
Total,Brian Anderson,MIA,95,0.07368421,0.30526316,0.24137931,0.24418605,0.30526316,0.38372093,0.68898409,0.13953488,0.32727273,9.863431187505418,-1.784782429998224,0.2927216855428552,86.94310321960769,18289,R,L
Total,Dansby Swanson,ATL,88,0.05681818,0.30681818,0.18518519,0.225,0.27272727,0.375,0.64772727,0.15,0.30188679,8.058959053704218,-2.621205022683664,0.28025300055742264,72.74737348697161,18314,R,L
Total,Austin Riley,ATL,89,0.06741573,0.35955056,0.1875,0.27160494,0.32584270000000004,0.54320988,0.86905258,0.27160494,0.39130435,14.130641245246734,3.3428188571341946,0.3620898391712796,126.39913453465986,18360,R,L
Total,Victor Robles,WSN,89,0.11235955,0.21348315,0.52631579,0.30136986,0.42045455,0.36986301,0.79031756,0.06849315,0.40740741,13.903308582465856,3.052940797965734,0.3570824265480041,122.86697833749909,18363,R,L
Total,Ryan Mountcastle,BAL,93,0.06451613,0.20430108,0.31578947,0.30120482,0.33333333,0.45783133,0.79116466,0.15662651,0.33846154,12.809828810739155,1.6628536287423314,0.336150989737562,114.94738457872505,18373,R,L
Total,Ronald Acuna Jr.,ATL,83,0.19277108,0.22891566,0.84210526,0.296875,0.43373494,0.59375,1.02748494,0.296875,0.33333333,17.716494299826547,7.663972348329942,0.4293204713158491,170.48474395147804,18401,R,L
Total,Ramon Urias,BAL,40,0.1,0.225,0.44444444,0.22222222,0.3,0.33333333,0.63333333,0.11111111,0.26923077,3.9205324370019135,-0.8146827500708395,0.2843725323677063,81.05717525739985,18795,R,L
Total,Danny Mendick,CHW,56,0.07142857,0.30357143,0.23529412,0.19230769,0.25,0.34615385,0.59615385,0.15384616,0.24242424,4.303251049477368,-2.529769503515454,0.2608183388199125,64.53806497339171,18889,R,L
Total,Leody Taveras,TEX,60,0.11666667,0.35,0.33333333,0.26415094,0.35,0.37735849,0.72735849,0.11320755,0.41935484,7.775380934739731,0.3777012854463087,0.3234861433506012,105.52948598552399,18900,R,L
Total,Will Smith,LAD,96,0.11458333,0.19791667,0.57894737,0.22619048,0.3125,0.35714286,0.66964286,0.13095238,0.27692308,9.6225329224922,-1.9278327043197812,0.2886631488800049,83.98027554424905,19197,R,L
Total,Yuli Gurriel,HOU,153,0.07189542,0.07189542,1.0,0.30434783,0.35294118,0.5942029000000001,0.94714408,0.28985507,0.27272727,28.32874481075665,9.900245715614766,0.3935735280576505,157.87093694643642,19198,R,L
Total,Lourdes Gurriel Jr.,TOR,123,0.03252033,0.25203252,0.12903226,0.27586207,0.29268293,0.47413793,0.76682086,0.19827586,0.3253012,15.721258056780396,0.7726898989287008,0.3220705065300794,102.48163556545224,19238,R,L
Total,Pete Alonso,NYM,121,0.12396694,0.27272727,0.45454545,0.19230769,0.29752066,0.42307692,0.72059758,0.23076923,0.1875,13.781830290846752,-1.0139666399431952,0.3062515298859412,96.07063451020416,19251,R,L
Total,Garrett Hampson,COL,128,0.078125,0.2265625,0.34482759,0.26086957,0.32539683,0.47826087,0.8036576999999999,0.2173913,0.30864198,18.286649399982732,2.7193741738665542,0.34587888632501873,102.07801027813237,19262,R,L
Total,Adolis Garcia,TEX,76,0.01315789,0.28947368,0.04545455,0.25675676,0.26315789,0.54054054,0.80369843,0.28378378,0.26086957,10.570802895064087,1.6650316172191824,0.3386497905379848,118.7608059333018,19287,R,L
Total,Randy Arozarena,TBR,99,0.09090909,0.22222222,0.40909091,0.29545455,0.37373737,0.57954545,0.95328282,0.28409090000000004,0.32203390000000004,19.39391009237336,7.645660323162542,0.4049118070891409,166.4830641667544,19290,R,L
Total,Nick Senzel,CIN,50,0.06,0.14,0.42857143,0.17777778,0.22,0.28888889,0.50888889,0.11111111,0.17948718,2.047544252546051,-4.050175863830826,0.2197963643074036,31.62834659529575,19293,R,L
Total,Nick Solak,TEX,141,0.05673759,0.19148936,0.29629629999999996,0.30769231,0.35460993,0.42307692,0.77768685,0.11538461,0.36633663,20.011278285410622,2.9282892707254637,0.34091705464302224,117.77596483552949,19294,R,L
Total,Bryan Reynolds,PIT,104,0.11538462,0.26923077,0.42857143,0.29347826,0.375,0.51086957,0.88586957,0.21739131,0.40322581,17.90420197516946,5.3496089485314275,0.3786430694524524,140.8037220954003,19326,R,L
Total,Eli White,TEX,51,0.09803922,0.29411765,0.33333333,0.04347826,0.13725489999999999,0.04347826,0.18073316,0.0,0.06451613,-2.7126384047959444,-8.855471436509909,0.10253792416815664,-43.67209803613371,19346,R,L
Total,Sean Murphy,OAK,102,0.07843137,0.30392157,0.25806452,0.2,0.29411765,0.41111111,0.70522876,0.21111111,0.24074074,11.930489268188708,-0.3015664554784366,0.3094080265830545,101.27960649171379,19352,R,L
Total,Austin Hays,BAL,78,0.05128205,0.15384615,0.33333333,0.29166667,0.32894737,0.54166667,0.87061404,0.25,0.30357143,12.994850157430804,3.6325157272130575,0.3708279603406003,138.98881574856912,19363,R,L
Total,Tommy Edman,STL,82,0.07317073,0.10975610000000001,0.66666667,0.30263158,0.35365854,0.52631579,0.87997433,0.22368421,0.3015873,13.962689711607375,4.035696185089032,0.3750773915430395,140.10935937027963,19470,R,L
Total,Kyle Lewis,SEA,102,0.13725489999999999,0.23529412,0.58333333,0.22727273,0.33333333,0.42045455,0.75378788,0.19318182,0.25423729,13.770915976310336,1.2529384405856958,0.3306629131822025,114.24047888384169,19508,R,L
Total,Andrew Young,ARI,40,0.075,0.4,0.1875,0.15625,0.325,0.375,0.7,0.21875,0.21428571,4.957186354075373,0.09688037422746444,0.3209920272231102,99.63284053788307,19521,R,L
Total,Vladimir Guerrero Jr.,TOR,116,0.18103448,0.13793103,1.3125,0.23157895,0.37068966,0.50526316,0.87595282,0.27368421,0.20833333,19.576814244084296,5.46226977794641,0.3729275890018629,136.7244960499078,19611,R,L
Total,Bo Bichette,TOR,81,0.061728399999999996,0.27160494,0.22727273,0.28947368,0.33333333,0.5,0.83333333,0.21052632,0.36,12.379751455001594,2.6587018631026798,0.3536766484379769,124.37044463251291,19612,R,L
Total,Mike Brosseau,TBR,115,0.07826087,0.31304348,0.25,0.26213592,0.33043478,0.54368932,0.8741241,0.2815534,0.32786885,19.146674692168435,5.318489670291144,0.3684167944866678,141.208484309208,19683,R,L
Total,Fernando Tatis Jr.,SDP,103,0.11650485,0.29126214,0.4,0.23863636,0.33009709,0.48863636,0.81873345,0.25,0.29090909,14.400883088051565,1.7484420707218722,0.3371989810466766,114.0391475243135,19709,R,L
Total,Luis Rengifo,LAA,44,0.04545455,0.20454545,0.22222222,0.09756098,0.13953488,0.17073171,0.31026659,0.07317073,0.09677419,-1.0626450253362345,-6.541220441245525,0.14010042645210444,-18.362079860150867,19858,R,L
Total,Carter Kieboom,WSN,43,0.11627907,0.30232558,0.38461538,0.33333333,0.41860465,0.36111111,0.77971576,0.02777778,0.5,6.584324732673795,1.2044725718623701,0.35256745926169464,118.3952357719198,19958,R,L
Total,Bobby Dalbec,BOS,78,0.03846154,0.38461538,0.1,0.30666667,0.33333333,0.68,1.01333333,0.37333333,0.42105263,16.291514685745234,6.947050368781087,0.4222968908456656,169.23145120984674,19966,R,L
Total,Santiago Espinal,TOR,73,0.01369863,0.16438356,0.08333333,0.26760563,0.27777778,0.32394366,0.60172144,0.05633803,0.32203390000000004,5.853189688358338,-2.9708531832360916,0.262764819794231,63.094374614002355,19997,R,L
Total,Keston Hiura,MIL,89,0.10112360000000001,0.37078652,0.27272727,0.20779221,0.30337079,0.32467532,0.62804611,0.11688311,0.30952381,7.8460980896637595,-3.093620261104328,0.2738104400963619,69.24453271657096,20003,R,L
Total,Luis Robert,CHW,71,0.11267606,0.1971831,0.57142857,0.29032258,0.36619718,0.5,0.86619718,0.20967742,0.32608696,11.839846577897363,3.106029536977105,0.3704962931888205,138.58497612871744,20043,R,L
Total,Evan White,SEA,98,0.10204082,0.39795918,0.25641026,0.11494253,0.21428571,0.20689655,0.42118226,0.09195402,0.17391304,2.5225397853434712,-9.475453937214551,0.19898275270753976,24.659023174858593,20078,R,L
Total,Dylan Carlson,STL,57,0.12280702,0.21052632,0.58333333,0.29787234,0.36842105,0.44680851,0.81522956,0.14893617,0.35135135,8.416493731769675,1.6455809429613293,0.3489930002312911,123.9228105213874,20126,R,L
Total,Jo Adell,LAA,44,0.04545455,0.47727273,0.0952381,0.17073171,0.22727273,0.34146341,0.56873614,0.17073170000000001,0.27777778,2.8090589810915882,-2.7141917179516857,0.2466478943824768,52.41779585438185,20220,R,L
Total,Jonathan Arauz,BOS,40,0.125,0.25,0.5,0.31428571,0.4,0.37142857,0.77142857,0.05714286,0.44,5.899787676004955,0.9322610166354856,0.34803466498851776,116.82205648292623,20275,R,L
Total,Nick Madrigal,CHW,72,0.04166667,0.04166667,1.0,0.33333333,0.36111111,0.46376812,0.82487923,0.13043479,0.33846154,11.11080412639761,2.5195103593029984,0.35837160382005906,131.2565072986331,20521,R,L
Total,Nico Hoerner,CHC,64,0.109375,0.109375,1.0,0.27272727,0.359375,0.30909091,0.66846591,0.03636364,0.30612245,6.949538317982881,-0.8609044649555995,0.29967958775777664,87.83253776572974,21479,R,L
Total,Alec Bohm,PHI,99,0.09090909,0.21212121,0.42857143,0.27586207,0.33333333,0.47126437,0.8045977,0.1954023,0.30769231,14.212903551191035,2.285952649444285,0.3417517982348047,115.30794032459411,21618,R,L
Total,Andrew Vaughn,CHW,44,0.15909091,0.25,0.63636364,0.30555556,0.43181818,0.72222222,1.1540404,0.41666666,0.36363636,11.09153401327419,5.961425805809973,0.478922192345966,213.94247980863014,26197,R,L
Total,Todd Frazier,3 Tms,137,0.05109489,0.24087591,0.21212121,0.17460317,0.24087591,0.26984127,0.51071718,0.0952381,0.21978022,7.068653984401244,-9.869623595442757,0.2299439023881063,42.64871678818242,785,R,R
Total,Albert Pujols,2 Tms,175,0.06285714,0.16,0.39285714,0.18867925,0.25714286,0.34591195,0.60305481,0.15723270000000003,0.184,13.466359144247127,-7.804180810057567,0.260155975129563,63.93711741984397,1177,R,R
Total,Wilson Ramos,2 Tms,208,0.03846154,0.21153846,0.18181818,0.22564103,0.26213592,0.42051282,0.68264874,0.19487179,0.23943662,21.347116309271534,-3.8782254801528837,0.29254116884713033,85.5910441817179,1433,R,R
Total,Miguel Cabrera,DET,294,0.0952381,0.22789116,0.41791045,0.20912548,0.28571429,0.34600759999999997,0.63172189,0.13688212,0.23529412,26.806651253718943,-9.169459800701533,0.2781057943663093,72.97300048277393,1744,R,R
Total,Edwin Encarnacion,CHW,140,0.07142857,0.3,0.23809524,0.16666667,0.24285714,0.36507937,0.60793651,0.19841270000000003,0.17948718,10.856684779266786,-6.717294717689082,0.2628924012184143,64.28305136328973,2151,R,R
Total,Nelson Cruz,MIN,279,0.10394265,0.27240143,0.38157895,0.25726141,0.34532374,0.50622407,0.85154781,0.24896266,0.29801325,43.887111567026395,9.901147566801324,0.3585653183233999,128.78582065349582,2434,R,R
Total,Manny Pina,MIL,57,0.10526316,0.24561404,0.42857143,0.20833333,0.31578947,0.41666667,0.73245614,0.20833334,0.21875,7.168289687568648,0.3169613891191305,0.3191493352254232,100.17894106142269,2829,R,R
Total,Roberto Perez,CLE,121,0.10743802,0.38016529,0.2826087,0.14150943,0.24793388,0.17924528,0.42717916,0.03773585,0.23728814,4.101347810324529,-10.739124403599401,0.20848079752330936,24.472357141085297,2900,R,R
Total,Tommy Pham,SDP,217,0.13824885,0.21198157,0.65217391,0.20108696,0.31797235,0.26630435,0.5842767,0.06521739,0.25547445,18.860239154067365,-7.235741817984249,0.27378437953061224,73.48066097438749,2967,R,R
Total,Robinson Chirinos,2 Tms,50,0.04,0.32,0.125,0.10638298,0.14,0.12765957,0.26765957,0.02127659,0.15625,-2.010623073433464,-8.287044322346274,0.12331655979156494,-29.477602544188997,3142,R,R
Total,Charlie Culberson,2 Tms,67,0.05970149,0.35820896,0.16666667,0.16129032,0.21212121,0.24193548,0.45405669,0.08064516,0.24324324,2.218665596885998,-5.619895252542179,0.2047944628831112,27.353036875615906,3298,R,R
Total,Ryan Braun,MIL,93,0.03225806,0.19354839,0.16666667,0.23255814,0.27173913,0.54651163,0.81825076,0.31395349,0.22222222,12.978986886179554,1.3048433632017258,0.3363915267197982,108.87115300079006,3410,R,R
Total,Drew Butera,2 Tms,50,0.02,0.34,0.05882353,0.11363636,0.13043478,0.11363636,0.24407114,0.0,0.17857143,-2.261038245670121,-8.269407795779031,0.11121668763782667,-43.46130789610529,3411,R,R
Total,Jeff Mathis,2 Tms,57,0.07017544,0.36842105,0.19047619,0.16981132,0.22807018,0.39622642,0.6242966,0.22641509999999998,0.20689655,4.564408802583988,-2.537101081415836,0.26419169442695484,65.59751136943747,3448,R,R
Total,Ryan Zimmerman,WSN,50,0.08,0.22,0.36363636,0.2826087,0.34,0.58695652,0.92695652,0.30434782,0.29032258,9.228772174513832,3.3991037569408564,0.39444852352142334,149.86462467169684,4220,R,R
Total,Howie Kendrick,WSN,74,0.08108108,0.18918919,0.42857143,0.3030303,0.35135135,0.36363636,0.71498771,0.06060606,0.37037037,8.287753744976152,-1.0013497034148091,0.30372314982944065,85.96098796602242,4229,R,R
Total,Starlin Castro,WSN,190,0.07368421,0.16842105,0.4375,0.2183908,0.27368421,0.32758621,0.60127042,0.10919541,0.24285714,15.355437929081221,-7.208314662528733,0.2655035891030964,64.18962058559923,4579,R,R
Total,Giancarlo Stanton,NYY,181,0.12707182,0.30939227,0.41071429,0.27096774,0.37222222,0.5483871,0.92060932,0.27741936,0.35227273,33.1273078616274,11.371649056257072,0.3904830344607321,151.92753111474002,4949,R,R
Total,Josh Donaldson,MIN,186,0.13978495,0.18817204,0.74285714,0.22727273,0.33333333,0.43506494,0.76839827,0.20779221,0.23275862,25.26195773783689,2.8607866943216846,0.3316721083015524,111.23990610276505,5038,R,R
Total,Justin Upton,LAA,213,0.07511737,0.27699531,0.27118644,0.19251337,0.27699531,0.36363636,0.64063167,0.17112299,0.22131148,20.208601419011792,-5.501421589275159,0.28258591862351684,79.1604755105898,5222,R,R
Total,Cameron Maybin,3 Tms,101,0.05940594,0.2970297,0.2,0.19148936,0.24752475,0.30851064,0.55603539,0.11702128,0.26984127,6.504671160956949,-5.977128516057402,0.2445193281268129,51.4040063339009,5223,R,R
Total,Justin Turner,LAD,253,0.09881423,0.16996047,0.58139535,0.31531532,0.39525692,0.48648649,0.88174341,0.17117117,0.36046512,45.03656842372809,14.493044605473619,0.3838597576137588,147.0863461763714,5235,R,R
Total,Francisco Cervelli,MIA,43,0.18604651,0.1627907,1.14285714,0.26470588,0.41860465,0.47058824,0.88919289,0.20588236,0.28,7.980013345337158,2.5822910712721394,0.3909401560938636,150.5736209516691,5275,R,R
Total,Jose Altuve,HOU,260,0.07307692,0.15384615,0.475,0.24369748,0.3,0.40756303,0.70756303,0.16386555,0.2565445,29.71342925200048,-1.9947153531592807,0.3069152859541086,98.4249893902845,5417,R,R
Total,Austin Romine,2 Tms,119,0.02521008,0.40336134,0.0625,0.20869565,0.22689076,0.27826087,0.50515163,0.06956522,0.34328358,4.993067397833347,-9.882269778191569,0.2197607364975104,32.616354817994626,5491,R,R
Total,Kyle Higashioka,NYY,87,0.06896552,0.32183908,0.21428571,0.20987654,0.26436782,0.48148148,0.7458493,0.27160494,0.23404255,10.68751772670863,0.25797286807415976,0.3147694571264859,101.10035126051277,5517,R,R
Total,Matt Kemp,COL,76,0.11842105,0.32894737,0.36,0.19402985,0.28947368,0.37313433,0.66260801,0.17910448,0.23684211,7.723349325564297,-1.8168109727831747,0.2914277268083472,65.4674847360874,5631,R,R
Total,Avisail Garcia,MIL,270,0.05925926,0.24814815,0.23880597,0.23076923,0.29259259,0.35627529999999996,0.64886789,0.12550607,0.28323699,26.564089029225673,-6.167028353419938,0.28793327653849565,78.97010839754493,5760,R,R
Total,Wilmer Flores,SFG,225,0.08888889,0.12888889,0.68965517,0.25247525,0.32444444,0.43564356,0.760088,0.18316831,0.25903614,29.91648142546539,2.378455278874672,0.3290695553355747,109.03762908057895,5827,R,R
Total,Jean Segura,PHI,241,0.08298755,0.18672199,0.44444444,0.29032258,0.35833333,0.41935484,0.77768817,0.12903226,0.34730539,34.46921154193429,4.985275992079057,0.34171026647090913,114.28520581002131,5933,R,R
Total,J.D. Martinez,BOS,322,0.10559006,0.25155279999999997,0.41975309,0.27464789,0.35403727,0.50352113,0.8575584,0.22887324,0.33157895,51.89370309101535,12.79593862878275,0.3660434698686004,129.74749941621988,6184,R,R
Total,Jordy Mercer,3 Tms,40,0.025,0.175,0.14285714,0.17948718,0.2,0.20512821,0.40512821,0.02564103,0.21875,0.4842822446443744,-4.3134783388159565,0.18158054053783415,8.738385408915446,6547,R,R
Total,Martin Maldonado,HOU,196,0.14285714,0.32142857,0.44444444,0.15060241,0.27692308,0.24698795,0.52391103,0.09638554,0.21212121,13.08655721615538,-10.766469322931918,0.2469054763133709,58.32420143335881,6887,R,R
Total,Yadier Molina,STL,240,0.0375,0.15833333,0.23684211,0.27555556,0.30543933,0.4,0.70543933,0.12444444,0.30054645,27.206529252762607,-1.9016962865640603,0.3061267671225959,94.5610872918866,7007,R,R
Total,Salvador Perez,KCR,266,0.01879699,0.2556391,0.07352941,0.3254902,0.34586466,0.58039216,0.92625682,0.25490196,0.3908046,49.018290440503385,16.94118272042634,0.3911564114846681,150.21574114426522,7304,R,R
Total,Travis d'Arnaud,ATL,218,0.0733945,0.26146789,0.28070175,0.29648241,0.35321101,0.51256281,0.86577382,0.2160804,0.36363636,36.71913254955997,9.98832492480268,0.36945134893469855,131.15760104912266,7739,R,R
Total,Miguel Rojas,MIA,234,0.0982906,0.17521368,0.56097561,0.23557692,0.32051282,0.375,0.69551282,0.13942308,0.27607362,26.496574325522502,-1.7155197579058823,0.30542683601379395,96.42876585480646,7802,R,R
Total,Jose Martinez,2 Tms,48,0.125,0.20833333,0.6,0.19047619,0.29166667,0.26190476,0.55357143,0.07142857,0.22580645,3.1712779895726384,-2.8540864093836604,0.2478905408940417,60.31025980524006,7996,R,R
Total,Josh Harrison,WSN,177,0.0960452,0.13559322,0.70833333,0.28571429,0.37288136,0.38961039,0.76249175,0.1038961,0.3203125,25.20592551455591,4.104276371754153,0.34121237703635865,113.702694289865,8202,R,R
Total,Kurt Suzuki,2 Tms,149,0.08724832,0.19463087,0.44827586,0.22307692,0.2972973,0.3,0.5972973000000001,0.07692308,0.27184466,12.422126753283901,-5.790180454002456,0.26852757826044754,65.5398242470358,8259,R,R
Total,Donovan Solano,SFG,186,0.048387099999999995,0.22580645,0.21428571,0.29824561,0.33870968,0.42105263,0.75976231,0.12280702,0.37692308,24.75150456577949,1.8142301246564831,0.3281427971137467,108.0690219489993,8623,R,R
Total,Elvis Andrus,2 Tms,192,0.07291667,0.140625,0.51851852,0.22598870000000001,0.28125,0.31073446,0.59198446,0.08474576,0.25503356,15.164725833723766,-7.900265193393012,0.2633565614620845,68.19230730779647,8709,R,R
Total,Lorenzo Cain,MIL,93,0.08602151,0.22580645,0.38095238,0.22619048,0.30107527,0.36904762,0.67012289,0.14285714,0.26666667,9.982197463145518,-0.9950116429421659,0.2977911791493816,87.10407379225262,9077,R,R
Total,Khris Davis,2 Tms,85,0.10588235,0.32941176,0.32142857,0.12162162,0.22352941,0.24324324,0.46677265,0.12162162,0.15555556,3.2533765905668033,-7.175293003661465,0.21426841791938334,34.13097186915451,9112,R,R
Total,Tyler Flowers,ATL,59,0.08474576,0.37288136,0.22727273,0.25,0.33898305,0.40384615,0.7428292,0.15384615,0.41379309999999997,7.770917308123745,0.3647402344066269,0.32708901267940715,101.66514068587507,9134,R,R
Total,Buster Posey,SFG,100,0.12,0.17,0.70588235,0.28735632,0.38,0.52873563,0.90873563,0.24137931,0.296875,18.355417594856288,6.696080759710339,0.3931705385446549,153.78174846100674,9166,R,R
Total,Paul Goldschmidt,STL,366,0.10655738,0.20491803,0.52,0.2808642,0.35890411,0.43518519,0.7940893,0.15432099,0.3375,54.61896734863633,10.212393546403579,0.3480339043760953,122.35249656511499,9218,R,R
Total,Starling Marte,2 Tms,231,0.05627706,0.2034632,0.27659574,0.27536232,0.34199134,0.44927536,0.7912667,0.17391304,0.32258065,33.237593457974384,4.678345062710241,0.3419607464885299,116.12736928606665,9241,R,R
Total,AJ Pollock,LAD,215,0.05581395,0.23720929999999998,0.23529412,0.25615764,0.29767442,0.48768473,0.78535915,0.23152709,0.28057554,29.40078038726553,2.9929476976822333,0.3339112703190293,113.20635617376095,9256,R,R
Total,Evan Longoria,SFG,273,0.06593407,0.22710623,0.29032258,0.2310757,0.28571429,0.38247012,0.66818441,0.15139442,0.27717391,27.558047490366178,-5.6390057334821675,0.29033961007883263,83.92056085196752,9368,R,R
Total,Yan Gomes,WSN,178,0.050561800000000004,0.19101124,0.26470588,0.24242424,0.29213483,0.39393939,0.68607422,0.15151515,0.27559055,18.21192347596839,-3.345851187003107,0.29164097240992953,79.96462038617925,9627,R,R
Total,Christian Vazquez,BOS,248,0.07258065,0.19758065,0.36734694,0.28384279,0.33467742,0.41048035,0.74515777,0.12663756,0.34090909,32.33691856221397,2.278075962822033,0.32534042337248403,103.05474259939324,9774,R,R
Total,Nolan Arenado,2 Tms,322,0.07763975,0.11180124,0.69444444,0.26369863,0.31987578,0.48630137,0.80617715,0.22260274,0.25609756,44.62026668500309,5.781618864947612,0.3366881923962243,107.1589937279823,9777,R,R
Total,Andrew McCutchen,PHI,295,0.11525424,0.23389831,0.49275362,0.203125,0.29152542,0.3203125,0.61183792,0.1171875,0.23913043,25.791914220024413,-10.12208907021158,0.27319601754010736,69.61000121002971,9847,R,R
Total,DJ LeMahieu,NYY,312,0.09935897,0.14743589999999998,0.67391304,0.3115942,0.38461538,0.47101449,0.85562987,0.15942029,0.33936652,52.677512275052926,14.763551609588527,0.37099847980798817,138.5697329000844,9874,R,R
Total,Darin Ruf,SFG,90,0.14444444,0.35555556,0.40625,0.26315789,0.37777778,0.46052632,0.8383040999999999,0.19736843,0.4,14.869613949129105,4.063483815559866,0.36842999789449904,136.03615102774666,9929,R,R
