,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,opp_pitch_hand,opp_pitch,bats,k_pct,bb_pct,bb_k,bat_avg,obp,slg,ops,iso,babip,wrc,wraa,woba,wrc_plus,opp_k/9,opp_bb/9,opp_k/bb,opp_hr/9,opp_k_pct,opp_bb_pct,opp_k_bb_pct,opp_avg,opp_whip,opp_babip,opp_lob_pct,opp_fip,opp_xfip,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,STL,6/30/2021,1,666185.0,Dylan Carlson,1,Y,CF,R,Riley Smith,L,0.27099237,0.08778626,0.32394366,0.23175966,0.30916031,0.36909871,0.67825902,0.13733905,0.3081761,27.873883252153725,-3.611760201742322,0.29740754169522576,89.48131269465397,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,20210630,3328,666185,1.0,1,7.0,3.0,3600.0,STL,v ari,,7,4
1,STL,6/30/2021,1,502671.0,Paul Goldschmidt,2,Y,1B,R,Riley Smith,R,0.20491803,0.10655738,0.52,0.2808642,0.35890411,0.43518519,0.7940893,0.15432099,0.3375,54.61896734863633,10.212393546403579,0.3480339043760953,122.35249656511499,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,20210630,3217,502671,1.0,2,3.0,17.0,4200.0,STL,v ari,,7,4
2,STL,6/30/2021,1,571448.0,Nolan Arenado,3,Y,3B,R,Riley Smith,R,0.11180124,0.07763975,0.69444444,0.26369863,0.31987578,0.48630137,0.80617715,0.22260274,0.25609756,44.62026668500309,5.781618864947612,0.3366881923962243,107.15899372798229,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,20210630,5219,571448,1.0,3,5.0,0.0,5700.0,STL,v ari,,7,4
3,STL,6/30/2021,1,641933.0,Tyler O'Neill,4,Y,LF,R,Riley Smith,R,0.3018018,0.05855856,0.19402985,0.21287129,0.27477477,0.48019802,0.75497279,0.26732673,0.2231405,27.71098056421846,0.6925005985912644,0.32040684905138106,103.78496143576643,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,20210630,2867,641933,1.0,4,7.0,26.0,3800.0,STL,v ari,,7,4
4,STL,6/30/2021,1,572761.0,Matt Carpenter,5,Y,2B,R,Riley Smith,L,0.29385965,0.13596491,0.46268657,0.16842105,0.30701754,0.30526316,0.6122807,0.13684211,0.21551724,21.128178670276625,-6.741757468114878,0.2798636866881784,76.9472316275257,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,20210630,5203,572761,1.0,5,34.0,0.0,3300.0,STL,v ari,,7,4
5,STL,6/30/2021,1,425877.0,Yadier Molina,6,Y,C,R,Riley Smith,R,0.15833333,0.0375,0.23684211,0.27555556,0.30543933,0.4,0.70543933,0.12444444,0.30054645,27.206529252762607,-1.9016962865640603,0.3061267671225959,94.5610872918866,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,20210630,2209,425877,1.0,6,2.0,10.0,3600.0,STL,v ari,,7,4
6,STL,6/30/2021,1,669242.0,Tommy Edman,7,Y,RF,R,Riley Smith,L,0.16489362,0.06914894,0.41935484,0.25294118,0.31648936,0.34705882,0.66354818,0.09411764,0.29347826,39.48743838868562,-6.01358864404735,0.2953452039906319,87.70826978195696,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,6.46478873,20210630,2996,669242,1.0,7,47.0,7.0,4300.0,STL,v ari,,7,4
7,STL,6/30/2021,1,624641.0,Edmundo Sosa,8,Y,SS,R,Riley Smith,R,0.14893617,0.04255319,0.28571429,0.35897436,0.46808511,0.48717949,0.9552646,0.12820513,0.4375,9.577624606926607,4.097736294408011,0.418479613635851,170.58797792077866,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,20210630,2941,624641,1.0,8,46.0,7.0,2700.0,STL,v ari,,7,4
8,MIL,6/30/2021,1,649966.0,Luis Urias,1,Y,3B,R,Jake Arrieta,R,0.26086957,0.11594203,0.44444444,0.21311475,0.30434783,0.33333333,0.63768116,0.12021858,0.27419355,19.77073429638537,-5.105702652390878,0.2839079240473305,76.98320287810284,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,20210630,2919,649966,1.0,1,5.0,44.0,5500.0,MIL,v chc,,15,7
9,MIL,6/30/2021,1,592885.0,Christian Yelich,2,Y,LF,R,Jake Arrieta,L,0.31034483,0.18103448,0.58333333,0.19148936,0.34482759,0.34574468,0.69057227,0.15425532,0.25925926,27.456800080723013,-1.1564962865050081,0.3118959553863691,93.66892643911041,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,20210630,7793,592885,1.0,2,7.0,4.0,5600.0,MIL,v chc,,15,7
