,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,NYY,6/13/2021,1,593334,Domingo German,SP,Y,,2,6,1,7.71428571,1.75324675,4.4,1.75324675,0.20952381,0.04761905,0.16190476,0.25,1.16883117,0.2739726,0.82608696,4.540176554968261,4.319961996590649,9.20454546,1.53409091,6.0,1.84090909,0.25862069,0.04310345,0.21551724,0.2,0.92045455,0.21621622,0.91836735,4.364851884968261,3.788488833714076,15.42857142,3.5064935,8.8,3.5064935,0.41904762,0.0952381,0.32380952,0.5,2.33766234,0.5479452,1.65217392,9.080353109936523,8.639923993181299,55.227272760000005,9.20454546,36.0,11.04545454,1.55172414,0.25862070000000004,1.2931034399999999,1.2000000000000002,5.5227273,1.29729732,5.5102041,26.18911130980957,22.730933002284456,20210613,142a,593334,1.0,9,1.0,-6.85,8900.0,NYY,@ phi,,0,7
1,PHI,6/13/2021,1,605400,Aaron Nola,SP,Y,,2,6,1,10.4516129,3.48387097,3.0,1.16129032,0.26568266,0.08856089,0.17712177,0.23966942,1.32258065,0.30487805,0.63685637,3.8263687251575433,3.7592984783902716,11.52301255,1.58158996,7.28571429,1.0167364,0.32903226,0.04516129,0.28387097,0.21575342,0.9665272,0.2967033,0.83086053,2.7125039862565763,2.7254064839076264,20.9032258,6.96774194,6.0,2.32258064,0.53136532,0.17712178,0.35424354,0.47933884,2.6451613,0.6097561,1.27371274,7.652737450315087,7.518596956780543,69.1380753,9.48953976,43.714285739999994,6.100418400000001,1.9741935600000002,0.27096774,1.7032258200000001,1.29452052,5.799163200000001,1.7802198,4.985163180000001,16.275023917539457,16.35243890344576,20210613,130m,605400,1.0,9,1.0,36.85,9600.0,PHI,v nyy,,7,0
2,SF,6/13/2021,1,456501,Johnny Cueto,SP,Y,,3,5,1,7.86754967,3.75496689,2.0952381,0.71523179,0.1938326,0.09251101,0.10132159,0.2745098,1.52980132,0.33121019,0.74585635,3.7649829699616,4.748156864797507,7.53488372,1.72674419,4.36363636,1.09883721,0.20869565,0.04782609,0.16086956,0.2464455,1.09883721,0.28125,0.62937063,3.86718232494173,4.005132344848732,23.60264901,11.26490067,6.2857143,2.1456953700000003,0.5814978,0.27753303,0.30396477,0.8235294000000001,4.58940396,0.9936305700000001,2.23756905,11.2949489098848,14.24447059439252,37.674418599999996,8.63372095,21.8181818,5.49418605,1.0434782500000002,0.23913045,0.8043478,1.2322275,5.49418605,1.40625,3.14685315,19.33591162470865,20.025661724243662,20210613,1073,456501,1.0,9,1.0,0.8,8100.0,SFO,@ was,,0,5
3,WAS,6/13/2021,1,605452,Joe Ross,SP,Y,,5,3,1,10.63636364,7.36363636,1.44444444,1.63636364,0.24528302,0.16981132,0.0754717,0.24096386,1.72727273,0.2962963,0.74175824,6.137579154968263,5.5988091071898305,6.95876289,1.67010309,4.16666667,1.94845361,0.19083969,0.04580153,0.14503816,0.23966942,1.08247423,0.23913043,0.6870229,5.055104924968262,4.130157007886287,53.1818182,36.8181818,7.2222222,8.181818199999999,1.2264150999999999,0.8490565999999999,0.37735850000000004,1.2048193,8.63636365,1.4814815000000001,3.7087912000000003,30.687895774841316,27.99404553594915,20.87628867,5.0103092700000005,12.500000009999999,5.845360830000001,0.57251907,0.13740459,0.43511447999999997,0.71900826,3.2474226900000005,0.71739129,2.0610687,15.165314774904786,12.390471023658861,20210613,129f,605452,1.0,9,1.0,37.0,7700.0,WAS,v sfo,,5,0
4,SEA,6/13/2021,1,669302,Logan Gilbert,SP,Y,,4,5,0,5.4,0.9,6.0,0.9,0.14285714,0.02380952,0.11904762,0.3,1.3,0.32352941,0.43103448,3.537579154968262,5.204970468580723,13.49999999,2.7,5.0,1.35,0.32258065,0.06451613,0.25806452,0.22222222,1.2,0.3125,0.81395349,3.8875791549682615,4.0322083170709195,21.6,3.6,24.0,3.6,0.57142856,0.09523808,0.47619048,1.2,5.2,1.29411764,1.72413792,14.150316619873047,20.819881874322892,67.49999994999999,13.5,25.0,6.75,1.61290325,0.32258065,1.2903226,1.1111111,6.0,1.5625,4.06976745,19.43789577484131,20.161041585354596,20210613,165w,669302,1.0,0,1.0,26.0,6700.0,SEA,@ cle,,6,2
5,CLE,6/13/2021,1,669456,Shane Bieber,SP,Y,,4,5,0,14.4,3.6,4.0,0.6,0.39215686,0.09803922,0.29411764,0.19343066,1.10666667,0.32214765,0.82051282,2.11128578943463,2.415362148552215,13.16803279,2.21311475,5.95,1.21721311,0.371875,0.0625,0.309375,0.1952862,0.95901639,0.2797619,0.88235294,2.807280118524204,2.3048468483980686,57.6,14.4,16.0,2.4,1.56862744,0.39215688,1.17647056,0.77372264,4.42666668,1.2885906,3.28205128,8.44514315773852,9.66144859420886,65.84016395,11.065573749999999,29.75,6.086065550000001,1.859375,0.3125,1.546875,0.9764309999999999,4.79508195,1.3988095,4.4117647,14.03640059262102,11.524234241990342,20210613,147u,669456,1.0,0,1.0,11.55,11000.0,CLE,v sea,,2,6
6,ATL,6/13/2021,1,592767,Drew Smyly,SP,Y,,1,7,1,11.51470588,1.98529412,5.8,1.98529412,0.31521739,0.05434783,0.26086956,0.2183908,1.05882353,0.26415094,0.41176471,4.1335041654228215,2.9314097590250325,10.01324503,3.57615894,2.8,1.96688742,0.25112108,0.0896861,0.16143498,0.24747475,1.37086093,0.28148148,0.78754579,5.021887169000935,4.4200856261413985,11.51470588,1.98529412,5.8,1.98529412,0.31521739,0.05434783,0.26086956,0.2183908,1.05882353,0.26415094,0.41176471,4.1335041654228215,2.9314097590250325,70.09271521,25.03311258,19.599999999999998,13.76821194,1.75784756,0.6278027,1.13004486,1.7323232499999999,9.596026510000002,1.97037036,5.51282053,35.15321018300654,30.940599382989788,20210613,111d,592767,1.0,9,1.0,19.05,6000.0,ATL,@ mia,,6,4
7,MIA,6/13/2021,1,641154,Pablo Lopez,SP,Y,,3,5,1,6.89361702,2.29787234,3.0,0.28723404,0.17843866,0.05947955,0.11895911,0.25806452,1.27659574,0.31,0.72319202,2.95533434536286,4.173177642847141,11.52972973,3.06486486,3.76190476,1.31351351,0.32510288,0.08641975,0.23868313,0.20276498,1.05405405,0.26315789,0.76779026,3.567431124563647,3.0344353224835867,20.68085106,6.893617020000001,9.0,0.8617021200000001,0.53531598,0.17843865,0.35687733,0.7741935600000001,3.82978722,0.9299999999999999,2.1695760600000003,8.86600303608858,12.519532928541423,57.64864865,15.3243243,18.8095238,6.56756755,1.6255144,0.43209875000000003,1.19341565,1.0138249000000001,5.270270249999999,1.31578945,3.8389512999999997,17.837155622818234,15.172176612417934,20210613,149a,641154,1.0,9,1.0,-2.65,8700.0,MIA,v atl,,4,6
8,COL,6/13/2021,1,622608,Antonio Senzatela,SP,Y,,4,4,1,4.15384615,2.68778281,1.54545455,0.73303167,0.10897436,0.07051282,0.03846154,0.27112676,1.3438914,0.28979592,0.77405858,4.402351632896325,4.999181350112398,6.36206897,1.86206897,3.41666667,1.39655172,0.16532258,0.0483871,0.11693548,0.26315789,1.24137931,0.28176796,0.68322981,4.650971240965366,4.362853195749481,16.6153846,10.75113124,6.1818182,2.93212668,0.43589744,0.28205128,0.15384616,1.08450704,5.3755656,1.15918368,3.09623432,17.6094065315853,19.99672540044959,25.44827588,7.44827588,13.66666668,5.58620688,0.66129032,0.1935484,0.46774192,1.05263156,4.96551724,1.12707184,2.73291924,18.603884963861464,17.451412782997924,20210613,133c,622608,1.0,9,1.0,5.5,6300.0,COL,@ cin,,2,6
9,BAL,6/13/2021,1,669145,Bruce Zimmermann,SP,Y,,2,7,0,12.70588236,3.17647059,4.0,1.58823529,0.2962963,0.07407407,0.22222223,0.32653061,1.76470588,0.4375,0.81395349,3.6764922038899446,1.844425111716364,6.85074627,2.61940298,2.61538462,2.21641791,0.17435897,0.06666667,0.1076923,0.28409091,1.41044776,0.29323308,0.81395349,5.964501611968599,5.0623172468111965,25.41176472,6.35294118,8.0,3.17647058,0.5925926,0.14814814,0.44444446,0.65306122,3.52941176,0.875,1.62790698,7.352984407779889,3.688850223432728,47.95522389,18.33582086,18.30769234,15.51492537,1.22051279,0.46666669,0.7538461000000001,1.9886363699999998,9.87313432,2.05263156,5.697674429999999,41.75151128378019,35.436220727678375,20210613,163h,669145,1.0,0,1.0,7.35,6600.0,BAL,@ tam,,1,7
