,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,NYM,6/18/2021,1,664192,Joey Lucchesi,SP,N,,2,6,1,10.125,0.0,9.0,0.0,0.24324324,0.0,0.24324324,0.33333333,1.375,0.42307692,0.84615385,1.6510393142700197,2.1102644845843317,9.11688312,3.50649351,2.6,1.05194805,0.23008850000000006,0.08849558,0.14159292,0.28571429,1.48051948,0.34246575,0.54597701,3.92449145457526,4.888879973095124,20.25,0.0,18.0,0.0,0.48648648,0.0,0.48648648,0.66666666,2.75,0.84615384,1.6923077,3.3020786285400394,4.220528969168663,54.701298720000004,21.03896106,15.600000000000001,6.3116883,1.3805310000000004,0.53097348,0.8495575200000001,1.7142857399999998,8.883116880000001,2.0547945,3.2758620599999997,23.546948727451557,29.333279838570743,20210618,145z,664192,1.0,9,1.0,18.4,7000.0,NYM,@ was,,0,1
1,WAS,6/18/2021,1,607200,Erick Fedde,SP,N,,4,4,1,5.14285714,4.5,1.14285714,1.07142857,0.13636364,0.11931818,0.01704546,0.21568627,1.28571429,0.22222222,0.85106383,5.071825213438778,4.960958393060026,7.55244755,3.58741259,2.10526316,1.88811189,0.18779343,0.08920188,0.09859155,0.24324324,1.34265734,0.25,0.68518519,5.664956307073545,4.7295268309804674,20.57142856,18.0,4.57142856,4.28571428,0.54545456,0.47727272,0.06818184,0.86274508,5.14285716,0.88888888,3.40425532,20.287300853755113,19.843833572240104,30.2097902,14.34965036,8.42105264,7.55244756,0.75117372,0.35680752,0.3943662,0.97297296,5.37062936,1.0,2.74074076,22.65982522829418,18.91810732392187,20210618,143g,607200,1.0,9,1.0,24.15,7500.0,WAS,v nym,,1,0
2,TOR,6/18/2021,1,592662,Robbie Ray,SP,N,,1,8,0,11.93023256,2.51162791,4.75,1.56976744,0.32478632,0.06837607,0.25641025,0.20183486,1.04651163,0.25757576,0.86956522,3.6198660053352505,3.0567009235286635,11.0,5.77777778,1.90384615,2.44444444,0.26612903,0.13978495,0.12634408,0.26349206,1.66666667,0.30964467,0.82862524,6.24814964346632,5.051969322976989,11.93023256,2.51162791,4.75,1.56976744,0.32478632,0.06837607,0.25641025,0.20183486,1.04651163,0.25757576,0.86956522,3.6198660053352505,3.0567009235286635,88.0,46.22222224,15.2307692,19.55555552,2.12903224,1.1182796,1.01075264,2.10793648,13.33333336,2.47715736,6.62900192,49.98519714773056,40.41575458381591,20210618,123v,592662,1.0,0,1.0,10.95,9300.0,TOR,@ bal,,1,7
3,PIT,6/18/2021,1,641771,Chad Kuhl,SP,N,,3,5,1,9.25,6.25,1.48,1.75,0.24183007,0.16339869,0.07843138,0.224,1.47222222,0.25,0.76388889,5.733515192873536,5.024610098782513,7.8,5.7,1.36842105,1.5,0.18705036,0.13669065,0.05035971,0.22321429,1.46666667,0.23809524,0.61904762,6.0056097844957,5.519566648033571,27.75,18.75,4.4399999999999995,5.25,0.72549021,0.49019607000000004,0.23529413999999998,0.672,4.41666666,0.75,2.29166667,17.20054557862061,15.073830296347538,39.0,28.5,6.84210525,7.5,0.9352518,0.68345325,0.25179855,1.11607145,7.33333335,1.1904762,3.0952381,30.0280489224785,27.597833240167855,20210618,137t,641771,1.0,9,1.0,19.9,5900.0,PIT,v cle,,11,10
4,OAK,6/18/2021,1,621076,James Kaprielian,SP,N,,2,7,0,6.94285714,4.62857143,1.5,3.08571428,0.16666667,0.11111111,0.05555556,0.25531915,1.54285714,0.23529412,0.89552239,7.859556384582452,6.622679885241526,11.475,3.375,3.4,0.675,0.32075472,0.09433962,0.2264151,0.14893617,0.9,0.20689655,0.86206897,2.9206552505513366,4.460440295147807,13.88571428,9.25714286,3.0,6.17142856,0.33333334,0.22222222,0.11111112,0.5106383,3.08571428,0.47058824,1.79104478,15.719112769164903,13.245359770483052,80.325,23.625,23.8,4.7250000000000005,2.24528304,0.66037734,1.5849057,1.04255319,6.3,1.4482758500000001,6.03448279,20.444586753859355,31.22308206603465,20210618,160b,621076,1.0,0,1.0,22.35,9100.0,OAK,@ nyy,,5,3
5,NYY,6/18/2021,1,592791,Jameson Taillon,SP,N,,4,5,0,11.18571429,5.01428572,2.23076923,2.31428571,0.26126126,0.11711712,0.14414414,0.27551020000000004,1.71428571,0.33333333,0.82278481,5.666150584968263,5.091196262902671,8.79775281,0.91011236,9.66666667,1.21348315,0.25438596,0.02631579,0.22807017,0.22222222,0.91011236,0.26315789,0.55555556,3.4409499449682617,3.747467376507853,44.74285716,20.05714288,8.92307692,9.25714284,1.04504504,0.46846848,0.57657656,1.1020408000000002,6.85714284,1.33333332,3.29113924,22.664602339873053,20.364785051610685,43.98876405,4.5505618,48.33333335,6.06741575,1.2719298,0.13157895,1.14035085,1.1111111,4.5505618,1.31578945,2.7777778,17.204749724841307,18.737336882539267,20210618,134v,592791,1.0,0,1.0,12.9,7100.0,NYY,v oak,,3,5
6,STL,6/18/2021,1,593372,Carlos Martinez,SP,N,,3,5,1,5.53846154,3.23076923,1.71428571,0.69230769,0.14035088,0.08187135,0.05847953,0.26797386,1.41025641,0.296875,0.51136364,4.151384446559808,4.715297295191349,6.17142857,4.11428571,1.5,1.54285714,0.14457831,0.09638554,0.04819277,0.27142857,1.54285714,0.28070175,0.58139535,5.895819334170271,5.785106051393917,16.61538462,9.69230769,5.142857129999999,2.0769230700000003,0.42105264000000003,0.24561404999999997,0.17543859,0.80392158,4.23076923,0.890625,1.5340909200000001,12.454153339679424,14.145891885574049,30.85714285,20.57142855,7.5,7.7142857,0.7228915499999999,0.4819277,0.24096385,1.3571428499999998,7.7142857,1.40350875,2.90697675,29.479096670851355,28.925530256969587,20210618,115z,593372,1.0,9,1.0,-11.65,6700.0,STL,@ atl,,1,9
7,ATL,6/18/2021,1,608331,Max Fried,SP,N,,0,8,1,7.10526316,3.78947368,1.875,0.0,0.1875,0.1,0.0875,0.23880597,1.26315789,0.29090909,0.65384615,3.171583767941123,5.0421494309839465,9.03964758,3.21145374,2.81481481,0.71365639,0.23676012,0.08411215,0.15264797,0.24475524,1.28193833,0.31067961,0.81395349,3.49928384691106,3.827915183847745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.31718064,25.69162992,22.51851848,5.70925112,1.89408096,0.6728972,1.22118376,1.95804192,10.25550664,2.48543688,6.51162792,27.99427077528848,30.62332147078196,20210618,143n,608331,1.0,9,1.0,27.35,7700.0,ATL,v stl,,9,1
8,MIN,6/18/2021,1,621244,Jose Berrios,SP,N,,4,5,0,9.24064171,4.3315508000000005,2.13333333,1.58823529,0.24242424,0.11363636,0.12878788,0.23913043,1.36363636,0.28025478,0.79608939,4.945967928188322,4.560005295846756,9.76056338,1.90140845,5.13333333,0.63380282,0.26460481,0.05154639,0.21305842,0.2267658,1.07042254,0.2962963,0.71621622,2.7526363388192188,3.2445186982692125,36.96256684,17.326203200000002,8.53333332,6.35294116,0.96969696,0.45454544,0.51515152,0.95652172,5.45454544,1.12101912,3.18435756,19.78387171275329,18.240021183387025,48.8028169,9.50704225,25.66666665,3.1690141,1.3230240500000001,0.25773195,1.0652921,1.133829,5.3521127,1.4814815000000001,3.5810810999999996,13.763181694096094,16.22259349134606,20210618,136p,621244,1.0,0,1.0,14.7,8500.0,MIN,@ tex,,7,5(F10)
9,TEX,6/18/2021,1,592314,Mike Foltynewicz,SP,N,,2,7,0,5.4,3.49411765,1.54545455,2.85882353,0.1328125,0.0859375,0.046875,0.30701754,1.62352941,0.29213483,0.9039548,7.447895439791264,6.1717440138845,6.96774194,1.95967742,3.55555556,1.52419355,0.18934911,0.05325444,0.13609467,0.26582278,1.23387097,0.29166667,0.68720379,4.517914011029827,4.3099740345856326,10.8,6.9882353,3.0909091,5.71764706,0.265625,0.171875,0.09375,0.61403508,3.24705882,0.58426966,1.8079096,14.895790879582528,12.343488027769,48.77419358,13.71774194,24.88888892,10.66935485,1.32544377,0.37278108,0.95266269,1.86075946,8.63709679,2.04166669,4.81042653,31.62539807720879,30.169818242099428,20210618,125g,592314,1.0,0,1.0,6.45,5700.0,TEX,v min,,5,7(F10)
