,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,SF,6/9/2021,1,641793,Zack Littell,SP,N,,4,5,0,5.0,3.0,1.66666667,2.0,0.15151515,0.09090909,0.06060606,0.26666667,1.22222222,0.26086957,0.97560976,5.939286107060276,4.4689448148012145,8.30769231,3.46153846,2.4,3.46153846,0.2,0.08333333,0.11666667,0.26415094,1.46153846,0.25,0.92857143,7.916473629068539,5.043003366606307,20.0,12.0,6.66666668,8.0,0.6060606,0.36363636,0.24242424,1.06666668,4.88888888,1.04347828,3.90243904,23.757144428241105,17.875779259204858,41.53846155,17.3076923,12.0,17.3076923,1.0,0.41666664999999997,0.58333335,1.3207547,7.3076923,1.25,4.64285715,39.5823681453427,25.215016833031534,20210609,148a,641793,1.0,0,1.0,3.65,4000.0,SFO,@ tex,,3,4(F11)
1,TEX,6/9/2021,1,502043,Kyle Gibson,SP,N,,5,4,0,5.49152542,2.74576271,2.0,1.22033898,0.14814815,0.07407407,0.07407408,0.23181818,1.16949153,0.24431818,0.73248408,4.875603422597318,4.666489543183722,9.12162162,3.64864865,2.5,0.85135135,0.23734177,0.09493671,0.14240506,0.24381625,1.33783784,0.30845771,0.77006508,3.7062526405383247,3.63702899409818,27.457627100000003,13.728813550000002,10.0,6.1016949,0.7407407500000001,0.37037035,0.3703704,1.1590909,5.84745765,1.2215909,3.6624204,24.37801711298659,23.33244771591861,36.48648648,14.5945946,10.0,3.4054054,0.94936708,0.37974684,0.56962024,0.975265,5.35135136,1.23383084,3.08026032,14.825010562153299,14.54811597639272,20210609,117k,502043,1.0,0,1.0,15.9,6900.0,TEX,v sfo,,4,3(F11)
2,OAK,6/9/2021,1,640455,Sean Manaea,SP,N,,5,4,0,9.8411215,1.26168224,7.8,1.51401869,0.30232558,0.03875969,0.26356589,0.17886179,0.75700935,0.20253165,0.43010753,3.5782672459789664,2.774216475062862,7.77272727,1.94318182,4.0,0.81818182,0.2,0.05,0.15,0.29494382,1.40909091,0.35272727,0.78397213,3.332914605497793,3.993295452599054,49.2056075,6.3084112,39.0,7.57009345,1.5116279,0.19379845,1.31782945,0.89430895,3.7850467500000002,1.01265825,2.15053765,17.891336229894833,13.871082375314309,31.09090908,7.77272728,16.0,3.27272728,0.8,0.2,0.6,1.17977528,5.63636364,1.41090908,3.13588852,13.331658421991172,15.973181810396216,20210609,124d,640455,1.0,0,1.0,21.1,8400.0,OAK,v ari,,4,0
3,CHC,6/9/2021,1,453562,Jake Arrieta,SP,N,,4,4,1,7.38,4.32,1.70833333,1.8,0.17903929999999998,0.10480349,0.07423581,0.29441624,1.64,0.31788079,0.69014085,5.7394743474288665,5.114376907245704,6.27464789,2.66197183,2.35714286,1.33098592,0.16666667,0.07070707,0.0959596,0.27322404,1.35211268,0.3006993,0.76086957,4.64375187299065,4.417175218301206,29.52,17.28,6.83333332,7.2,0.7161571999999999,0.41921396,0.29694324,1.17766496,6.56,1.27152316,2.7605634,22.957897389715466,20.457507628982817,25.09859156,10.64788732,9.42857144,5.32394368,0.66666668,0.28282828,0.3838384,1.09289616,5.40845072,1.2027972,3.04347828,18.5750074919626,17.668700873204823,20210609,100x,453562,1.0,9,1.0,18.25,7200.0,CHC,@ sdg,,3,1
4,SD,6/9/2021,1,506433,Yu Darvish,SP,N,,4,4,1,9.43373494,1.95180723,4.83333333,0.86746988,0.26687117,0.05521472,0.21165645,0.19666667,0.92771084,0.24637681,0.82172702,3.1919473891832126,3.6331397346605336,12.46153846,1.8,6.92307692,0.55384615,0.3515625,0.05078125,0.30078125,0.20920502,0.96923077,0.31506849,0.86092715,1.9311072381666228,2.968152120171745,37.73493976,7.80722892,19.33333332,3.46987952,1.06748468,0.22085888,0.8466258,0.78666668,3.71084336,0.98550724,3.28690808,12.76778955673285,14.532558938642135,49.84615384,7.2,27.69230768,2.2153846,1.40625,0.203125,1.203125,0.83682008,3.87692308,1.26027396,3.4437086,7.724428952666491,11.87260848068698,20210609,110a,506433,1.0,9,1.0,24.75,9800.0,SDG,v chc,,1,3
5,LAD,6/9/2021,1,664062,Tony Gonsolin,SP,N,,4,4,1,7.6056338,1.52112676,5.0,0.38028169,0.22222222,0.04444444,0.17777778,0.17857143,0.8028168999999999,0.21875,0.80645161,2.684377542175293,4.416423638097398,10.17391304,1.17391304,8.66666667,0.39130435,0.30232558,0.03488372,0.26744186,0.20731707,0.86956522,0.28571429,0.64516129,1.8870719621752927,3.166293502113094,30.4225352,6.08450704,20.0,1.52112676,0.88888888,0.17777776,0.71111112,0.71428572,3.2112675999999998,0.875,3.22580644,10.737510168701172,17.665694552389592,40.69565216,4.69565216,34.66666668,1.5652174,1.20930232,0.13953488,1.06976744,0.82926828,3.47826088,1.14285716,2.58064516,7.548287848701171,12.665174008452375,20210609,154r,664062,1.0,9,1.0,5.55,9100.0,LAD,@ pit,,2,1
6,PIT,6/9/2021,1,542881,Tyler Anderson,SP,N,,2,6,1,6.40206186,2.22680412,2.875,0.83505155,0.16788321,0.05839416,0.10948905,0.25806452,1.2371134,0.29,0.6443299,3.97056588697358,4.982849484836042,7.78651685,3.43820225,2.26470588,1.21348315,0.20316623,0.08970976,0.11345647,0.24924925,1.31460674,0.27843137,0.7312253000000001,4.365435936446743,5.01500324149055,12.80412372,4.45360824,5.75,1.6701031,0.33576642,0.11678832,0.2189781,0.51612904,2.4742268,0.58,1.2886598,7.94113177394716,9.965698969672085,46.7191011,20.6292135,13.588235280000001,7.2808989,1.21899738,0.53825856,0.68073882,1.4954955,7.88764044,1.67058822,4.3873518,26.192615618680456,30.090019448943302,20210609,130x,542881,1.0,9,1.0,8.7,8000.0,PIT,v lad,,1,2
7,ATL,6/9/2021,1,656353,Tucker Davidson,SP,N,,2,6,1,18.0,9.0,2.0,0.0,0.47058824,0.23529412,0.23529412,0.07692308,1.25,0.2,0.8,2.15103931427002,2.587420389801264,3.85714285,5.78571428,0.66666667,1.92857143,0.0952381,0.14285714,-0.04761904,0.22857143,1.5,0.2,0.44642857,6.998567764785245,6.722442086586256,36.0,18.0,4.0,0.0,0.94117648,0.47058824,0.47058824,0.15384616,2.5,0.4,1.6,4.30207862854004,5.174840779602528,23.1428571,34.714285679999996,4.00000002,11.571428580000001,0.5714286000000001,0.85714284,-0.28571424,1.37142858,9.0,1.2000000000000002,2.67857142,41.99140658871147,40.33465251951754,20210609,163q,656353,1.0,9,1.0,18.5,6200.0,ATL,@ phi,,1,2
8,PHI,6/9/2021,1,621107,Zach Eflin,SP,N,,4,4,1,10.60714286,2.08928571,5.07692308,1.92857143,0.27272727,0.05371901,0.21900826,0.27876106,1.35714286,0.34,0.71428571,4.3411480236715265,3.7942819743816334,9.12676056,1.26760563,7.2,0.63380282,0.25622776,0.03558719,0.22064057,0.25925926,1.12676056,0.33505155,0.75342466,2.472462826487023,2.842839955192217,42.42857144,8.35714284,20.30769232,7.71428572,1.09090908,0.21487604,0.87603304,1.11504424,5.42857144,1.36,2.85714284,17.364592094686106,15.177127897526534,36.50704224,5.07042252,28.8,2.53521128,1.02491104,0.14234876,0.88256228,1.03703704,4.50704224,1.3402062,3.01369864,9.889851305948092,11.371359820768868,20210609,137n,621107,1.0,9,1.0,19.5,8900.0,PHI,v atl,,2,1
9,NYM,6/9/2021,1,592836,Taijuan Walker,SP,N,,5,4,0,9.48091603,5.15267176,1.84,1.23664122,0.24210526,0.13157895,0.11052631,0.21604938,1.3740458,0.26126126,0.80223881,4.697412123266885,5.115347543234688,7.77486911,2.40314136,3.23529412,0.56544503,0.22,0.068,0.152,0.18502203,0.92670157,0.22222222,0.76241135,3.196617803951323,4.08642831967461,47.40458015,25.7633588,9.200000000000001,6.1832061000000005,1.2105263,0.65789475,0.55263155,1.0802469000000001,6.870229,1.3063063,4.01119405,23.487060616334425,25.57673771617344,31.09947644,9.61256544,12.94117648,2.26178012,0.88,0.272,0.608,0.74008812,3.70680628,0.88888888,3.0496454,12.786471215805292,16.34571327869844,20210609,118v,592836,1.0,0,1.0,32.15,8600.0,NYM,@ bal,,14,1
10,BAL,6/9/2021,1,518774,Matt Harvey,SP,N,,3,6,0,5.93406593,2.96703297,2.0,2.37362637,0.13888889,0.06944444,0.06944445,0.31538462,1.68131868,0.31730769,0.52631579,6.445523906688126,5.896893740619872,9.54545455,3.27272727,2.91666667,1.63636364,0.21472393,0.07361963,0.1411043,0.34666667,1.93939394,0.41818182,0.70143885,4.479614002087192,3.7360456906731487,17.80219779,8.90109891,6.0,7.120879110000001,0.41666666999999996,0.20833332,0.20833335000000003,0.94615386,5.043956039999999,0.9519230699999999,1.5789473699999999,19.336571720064377,17.690681221859613,57.2727273,19.636363619999997,17.50000002,9.81818184,1.28834358,0.44171778000000006,0.8466258,2.08000002,11.636363639999999,2.50909092,4.2086331,26.877684012523154,22.416274144038894,20210609,113l,518774,1.0,0,1.0,-8.65,5000.0,BAL,v nym,,1,14
11,MIL,6/9/2021,1,474463,Brett Anderson,SP,N,,2,6,1,6.0,2.4,2.5,1.8,0.14705882,0.05882353,0.08823529,0.26229508,1.33333333,0.27083333,0.90425532,5.835353748699845,4.343585912729679,5.63592233,2.3592233,2.38888889,1.31067961,0.14333333,0.06,0.08333333,0.28467153,1.39805825,0.30088496,0.78823529,4.725888251370551,4.555392927818711,12.0,4.8,5.0,3.6,0.29411764,0.11764706,0.17647058,0.52459016,2.66666666,0.54166666,1.80851064,11.67070749739969,8.687171825459359,33.81553398,14.1553398,14.33333334,7.8640776599999995,0.85999998,0.36,0.49999998,1.70802918,8.3883495,1.8053097599999999,4.72941174,28.355329508223306,27.332357566912265,20210609,1057,474463,1.0,9,1.0,-5.45,8500.0,MIL,@ cin,,3,7
12,CIN,6/9/2021,1,661269,Vladimir Gutierrez,SP,N,,4,4,1,4.5,9.0,0.5,0.0,0.11764706,0.23529412,-0.11764706,0.07692308,1.25,0.09090909,1.0,5.137579154968262,7.755865608155728,6.0,1.5,4.0,1.5,0.17391304,0.04347826,0.13043478,0.19047619,0.83333333,0.17647059,0.55555556,4.470912484968261,4.631611557801565,18.0,36.0,2.0,0.0,0.47058824,0.94117648,-0.47058824,0.30769232,5.0,0.36363636,4.0,20.550316619873048,31.02346243262291,24.0,6.0,16.0,6.0,0.69565216,0.17391304,0.52173912,0.76190476,3.33333332,0.70588236,2.22222224,17.883649939873045,18.52644623120626,20210609,166f,661269,1.0,9,1.0,23.75,6100.0,CIN,v mil,,7,3
13,HOU,6/9/2021,1,543606,Jake Odorizzi,SP,N,,4,5,0,7.81578948,4.97368421,1.57142857,1.42105263,0.19642857,0.125,0.07142857,0.26530612,1.57894737,0.30555556,0.93023256,5.1381836835717785,5.086955055194574,9.34615385,1.55769231,6.0,3.11538462,0.23684211,0.03947368,0.19736843,0.28169014,1.32692308,0.29166667,0.44871795,6.27574250608834,4.319143444975066,31.26315792,19.89473684,6.28571428,5.68421052,0.78571428,0.5,0.28571428,1.06122448,6.31578948,1.22222224,3.72093024,20.552734734287114,20.347820220778296,46.73076925,7.78846155,30.0,15.5769231,1.18421055,0.1973684,0.9868421500000001,1.4084507,6.6346154,1.4583333500000002,2.24358975,31.378712530441703,21.59571722487533,20210609,114t,543606,1.0,0,1.0,18.85,8100.0,HOU,@ bos,,8,3
14,BOS,6/9/2021,1,543135,Nathan Eovaldi,SP,N,,3,6,0,8.902702699999997,1.75135135,5.08333333,0.43783784,0.25311203,0.04979253,0.2033195,0.20089286,0.92432432,0.25925926,0.62724014,2.544645372681062,3.7695672681695713,9.45,1.51875,6.22222222,1.18125,0.23628692,0.03797468,0.19831224,0.31838565,1.5,0.4,0.83776596,3.5532019138342488,2.912937127737109,26.70810809999999,5.25405405,15.249999990000001,1.3135135199999999,0.7593360899999999,0.14937759,0.6099585,0.6026785800000001,2.7729729599999997,0.77777778,1.8817204199999997,7.633936118043186,11.308701804508715,56.699999999999996,9.1125,37.33333332,7.0874999999999995,1.4177215200000002,0.22784807999999998,1.18987344,1.9103139000000002,9.0,2.4000000000000004,5.02659576,21.319211483005493,17.477622766422655,20210609,108f,543135,1.0,0,1.0,4.35,8300.0,BOS,v hou,,3,8
15,WAS,6/9/2021,1,571578,Patrick Corbin,SP,N,,2,7,0,9.10843374,2.27710843,4.0,0.65060241,0.25,0.0625,0.1875,0.24038462,1.15662651,0.30666667,0.75342466,2.842117344264428,3.1238723983149703,7.26923077,3.11538462,2.33333333,1.88811189,0.17782910000000002,0.07621247,0.10161663,0.31806616,1.65734266,0.34883721,0.73484848,5.3792922153808735,4.529660262360131,18.21686748,4.55421686,8.0,1.30120482,0.5,0.125,0.375,0.48076924,2.31325302,0.61333334,1.50684932,5.684234688528856,6.247744796629941,50.88461539,21.80769234,16.33333331,13.21678323,1.2448037,0.5334872900000001,0.71131641,2.22646312,11.601398620000001,2.44186047,5.14393936,37.65504550766612,31.707621836520914,20210609,111p,571578,1.0,0,1.0,7.05,7400.0,WAS,@ tam,,9,7(F11)
