num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,DK sal,DK pts
4,5,0,6.44776119,2.01492537,3.2,0.80597015,0.19047619,0.05952381,0.13095238,0.18181818,0.85074627,0.2,0.75581395,3.7094470237698967,3.6722090235224982,7.23829787,2.98723404,2.42307692,1.60851064,0.18975904,0.07831325,0.11144579,0.24916944,1.2893617,0.26872247,0.74340528,4.948869649891575,5.2461296632197945,25.79104476,8.05970148,12.8,3.2238806,0.76190476,0.23809524,0.52380952,0.72727272,3.40298508,0.8,3.0232558,14.837788095079588,14.688836094089993,36.19148935,14.9361702,12.115384599999999,8.0425532,0.9487952,0.39156625,0.5572289500000001,1.2458472,6.4468085,1.34361235,3.7170263999999995,24.74434824945788,26.230648316098968,6700.0,2.4
4,5,0,9.45,1.95,4.84615385,1.35,0.25819672,0.05327869,0.20491803,0.21929825,1.05,0.26282051,0.84269663,3.8213791105512223,3.256669319755181,10.21621622,1.45945946,7.0,1.64189189,0.28865979,0.04123711,0.24742268,0.22826087,1.01351351,0.27272727,0.61497326,3.757066558733993,3.0628484559371114,37.8,7.8,19.384615399999998,5.4,1.03278688,0.21311476,0.81967212,0.877193,4.2,1.05128204,3.37078652,15.285516442204887,13.026677279020724,51.0810811,7.2972972999999985,35.0,8.209459449999999,1.4432989500000002,0.20618555,1.2371134,1.14130435,5.06756755,1.3636363500000002,3.0748662999999996,18.78533279366997,15.314242279685555,7400.0,17.4
3,6,0,5.4,3.49411765,1.54545455,2.85882353,0.1328125,0.0859375,0.046875,0.30701754,1.62352941,0.29213483,0.9039548000000001,7.447895439791264,6.1717440138845,6.96774194,1.95967742,3.55555556,1.52419355,0.18934911,0.05325444,0.13609467,0.26582278,1.23387097,0.29166667,0.68720379,4.517914011029827,4.3099740345856326,16.200000000000006,10.48235295,4.63636365,8.57647059,0.3984375,0.2578125,0.140625,0.92105262,4.87058823,0.8764044900000001,2.7118644,22.343686319373788,18.5152320416535,41.80645164,11.75806452,21.33333336,9.145161300000002,1.13609466,0.31952664,0.8165680200000001,1.59493668,7.4032258199999985,1.75000002,4.12322274,27.107484066178962,25.859844207513795,5600.0,11.55
4,5,0,12.52173913,2.34782609,5.33333333,0.7826086999999999,0.34042553,0.06382979,0.27659574,0.25581395,1.2173913,0.37735849,0.6870229,2.4148350058573587,2.1509992774413984,9.08910891,2.53960396,3.57894737,2.53960396,0.22516556,0.06291391,0.16225165,0.29032258,1.48514851,0.32124352,0.71989529,5.7852162093339015,4.202585699918742,50.08695652,9.39130436,21.33333332,3.1304348,1.36170212,0.25531916,1.10638296,1.0232558,4.8695652,1.50943396,2.7480916,9.659340023429435,8.603997109765594,45.44554455,12.6980198,17.89473685,12.6980198,1.1258278,0.31456955000000003,0.81125825,1.4516129,7.42574255,1.6062176000000001,3.59947645,28.926081046669513,21.012928499593713,8100.0,1.0
4,5,0,8.67857143,2.25,3.85714286,1.60714286,0.22314050000000002,0.05785124,0.16528926,0.26548673,1.32142857,0.30864198,0.67741935,4.41898619333262,4.134532532550726,8.56097561,1.75609756,4.875,2.19512195,0.22159091,0.04545455,0.17613636,0.2969697,1.3902438999999998,0.33050847,0.68181818,5.087608049135018,4.2555188021083366,34.71428572,9.0,15.42857144,6.42857144,0.8925620000000001,0.23140496,0.66115704,1.06194692,5.28571428,1.23456792,2.7096774,17.67594477333048,16.538130130202905,42.80487805,8.780487800000001,24.375,10.97560975,1.10795455,0.22727275,0.8806818000000001,1.4848485,6.951219499999999,1.65254235,3.4090909000000003,25.43804024567509,21.277594010541684,6200.0,-4.95
4,5,0,7.71428571,4.28571429,1.8,2.57142857,0.1865285,0.10362694,0.08290156,0.25903614,1.5,0.25833333,0.83984375,6.940813017397045,5.216614621361586,7.58823529,2.29411765,3.30769231,0.88235294,0.215,0.065,0.15,0.19337017,0.94117647,0.22556391,0.68085106,3.858945086913672,4.000057990686969,30.85714284,17.14285716,7.2,10.28571428,0.746114,0.41450776,0.33160624,1.03614456,6.0,1.03333332,3.359375,27.76325206958818,20.866458485446344,37.94117645,11.47058825,16.53846155,4.411764700000001,1.075,0.325,0.75,0.96685085,4.70588235,1.12781955,3.4042553,19.29472543456836,20.000289953434844,6800.0,14.7
2,6,1,9.34615385,3.63461539,2.57142857,2.59615385,0.21686747,0.08433735,0.13253012,0.31506849,1.73076923,0.34615385,0.66666667,6.239793530349207,3.692420959740939,4.74874372,3.25628141,1.45833333,0.81407035,0.12323944,0.08450704,0.0387324,0.28740157,1.46231156,0.31162791,0.82073434,4.570237783198951,5.105467794564838,18.6923077,7.26923078,5.14285714,5.192307700000001,0.43373494,0.1686747,0.26506024,0.63013698,3.46153846,0.6923077,1.33333334,12.479587060698414,7.384841919481878,28.49246232,19.53768846,8.74999998,4.8844221,0.7394366400000001,0.5070422400000001,0.2323944,1.72440942,8.77386936,1.86976746,4.92440604,27.421426699193702,30.63280676738903,5500.0,-8.4
4,4,1,4.15384615,2.68778281,1.54545455,0.73303167,0.10897436,0.07051282,0.03846154,0.27112676,1.3438914,0.28979592,0.77405858,4.402351632896325,4.999181350112398,6.36206897,1.86206897,3.41666667,1.39655172,0.16532258,0.048387099999999995,0.11693548,0.26315789,1.24137931,0.28176796,0.68322981,4.650971240965366,4.362853195749481,16.6153846,10.75113124,6.1818182,2.93212668,0.43589744,0.28205128,0.15384616,1.08450704,5.3755656,1.15918368,3.09623432,17.6094065315853,19.99672540044959,25.44827588,7.44827588,13.66666668,5.58620688,0.66129032,0.19354839999999998,0.46774192,1.05263156,4.96551724,1.12707184,2.73291924,18.603884963861464,17.451412782997924,6300.0,5.5
3,5,1,7.22727273,2.31818182,3.11764706,1.5,0.19776119,0.06343284,0.13432835,0.21862348,1.07575758,0.23369565,0.75085324,4.633652598748785,4.298348650664684,8.4120603,2.30653266,3.64705882,1.22110553,0.22463768,0.0615942,0.16304348,0.24505929,1.19095477,0.28961749,0.79831933,4.054081991553364,4.04174467342962,21.68181819,6.95454546,9.35294118,4.5,0.59328357,0.19029852000000005,0.4029850500000001,0.65587044,3.22727274,0.70108695,2.25255972,13.900957796246354,12.895045951994051,42.0603015,11.5326633,18.2352941,6.10552765,1.1231883999999999,0.307971,0.8152174,1.22529645,5.9547738500000005,1.4480874499999998,3.99159665,20.270409957766823,20.208723367148103,9800.0,11.15
4,4,1,12.6,2.55,4.94117647,1.35,0.3442623,0.06967213,0.27459017,0.18518519,0.95,0.24603175,0.83969466,3.558816295202916,2.8012787983679224,11.91176471,2.38235294,5.0,0.79411765,0.32967033,0.06593407,0.26373626,0.20833333,1.03676471,0.2952381,0.8254716999999999,2.516875852807435,2.7192733619273675,50.4,10.2,19.76470588,5.4,1.3770492,0.27868852,1.09836068,0.74074076,3.8,0.9841270000000001,3.35877864,14.235265180811664,11.20511519347169,47.64705884,9.52941176,20.0,3.1764706,1.31868132,0.26373628,1.05494504,0.83333332,4.14705884,1.1809524,3.3018868,10.06750341122974,10.87709344770947,8900.0,15.55
3,5,1,10.4516129,3.48387097,3.0,1.16129032,0.26568266,0.08856089,0.17712177,0.23966942,1.32258065,0.30487805,0.63685637,3.8263687251575433,3.759298478390272,11.52301255,1.58158996,7.28571429,1.0167363999999999,0.32903226,0.04516129,0.28387097,0.21575342,0.9665271999999999,0.2967033,0.83086053,2.7125039862565763,2.7254064839076264,31.3548387,10.45161291,9.0,3.48387096,0.7970479800000001,0.26568267,0.53136531,0.71900826,3.96774195,0.91463415,1.91056911,11.479106175472632,11.277895435170816,57.61506275000001,7.907949800000001,36.42857145,5.0836820000000005,1.6451613,0.22580645,1.41935485,1.0787671,4.832636,1.4835165000000001,4.15430265,13.562519931282882,13.627032419538134,10200.0,7.25
2,6,1,6.0,2.4,2.5,1.8,0.14705882,0.05882353,0.08823529,0.26229508,1.33333333,0.27083333,0.90425532,5.835353748699845,4.3435859127296785,5.63592233,2.3592232999999996,2.38888889,1.31067961,0.14333333,0.06,0.08333333,0.28467153,1.39805825,0.30088496,0.78823529,4.725888251370551,4.555392927818711,12.0,4.8,5.0,3.6,0.29411764,0.11764706,0.17647058,0.52459016,2.66666666,0.54166666,1.80851064,11.67070749739969,8.687171825459359,33.81553398,14.155339800000002,14.33333334,7.864077659999999,0.85999998,0.36,0.49999998,1.70802918,8.3883495,1.80530976,4.72941174,28.355329508223306,27.332357566912265,6900.0,32.55
4,4,1,9.5,6.0,1.58333333,2.0,0.21590909,0.13636364,0.07954545,0.28378378,1.83333333,0.32692308,0.66901408,6.116920304279086,5.8554293486354885,10.35,4.05,2.55555556,0.9,0.25842697,0.10112360000000001,0.15730337,0.25,1.4,0.32075472,0.80882353,3.821678225208355,4.271302691359353,38.0,24.0,6.33333332,8.0,0.86363636,0.54545456,0.31818179999999996,1.13513512,7.33333332,1.30769232,2.67605632,24.467681217116343,23.421717394541954,41.4,16.2,10.22222224,3.6,1.03370788,0.40449440000000003,0.62921348,1.0,5.6,1.28301888,3.23529412,15.28671290083342,17.085210765437413,6900.0,0.25
2,6,1,6.09677419,1.74193548,3.5,0.87096774,0.1627907,0.04651163,0.11627907,0.225,1.06451613,0.25,0.47169811,3.925667062965578,4.054347699498779,11.67567568,4.37837838,2.66666667,3.28378378,0.26229508,0.09836066,0.16393442,0.34285714,1.94594595,0.39705882,0.65934066,6.885498289427737,4.23479444485994,12.19354838,3.48387096,7.0,1.74193548,0.3255814,0.09302326,0.23255814,0.45,2.12903226,0.5,0.94339622,7.851334125931156,8.108695398997558,70.05405408,26.27027028,16.00000002,19.70270268,1.57377048,0.59016396,0.98360652,2.05714284,11.6756757,2.38235292,3.95604396,41.31298973656642,25.40876666915964,7900.0,3.85
2,6,1,5.51933702,3.13259669,1.76190476,0.59668508,0.15481172,0.08786611,0.06694561,0.20657277,1.07734807,0.22857143,0.78175896,3.9472232696207055,5.052054658289167,8.34031414,3.81675393,2.18518519,1.27225131,0.20344828,0.09310345,0.11034483,0.28185328,1.57068063,0.33160622,0.7606264,4.517962751022933,4.471951154350651,11.03867404,6.26519338,3.52380952,1.19337016,0.30962344,0.17573222,0.13389122,0.41314554,2.15469614,0.45714286,1.56351792,7.894446539241412,10.104109316578334,50.04188484,22.90052358,13.111111139999998,7.63350786,1.22068968,0.5586207000000001,0.66206898,1.69111968,9.42408378,1.98963732,4.5637584,27.1077765061376,26.831706926103905,6400.0,12.85
4,4,1,12.6,2.55,4.94117647,1.35,0.3442623,0.06967213,0.27459017,0.18518519,0.95,0.24603175,0.83969466,3.558816295202916,2.8012787983679224,11.91176471,2.38235294,5.0,0.79411765,0.32967033,0.06593407,0.26373626,0.20833333,1.03676471,0.2952381,0.8254716999999999,2.516875852807435,2.7192733619273675,50.4,10.2,19.76470588,5.4,1.3770492,0.27868852,1.09836068,0.74074076,3.8,0.9841270000000001,3.35877864,14.235265180811664,11.20511519347169,47.64705884,9.52941176,20.0,3.1764706,1.31868132,0.26373628,1.05494504,0.83333332,4.14705884,1.1809524,3.3018868,10.06750341122974,10.87709344770947,9200.0,4.8
4,4,1,7.2295082,2.06557377,3.5,1.32786885,0.2,0.05714286,0.14285714,0.23245614,1.09836066,0.25433526,0.625,4.165529212537694,4.12050212654554,10.2761194,2.01492537,5.1,2.41791045,0.26153846,0.05128205,0.21025641,0.27322404,1.34328358,0.31666667,0.79646018,5.185451780573464,3.5846480077509466,28.9180328,8.26229508,14.0,5.3114754,0.8,0.22857144,0.57142856,0.92982456,4.39344264,1.01734104,2.5,16.662116850150777,16.48200850618216,41.1044776,8.05970148,20.4,9.6716418,1.04615384,0.2051282,0.84102564,1.09289616,5.37313432,1.26666668,3.18584072,20.741807122293856,14.338592031003785,8300.0,29.05
2,6,1,6.0,2.4,2.5,1.8,0.14705882,0.05882353,0.08823529,0.26229508,1.33333333,0.27083333,0.90425532,5.835353748699845,4.3435859127296785,5.63592233,2.3592232999999996,2.38888889,1.31067961,0.14333333,0.06,0.08333333,0.28467153,1.39805825,0.30088496,0.78823529,4.725888251370551,4.555392927818711,12.0,4.8,5.0,3.6,0.29411764,0.11764706,0.17647058,0.52459016,2.66666666,0.54166666,1.80851064,11.67070749739969,8.687171825459359,33.81553398,14.155339800000002,14.33333334,7.864077659999999,0.85999998,0.36,0.49999998,1.70802918,8.3883495,1.80530976,4.72941174,28.355329508223306,27.332357566912265,8500.0,-5.45
2,7,0,6.44776119,2.01492537,3.2,0.80597015,0.19047619,0.05952381,0.13095238,0.18181818,0.85074627,0.2,0.75581395,3.7094470237698967,3.6722090235224982,7.23829787,2.98723404,2.42307692,1.60851064,0.18975904,0.07831325,0.11144579,0.24916944,1.2893617,0.26872247,0.74340528,4.948869649891575,5.2461296632197945,12.89552238,4.02985074,6.4,1.6119403,0.38095238,0.11904762,0.26190476,0.36363636,1.70149254,0.4,1.5116279,7.418894047539793,7.3444180470449965,50.66808509000001,20.91063828,16.96153844,11.25957448,1.32831328,0.54819275,0.78012053,1.74418608,9.0255319,1.88105729,5.2038369599999985,34.642087549241026,36.72290764253856,5300.0,6.5
4,4,1,10.57228916,4.55421687,2.32142857,0.81325301,0.28634361,0.12334802,0.16299559,0.16923077,1.10240964,0.22222222,0.80701754,3.666307138125977,4.626124638369537,11.03048781,2.1402438999999998,5.15384615,1.31707317,0.29257642,0.05676856,0.23580786,0.24519231,1.17073171,0.3115942,0.73476703,3.4908130944563966,3.4214316957739115,42.28915664,18.21686748,9.28571428,3.25301204,1.14537444,0.49339208,0.65198236,0.67692308,4.40963856,0.88888888,3.22807016,14.665228552503908,18.504498553478147,44.12195124,8.560975599999999,20.615384600000002,5.26829268,1.17030568,0.22707424,0.94323144,0.98076924,4.68292684,1.2463768,2.93906812,13.963252377825587,13.685726783095644,7900.0,17.9
3,5,1,5.4,3.49411765,1.54545455,2.85882353,0.1328125,0.0859375,0.046875,0.30701754,1.62352941,0.29213483,0.9039548000000001,7.447895439791264,6.1717440138845,6.96774194,1.95967742,3.55555556,1.52419355,0.18934911,0.05325444,0.13609467,0.26582278,1.23387097,0.29166667,0.68720379,4.517914011029827,4.3099740345856326,16.200000000000006,10.48235295,4.63636365,8.57647059,0.3984375,0.2578125,0.140625,0.92105262,4.87058823,0.8764044900000001,2.7118644,22.343686319373788,18.5152320416535,34.838709699999995,9.7983871,17.777777800000006,7.620967749999998,0.94674555,0.2662722,0.68047335,1.3291138999999998,6.16935485,1.4583333500000002,3.43601895,22.58957005514913,21.549870172928166,5700.0,-3.15
4,4,1,11.10483871,2.06854839,5.36842105,0.76209677,0.31775701,0.05919003,0.25856698,0.17725753,0.87096774,0.24210526,0.76687117,2.5987733750392468,2.9910533545078817,10.88059701,2.14925373,5.0625,0.80597015,0.31764706,0.0627451,0.25490196,0.17748918,0.85074627,0.23648649,0.89353612,2.8018707597712007,2.966094543818218,44.41935484,8.27419356,21.4736842,3.04838708,1.27102804,0.23676012,1.03426792,0.70903012,3.48387096,0.96842104,3.06748468,10.395093500156987,11.964213418031528,43.52238804,8.59701492,20.25,3.2238806,1.27058824,0.2509804,1.01960784,0.70995672,3.40298508,0.94594596,3.57414448,11.207483039084805,11.864378175272872,10200.0,7.05
4,4,1,10.06363636,3.92727273,2.5625,0.49090909,0.24848485,0.0969697,0.15151515,0.25170068,1.44545455,0.33653846,0.74712644,3.1050594201873185,4.38989182645077,8.93918919,2.55405405,3.5,1.09459459,0.24257426,0.06930693,0.17326733,0.24064171,1.19594595,0.29323308,0.63241107,3.6042610260561534,3.0583362968333283,40.25454544,15.70909092,10.25,1.96363636,0.9939394,0.3878788,0.6060606,1.00680272,5.7818182,1.34615384,2.98850576,12.420237680749276,17.55956730580308,35.75675676,10.2162162,14.0,4.37837836,0.97029704,0.27722772,0.69306932,0.96256684,4.783783799999999,1.17293232,2.52964428,14.417044104224615,12.233345187333311,5900.0,8.9
4,4,1,9.43373494,1.95180723,4.83333333,0.86746988,0.26687117,0.05521472,0.21165645,0.19666667,0.92771084,0.24637681,0.82172702,3.1919473891832126,3.6331397346605336,12.46153846,1.8,6.92307692,0.55384615,0.3515625,0.05078125,0.30078125,0.20920502,0.96923077,0.31506849,0.86092715,1.9311072381666228,2.968152120171745,37.73493976,7.80722892,19.33333332,3.46987952,1.06748468,0.22085888,0.8466258,0.78666668,3.71084336,0.98550724,3.28690808,12.76778955673285,14.532558938642135,49.84615384,7.2,27.69230768,2.2153846,1.40625,0.203125,1.203125,0.83682008,3.87692308,1.26027396,3.4437086000000003,7.724428952666491,11.87260848068698,9400.0,8.45
3,5,1,6.40206186,2.22680412,2.875,0.83505155,0.16788321,0.05839416,0.10948905,0.25806452,1.2371134,0.29,0.6443299,3.97056588697358,4.982849484836042,7.78651685,3.43820225,2.26470588,1.21348315,0.20316623,0.08970976,0.11345647,0.24924925,1.31460674,0.27843137,0.7312253000000001,4.365435936446743,5.01500324149055,19.20618558,6.68041236,8.625,2.50515465,0.50364963,0.17518248,0.32846715000000004,0.7741935600000001,3.7113402,0.8699999999999999,1.9329897,11.911697660920739,14.948548454508126,38.93258425,17.19101125,11.323529400000002,6.06741575,1.01583115,0.4485488,0.56728235,1.24624625,6.573033700000001,1.39215685,3.656126500000001,21.82717968223372,25.07501620745275,7700.0,9.65
4,4,1,11.4893617,2.87234043,4.0,0.57446809,0.32432432,0.08108108,0.24324324,0.17261905,0.93617021,0.24761905,0.86124402,2.545103103867864,3.3663230464179468,12.15,2.7,4.5,0.675,0.3375,0.075,0.2625,0.20138889,1.025,0.29213483,0.74742268,2.50161361694336,3.4092024877667435,45.9574468,11.48936172,16.0,2.29787236,1.29729728,0.32432432,0.97297296,0.6904762,3.74468084,0.9904761999999999,3.44497608,10.180412415471457,13.465292185671787,48.6,10.8,18.0,2.7,1.35,0.3,1.05,0.80555556,4.1,1.16853932,2.98969072,10.00645446777344,13.636809951066976,7500.0,9.4
4,4,1,8.70394737,3.375,2.57894737,0.88815789,0.22171946,0.08597285,0.13574661,0.27040816,1.42105263,0.33333333,0.86956522,3.8750257935717776,4.232606300401216,9.51923077,1.90384615,5.0,1.90384615,0.24886878,0.04977376,0.19909502,0.24,1.13461538,0.26811594,0.625,4.775742506094313,3.49533514724328,34.81578948,13.5,10.31578948,3.55263156,0.88687784,0.3438914,0.54298644,1.08163264,5.68421052,1.33333332,3.47826088,15.500103174287108,16.930425201604866,38.07692308,7.615384599999999,20.0,7.615384599999999,0.99547512,0.19909504,0.79638008,0.96,4.53846152,1.07246376,2.5,19.102970024377253,13.981340588973119,8000.0,23.9
4,4,1,6.68041237,7.2371134,0.92307692,1.39175258,0.15584416,0.16883117,-0.01298701,0.26984127,1.8556701,0.29591837,0.68518519,6.188489087129632,6.584329382493489,10.58823529,4.76470588,2.22222222,1.32352941,0.27972028,0.12587413,0.15384615,0.20967742,1.29411765,0.26582278,0.76315789,4.3881809071206375,4.2756913122645965,26.72164948,28.9484536,3.69230768,5.56701032,0.62337664,0.67532468,-0.05194804,1.07936508,7.4226804,1.18367348,2.74074076,24.75395634851853,26.337317529973955,42.35294116,19.05882352,8.88888888,5.29411764,1.11888112,0.50349652,0.6153846,0.83870968,5.1764706,1.06329112,3.05263156,17.55272362848255,17.102765249058386,5900.0,24.85
4,4,1,9.25,6.25,1.48,1.75,0.24183007,0.16339869,0.07843138,0.22399999999999998,1.47222222,0.25,0.76388889,5.733515192873536,5.024610098782513,7.8,5.7,1.36842105,1.5,0.18705036,0.13669065,0.05035971,0.22321429,1.46666667,0.23809524,0.61904762,6.0056097844957,5.519566648033571,37.0,25.0,5.92,7.0,0.96732028,0.65359476,0.31372552,0.8959999999999999,5.88888888,1.0,3.05555556,22.934060771494146,20.09844039513005,31.2,22.8,5.4736842,6.0,0.74820144,0.5467626,0.20143884,0.89285716,5.86666668,0.95238096,2.47619048,24.0224391379828,22.078266592134284,6200.0,10.35
4,4,1,12.86470588,3.01764706,4.26315789,0.15882353,0.34913793,0.08189655,0.26724138,0.1952381,1.05882353,0.3125,0.82792208,1.7035941091397797,2.78694336041749,14.31325301,1.95180723,7.33333333,0.48795181,0.42718447,0.05825243,0.36893204,0.14285714,0.70481928,0.24242424,0.69587629,1.555741392382142,2.1091053695989004,51.45882352,12.07058824,17.05263156,0.63529412,1.39655172,0.3275862,1.06896552,0.7809524,4.23529412,1.25,3.31168832,6.814376436559119,11.14777344166996,57.25301204,7.80722892,29.33333332,1.95180724,1.70873788,0.23300972,1.47572816,0.57142856,2.81927712,0.96969696,2.78350516,6.222965569528568,8.436421478395603,10200.0,9.4
2,6,1,20.25000005,13.50000003,1.5,0.0,0.3,0.2,0.1,0.42857143,3.75000001,0.75,1.0,5.427959642974487,6.874167437507143,6.75,3.85714285,1.75,2.89285714,0.18918919,0.10810811,0.08108108,0.25,1.28571428,0.2173913,0.51282051,7.140322462965044,3.994756606160344,40.5000001,27.00000006,3.0,0.0,0.6,0.4,0.2,0.85714286,7.50000002,1.5,2.0,10.855919285948977,13.748334875014287,40.5,23.142857100000004,10.5,17.357142839999998,1.13513514,0.64864866,0.48648648,1.5,7.7142856800000015,1.3043478000000002,3.0769230599999995,42.84193477779026,23.968539636962067,4000.0,6.2
4,5,0,9.28125,2.953125,3.14285714,1.6875,0.25,0.07954545,0.17045455,0.2125,1.125,0.23853211,0.82010582,4.600917053224234,4.160958671214683,7.21232877,2.95890411,2.4375,2.40410959,0.17333333,0.07111111,0.10222222,0.33658537,1.74657534,0.36129032,0.68313953,6.14210766613515,5.0417778170025365,37.125,11.8125,12.57142856,6.75,1.0,0.31818179999999996,0.6818181999999999,0.85,4.5,0.95412844,3.28042328,18.403668212896935,16.64383468485873,36.06164385,14.79452055,12.1875,12.02054795,0.86666665,0.35555555000000005,0.5111111,1.68292685,8.732876699999998,1.8064516,3.4156976500000003,30.71053833067575,25.20888908501268,6500.0,12.55
1,8,0,11.93023256,2.51162791,4.75,1.56976744,0.32478632,0.06837607,0.25641025,0.20183486,1.04651163,0.25757576,0.86956522,3.6198660053352505,3.0567009235286635,11.0,5.77777778,1.90384615,2.44444444,0.26612903,0.13978495,0.12634408,0.26349206,1.66666667,0.30964467,0.82862524,6.24814964346632,5.051969322976989,11.93023256,2.51162791,4.75,1.56976744,0.32478632,0.06837607,0.25641025,0.20183486,1.04651163,0.25757576,0.86956522,3.6198660053352505,3.0567009235286635,88.0,46.22222224,15.230769199999997,19.55555552,2.12903224,1.1182796,1.01075264,2.10793648,13.33333336,2.47715736,6.62900192,49.98519714773056,40.41575458381591,8800.0,27.3
2,7,0,7.81578948,4.97368421,1.57142857,1.42105263,0.19642857,0.125,0.07142857,0.26530612,1.57894737,0.30555556,0.93023256,5.1381836835717785,5.086955055194574,9.34615385,1.55769231,6.0,3.11538462,0.23684211,0.03947368,0.19736843,0.28169014,1.32692308,0.29166667,0.44871795,6.27574250608834,4.319143444975066,15.63157896,9.94736842,3.14285714,2.84210526,0.39285714,0.25,0.14285714,0.53061224,3.15789474,0.61111112,1.86046512,10.276367367143557,10.173910110389148,65.42307695,10.90384617,42.0,21.80769234,1.65789477,0.27631576,1.38157901,1.97183098,9.28846156,2.04166669,3.14102565,43.93019754261838,30.234004114825463,8100.0,0.55
3,6,0,8.03571429,2.25,3.57142857,1.60714286,0.21186441,0.05932203,0.15254238,0.25471698,1.21428571,0.28205128,0.83333333,4.754977374429858,4.4806487906482735,10.60714286,3.61607143,2.93333333,0.96428571,0.30555556,0.10416667,0.20138889,0.1328125,0.85714286,0.1625,0.87591241,3.469102844445481,4.251456819787023,24.10714287,6.75,10.71428571,4.82142858,0.63559323,0.17796609,0.45762714,0.76415094,3.64285713,0.84615384,2.49999999,14.264932123289574,13.441946371944821,63.64285716,21.69642858,17.59999998,5.78571426,1.83333336,0.62500002,1.2083333399999998,0.796875,5.14285716,0.975,5.25547446,20.814617066672888,25.50874091872214,8300.0,26.15
2,6,1,18.0,9.0,2.0,0.0,0.47058824,0.23529412,0.23529412,0.07692308,1.25,0.2,0.8,2.15103931427002,2.587420389801264,3.85714285,5.78571428,0.66666667,1.92857143,0.0952381,0.14285714,-0.04761904,0.22857143,1.5,0.2,0.44642857,6.998567764785245,6.722442086586256,36.0,18.0,4.0,0.0,0.94117648,0.47058824,0.47058824,0.15384616,2.5,0.4,1.6,4.30207862854004,5.174840779602528,23.142857100000004,34.71428568,4.00000002,11.57142858,0.5714286000000001,0.85714284,-0.28571424,1.37142858,9.0,1.2000000000000002,2.67857142,41.99140658871147,40.33465251951754,7400.0,-0.35
1,8,0,11.11764706,1.58823529,7.0,1.58823529,0.30882353,0.04411765,0.26470588,0.2,0.94117647,0.24390244,1.0,3.5169128041768376,3.2489263917195648,9.33333333,3.44444444,2.70967742,1.0,0.24418605,0.09011628,0.15406977,0.24509804,1.30864198,0.30275229,0.75471698,3.7620773077576137,4.707709525985481,11.11764706,1.58823529,7.0,1.58823529,0.30882353,0.04411765,0.26470588,0.2,0.94117647,0.24390244,1.0,3.5169128041768376,3.2489263917195648,74.66666664,27.55555552,21.67741936,8.0,1.9534884,0.72093024,1.23255816,1.96078432,10.46913584,2.42201832,6.03773584,30.09661846206091,37.66167620788385,8800.0,-0.1
2,7,0,13.49999998,13.49999998,1.0,6.74999999,0.26666667,0.26666667,0.0,0.27272727,2.625,0.2,0.95238095,14.38757914496826,6.601293990529218,10.79999999,1.35,8.0,1.35,0.32,0.04,0.28,0.13043478,0.6,0.14285714,1.0,3.5875791549682616,3.7322083172209193,26.99999996,26.99999996,2.0,13.49999998,0.53333334,0.53333334,0.0,0.54545454,5.25,0.4,1.9047618999999998,28.77515828993652,13.202587981058436,75.59999993,9.45,56.0,9.45,2.24,0.28,1.96,0.91304346,4.2,0.99999998,7.0,25.113054084777836,26.12545822054643,8200.0,18.5
2,7,0,12.54929577,6.08450704,2.0625,0.0,0.30555556,0.14814815,0.15740741,0.25,1.6056337999999999,0.37931034,0.84615385,2.523492624654516,3.9128500714931382,10.726027400000001,2.5890411,4.14285714,0.98630137,0.29491525,0.07118644,0.22372881,0.22846442,1.12328767,0.30113636,0.73170732,3.1792355791576195,3.3727787037121564,25.09859154,12.16901408,4.125,0.0,0.61111112,0.29629629999999996,0.31481482,0.5,3.2112675999999998,0.75862068,1.6923077000000002,5.046985249309032,7.8257001429862765,75.08219179999999,18.1232877,28.99999998,6.90410959,2.0644067500000003,0.49830508,1.56610167,1.59925094,7.863013690000002,2.10795452,5.1219512400000005,22.254649054103336,23.609450925985087,8800.0,16.1
