,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,opp_pitch_hand,opp_pitch,bats,k_pct,bb_pct,bb_k,bat_avg,obp,slg,ops,iso,babip,wrc,wraa,woba,wrc_plus,opp_k/9,opp_bb/9,opp_k/bb,opp_hr/9,opp_k_pct,opp_bb_pct,opp_k_bb_pct,opp_avg,opp_whip,opp_babip,opp_lob_pct,opp_fip,opp_xfip,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
2,ATL,6/21/2021,1,518692,Freddie Freeman,2,Y,1B,R,Jacob deGrom,L,0.13165266,0.17647059,1.34042553,0.32068966,0.44817927,0.63448276,1.08266203,0.31379309999999994,0.32432432,82.1991907537664,38.788346926936,0.4458495063962464,181.64886378063218,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,20210621,3194,518692,1.0,2,,4.0,,ATL,@ nym,,2,4(F7)
4,ATL,6/21/2021,1,645277,Ozzie Albies,3,Y,2B,R,Jacob deGrom,L,0.18951613,0.07661289999999997,0.40425532,0.24553571,0.31048387,0.46875,0.77923387,0.22321429,0.26627219,33.801912343034225,4.037926612326582,0.3328094006546082,108.1375746367705,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,20210621,2819,645277,1.0,3,,16.0,,ATL,@ nym,,2,4(F7)
9,ATL,6/21/2021,1,663586,Austin Riley,5,Y,3B,R,Jacob deGrom,R,0.23202614,0.10130719,0.43661972,0.27340824,0.35947712,0.45692884,0.81640596,0.1835206,0.32065217,46.53367414130671,9.426494365472626,0.35349987466868604,121.22578223733349,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,20210621,2982,663586,1.0,5,,0.0,,ATL,@ nym,,2,4(F7)
11,ATL,6/21/2021,1,621020,Dansby Swanson,6,Y,SS,R,Jacob deGrom,R,0.27466667,0.07733333,0.2815534,0.26627219,0.3342246,0.47337278,0.80759738,0.20710059,0.33636364,55.22364125317915,9.562220833366943,0.34587238040021673,115.7131144623789,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,20210621,2731,621020,1.0,6,,0.0,,ATL,@ nym,,2,4(F7)
12,ATL,6/21/2021,1,628338,Guillermo Heredia,7,Y,CF,R,Jacob deGrom,R,0.29885057,0.08045977,0.26923077,0.26582278,0.33333333,0.51898734,0.85232067,0.25316456,0.34693878,13.428624722906655,3.0973654871669485,0.35643838083042817,125.68421921367676,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,15.14285714,20210621,2678,628338,1.0,7,,2.0,,ATL,@ nym,,2,4(F7)
15,HOU,6/21/2021,1,514888,Jose Altuve,1,Y,2B,L,Keegan Akin,R,0.17164179,0.08955224,0.52173913,0.28099174,0.34328358,0.3553719,0.69865548,0.07438016,0.32989691,15.449706440565144,-0.6562979763774512,0.3089566517593269,100.53161367066744,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,20210621,4252,514888,1.0,1,4.0,13.0,5500.0,HOU,@ bal,,10,2
17,HOU,6/21/2021,1,488726,Michael Brantley,3,Y,DH,L,Keegan Akin,L,0.15,0.03571429,0.23809524,0.27067669,0.3,0.41353383,0.71353383,0.14285714,0.30630631,16.05148987192705,-0.7630098117510917,0.30758588101182666,99.56975642582144,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,20210621,7662,488726,1.0,3,7.0,25.0,3900.0,HOU,@ bal,,10,2
19,HOU,6/21/2021,1,670541,Yordan Alvarez,5,Y,LF,L,Keegan Akin,L,0.24444444,0.03333333,0.13636364,0.31325301,0.34444444,0.53012048,0.87456492,0.21686747,0.37288136,14.989050050533614,4.450971615768278,0.37105874750349255,143.8135358595408,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,20210621,2997,670541,1.0,5,7.0,20.0,5000.0,HOU,@ bal,,10,2
20,HOU,6/21/2021,1,621043,Carlos Correa,6,Y,SS,L,Keegan Akin,R,0.17721519,0.10759494,0.60714286,0.29285714,0.37341772,0.40714286,0.78056058,0.11428572,0.34862385,22.593060813060927,3.5637247629081577,0.34183690333977723,122.74054103023859,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,20210621,2576,621043,1.0,6,6.0,5.0,4800.0,HOU,@ bal,,10,2
22,HOU,6/21/2021,1,664702,Myles Straw,8,Y,CF,L,Keegan Akin,R,0.19,0.07,0.36842105,0.1827957,0.24,0.19354839,0.43354839,0.01075269,0.22972973,2.749602212148936,-9.177786321800916,0.2025035691261292,28.32653497526468,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,10.46938775,20210621,2937,664702,1.0,8,7.0,5.0,2600.0,HOU,@ bal,,10,2
23,HOU,6/21/2021,1,488771,Jason Castro,9,Y,C,L,Keegan Akin,L,0.34615385,0.15384615,0.44444444,0.19047619,0.33333333,0.30952381,0.64285714,0.11904762,0.30434783,5.620830619052147,-0.6385957810132759,0.29920950239779903,92.42774202970942,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,10.38461538,20210621,2318,488771,1.0,9,2.0,7.0,2900.0,HOU,@ bal,,10,2
24,BAL,6/21/2021,1,656775,Cedric Mullins,1,Y,CF,R,Jake Odorizzi,L,0.21484375,0.078125,0.36363636,0.3,0.35968379,0.46521739,0.82490118,0.16521739,0.37058824,39.537043316649324,8.661609506594077,0.35590049127737683,128.1151173379765,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,20210621,2911,656775,1.0,1,7.0,0.0,4600.0,BAL,v hou,,2,10
