,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,HOU,6/21/2021,1,543606,Jake Odorizzi,SP,Y,,3,6,0,7.81578948,4.97368421,1.57142857,1.42105263,0.19642857,0.125,0.07142857,0.26530612,1.57894737,0.30555556,0.93023256,5.1381836835717785,5.086955055194574,9.34615385,1.55769231,6.0,3.11538462,0.23684211,0.03947368,0.19736843,0.28169014,1.32692308,0.29166667,0.44871795,6.27574250608834,4.319143444975066,23.44736844,14.92105263,4.7142857099999995,4.26315789,0.58928571,0.375,0.21428571,0.7959183599999999,4.73684211,0.9166666800000001,2.79069768,15.414551050715335,15.260865165583722,56.0769231,9.34615386,36.0,18.69230772,1.42105266,0.23684207999999998,1.18421058,1.6901408399999998,7.96153848,1.75000002,2.6923076999999997,37.65445503653004,25.9148606698504,20210621,114t,543606,1.0,0,1.0,32.65,5900.0,HOU,@ bal,,10,2
1,BAL,6/21/2021,1,669211,Keegan Akin,SP,Y,,4,5,0,10.38461538,2.07692308,5.0,0.0,0.27777778,0.05555556,0.22222222,0.26,1.23076923,0.36111111,0.75,1.5498051181651604,3.0970767469880416,10.46938775,3.03061224,3.45454545,1.37755102,0.26206897,0.07586207,0.1862069,0.25954198,1.37755102,0.32222222,0.82051282,3.9342007476262992,4.370757640711574,41.53846152,8.30769232,20.0,0.0,1.11111112,0.22222224,0.88888888,1.04,4.92307692,1.44444444,3.0,6.199220472660642,12.388306987952166,52.34693874999999,15.1530612,17.27272725,6.887755100000001,1.3103448500000001,0.37931035,0.9310345,1.2977099,6.887755100000001,1.6111111,4.1025641,19.671003738131496,21.85378820355787,20210621,160q,669211,1.0,0,1.0,3.0,5100.0,BAL,v hou,,2,10
2,CLE,6/21/2021,1,650644,Aaron Civale,SP,N,,4,4,1,7.55084746,2.40254237,3.14285714,1.37288136,0.20560748,0.06542056,0.14018692,0.24745763,1.19491525,0.27601809999999993,0.78005115,4.308795411866159,4.147078287308415,7.28761062,1.55309735,4.69230769,1.43362832,0.19805195,0.04220779,0.15584416,0.26643599,1.19469027,0.29816514,0.73834197,4.290435724490524,3.986302227199437,30.20338984,9.61016948,12.57142856,5.49152544,0.82242992,0.26168224,0.56074768,0.98983052,4.779661,1.1040723999999997,3.1202046,17.235181647464636,16.58831314923366,29.15044248,6.2123894,18.76923076,5.73451328,0.7922078,0.16883116,0.62337664,1.06574396,4.77876108,1.19266056,2.95336788,17.161742897962096,15.945208908797747,20210621,154q,650644,1.0,9,1.0,17.5,8500.0,CLE,@ chc,,4,0
3,CHC,6/21/2021,1,640470,Adbert Alzolay,SP,N,,3,5,1,9.86538461,3.375,2.92307692,1.55769231,0.27142857,0.09285714,0.17857143,0.20967742,1.125,0.24691358,0.79754601,4.508361639577802,3.9568685040574687,10.66935484,2.39516129,4.45454545,0.87096774,0.30625,0.06875,0.2375,0.17241379,0.87096774,0.22340426,0.86419753,2.9834212690205244,2.9765677536750315,29.59615383,10.125,8.769230760000001,4.67307693,0.8142857099999999,0.27857142,0.53571429,0.62903226,3.375,0.74074074,2.39263803,13.525084918733405,11.870605512172407,53.3467742,11.97580645,22.272727250000003,4.3548387,1.53125,0.34375,1.1875,0.8620689500000001,4.3548387,1.1170213,4.32098765,14.917106345102622,14.882838768375157,20210621,154p,640470,1.0,9,1.0,12.1,8900.0,CHC,v cle,,0,4
4,OAK,6/21/2021,1,593423,Frankie Montas,SP,N,,3,6,0,11.09815951,4.14110429,2.68,1.65644172,0.26377953,0.0984252,0.16535433,0.29515419,1.69325153,0.375,0.69230769,4.4667887496932135,4.324149940262867,8.37433155,2.31016043,3.625,1.58823529,0.21722846,0.05992509,0.15730337,0.25,1.2513369,0.28333333,0.72755418,4.463244918955232,4.239436941295328,33.29447853,12.42331287,8.040000000000001,4.9693251599999995,0.79133859,0.2952756,0.49606299,0.88546257,5.07975459,1.125,2.0769230700000003,13.40036624907964,12.9724498207886,50.245989300000005,13.860962579999999,21.75,9.52941174,1.30337076,0.35955054,0.94382022,1.5,7.5080214000000005,1.6999999799999999,4.36532508,26.779469513731392,25.43662164777197,20210621,130j,593423,1.0,0,1.0,1.55,9400.0,OAK,@ tex,,3,8
5,TEX,6/21/2021,1,502043,Kyle Gibson,SP,N,,4,5,0,5.49152542,2.74576271,2.0,1.22033898,0.14814815,0.07407407,0.07407408,0.23181818,1.16949153,0.24431818,0.73248408,4.875603422597318,4.666489543183722,9.12162162,3.64864865,2.5,0.85135135,0.23734177,0.09493671,0.14240506,0.24381625,1.33783784,0.30845771,0.77006508,3.7062526405383247,3.63702899409818,21.96610168,10.98305084,8.0,4.88135592,0.5925926,0.29629628,0.29629632,0.92727272,4.67796612,0.97727272,2.92993632,19.50241369038927,18.66595817273489,45.6081081,18.24324325,12.5,4.25675675,1.18670885,0.47468354999999995,0.7120253,1.2190812500000001,6.6891891999999995,1.5422885499999999,3.8503254,18.531263202691623,18.1851449704909,20210621,117k,502043,1.0,0,1.0,13.2,6300.0,TEX,v oak,,8,3
6,CIN,6/21/2021,1,641816,Tyler Mahle,SP,Y,,2,7,0,10.57228916,4.55421687,2.32142857,0.81325301,0.28634361,0.12334802,0.16299559,0.16923077,1.10240964,0.22222222,0.80701754,3.666307138125977,4.626124638369537,11.03048781,2.1402439,5.15384615,1.31707317,0.29257642,0.05676856,0.23580786,0.24519231,1.17073171,0.3115942,0.73476703,3.4908130944563966,3.4214316957739115,21.14457832,9.10843374,4.64285714,1.62650602,0.57268722,0.24669604,0.32599118,0.33846154,2.20481928,0.44444444,1.61403508,7.332614276251954,9.252249276739073,77.21341467,14.981707300000002,36.07692305,9.21951219,2.04803494,0.39737992,1.65065502,1.71634617,8.19512197,2.1811594,5.1433692099999995,24.435691661194777,23.95002187041738,20210621,144g,641816,1.0,0,1.0,13.6,9800.0,CIN,@ min,,5,7(F12)
7,MIN,6/21/2021,1,457918,JA Happ,SP,N,,2,7,0,6.44776119,2.01492537,3.2,0.80597015,0.19047619,0.05952381,0.13095238,0.18181818,0.85074627,0.2,0.75581395,3.7094470237698967,3.672209023522498,7.23829787,2.98723404,2.42307692,1.60851064,0.18975904,0.07831325,0.11144579,0.24916944,1.2893617,0.26872247,0.74340528,4.948869649891575,5.2461296632197945,12.89552238,4.02985074,6.4,1.6119403,0.38095238,0.11904762,0.26190476,0.36363636,1.70149254,0.4,1.5116279,7.418894047539793,7.344418047044996,50.668085090000005,20.91063828,16.96153844,11.25957448,1.32831328,0.54819275,0.78012053,1.74418608,9.025531899999999,1.88105729,5.203836959999999,34.642087549241026,36.72290764253856,20210621,1032,457918,1.0,0,1.0,6.5,5300.0,MIN,v cin,,7,5(F12)
8,MIL,6/21/2021,1,474463,Brett Anderson,SP,N,,3,5,1,6.0,2.4,2.5,1.8,0.14705882,0.05882353,0.08823529,0.26229508,1.33333333,0.27083333,0.90425532,5.835353748699845,4.343585912729679,5.63592233,2.3592233,2.38888889,1.31067961,0.14333333,0.06,0.08333333,0.28467153,1.39805825,0.30088496,0.78823529,4.725888251370551,4.555392927818711,18.0,7.199999999999999,7.5,5.4,0.44117646,0.17647058999999998,0.26470587,0.78688524,3.99999999,0.81249999,2.71276596,17.506061246099534,13.030757738189038,28.17961165,11.7961165,11.94444445,6.55339805,0.7166666500000001,0.3,0.41666664999999997,1.42335765,6.99029125,1.5044247999999998,3.9411764500000004,23.629441256852758,22.776964639093556,20210621,1057,474463,1.0,9,1.0,-4.0,6500.0,MIL,@ ari,,1,5
9,ARI,6/21/2021,1,518876,Merrill Kelly,SP,N,,4,4,1,7.11486486,2.55405405,2.78571429,0.91216216,0.19402985,0.06965174,0.12437811,0.23243243,1.15540541,0.26573427,0.72,3.7414236708961512,4.174066339900866,8.94267516,1.71974522,5.2,1.71974522,0.23214286,0.04464286,0.1875,0.27884615,1.29936306,0.32,0.71428571,4.339439234716968,3.722826772895078,28.45945944,10.2162162,11.14285716,3.64864864,0.7761194,0.27860696,0.49751244,0.92972972,4.62162164,1.06293708,2.88,14.965694683584605,16.696265359603466,35.77070064,6.87898088,20.8,6.87898088,0.92857144,0.17857144,0.75,1.1153846,5.19745224,1.28,2.85714284,17.357756938867873,14.891307091580313,20210621,151s,518876,1.0,9,1.0,24.15,7400.0,ARI,v mil,,5,1
10,LAD,6/21/2021,1,628711,Julio Urias,SP,N,,2,6,1,9.81818182,1.22727273,8.0,1.22727273,0.29411765,0.03676471,0.25735294,0.15625,0.68181818,0.17647059,0.73684211,3.240933589854011,3.9680867180876813,8.4375,2.38235294,3.54166667,0.89338235,0.22788204,0.06434316,0.16353888,0.24489796,1.19117647,0.29644269,0.75975359,3.4372656107844066,4.072525994732688,19.63636364,2.45454546,16.0,2.45454546,0.5882353,0.07352942,0.51470588,0.3125,1.36363636,0.35294118,1.47368422,6.481867179708022,7.936173436175363,50.625,14.29411764,21.25000002,5.3602941,1.36729224,0.38605895999999995,0.98123328,1.46938776,7.14705882,1.77865614,4.55852154,20.62359366470644,24.435155968396128,20210621,137g,628711,1.0,9,1.0,1.0,9100.0,LAD,@ sdg,,2,6
