,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,opp_pitch_hand,opp_pitch,bats,k_pct,bb_pct,bb_k,bat_avg,obp,slg,ops,iso,babip,wrc,wraa,woba,wrc_plus,opp_k/9,opp_bb/9,opp_k/bb,opp_hr/9,opp_k_pct,opp_bb_pct,opp_k_bb_pct,opp_avg,opp_whip,opp_babip,opp_lob_pct,opp_fip,opp_xfip,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
1,SF,6/9/2021,1,527038,Wilmer Flores,4,N,,R,Kyle Gibson,R,0.12888889,0.08888889,0.68965517,0.25247525,0.32444444,0.43564356,0.760088,0.18316831,0.25903614,29.91648142546539,2.3784552788746716,0.3290695553355747,109.03762908057895,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,20210609,5234,527038,1.0,3,34.0,2.0,4300.0,SFO,@ tex,,3,4(F11)
2,SF,6/9/2021,1,543063,Brandon Crawford,5,N,,R,Kyle Gibson,L,0.24100719,0.08633094,0.35820896,0.27530364,0.34892086,0.53441296,0.88333382,0.25910932,0.31325301,46.31755244671229,12.510727211226255,0.3707479186301684,136.80464267933706,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,20210609,6253,543063,1.0,4,6.0,0.0,4000.0,SFO,@ tex,,3,4(F11)
3,SF,6/9/2021,1,456781,Donovan Solano,6,N,,R,Kyle Gibson,R,0.22580645,0.0483871,0.21428571,0.29824561,0.33870968,0.42105263,0.75976231,0.12280702,0.37692308,24.75150456577949,1.8142301246564831,0.3281427971137467,108.06902194899929,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,9.12162162,20210609,5224,456781,1.0,5,4.0,3.0,3400.0,SFO,@ tex,,3,4(F11)
4,SF,6/9/2021,1,621453,Steven Duggar,7,N,,R,Kyle Gibson,L,0.31818182,0.04545455,0.14285714,0.25301205,0.29545455,0.44578313,0.74123768,0.19277108,0.34615385,10.865142398330526,0.3011340580910038,0.31985141607848083,103.90982739697712,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,20210609,2901,621453,1.0,6,7.0,3.0,3100.0,SFO,@ tex,,3,4(F11)
5,SF,6/9/2021,1,643565,Mike Tauchman,8,N,,R,Kyle Gibson,L,0.22346369,0.13966479999999998,0.625,0.23178808,0.34269663,0.33112583,0.67382246,0.09933775,0.3,19.53569405210134,-2.138673979221613,0.3002244663238525,90.290072678911,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,20210609,2799,643565,1.0,9,7.0,0.0,2900.0,SFO,@ tex,,3,4(F11)
6,SF,6/9/2021,1,643565,Mike Tauchman,9,N,,R,Kyle Gibson,L,0.22346369,0.13966479999999998,0.625,0.23178808,0.34269663,0.33112583,0.67382246,0.09933775,0.3,19.53569405210134,-2.138673979221613,0.3002244663238525,90.290072678911,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,5.49152542,20210609,2799,643565,1.0,9,7.0,0.0,2900.0,SFO,@ tex,,3,4(F11)
7,TEX,6/9/2021,1,641432,Willie Calhoun,1,N,,R,Zack Littell,L,0.15196078,0.08333333,0.5483871,0.21505376,0.27941176,0.35483871,0.63425047,0.13978495,0.23178808,18.372449380514084,-6.18101263308817,0.27902020251049714,75.82068488639305,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20210609,2850,641432,1.0,4,7.0,2.0,3400.0,TEX,v sfo,,4,3(F11)
8,TEX,6/9/2021,1,669256,Nick Solak,2,N,,R,Zack Littell,R,0.22570533,0.0815047,0.36111111,0.23404255,0.31347962,0.36879433,0.68227395,0.13475178,0.28640777,35.2752230698389,-3.3566055511909485,0.30226803162254884,91.6438249275774,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,20210609,3264,669256,1.0,5,4.0,0.0,3600.0,TEX,v sfo,,4,3(F11)
9,TEX,6/9/2021,1,666969,Adolis Garcia,4,N,,R,Zack Littell,R,0.31192661,0.08256881,0.26470588,0.28282828,0.34862385,0.60606061,0.95468446,0.32323233,0.33928571,21.045502121764105,8.31895485820142,0.4050434144265061,162.77792798233037,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,20210609,2910,666969,1.0,3,7.0,5.0,4500.0,TEX,v sfo,,4,3(F11)
10,TEX,6/9/2021,1,643396,Isiah Kiner-Falefa,7,N,,R,Zack Littell,R,0.15335463,0.05111821,0.33333333,0.28082192,0.32692308,0.39726027,0.72418335,0.11643835,0.32217573,38.33272386225338,0.3915203947054904,0.3175561294341699,101.89764138230592,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,8.30769231,20210609,2863,643396,1.0,1,6.0,14.0,3800.0,TEX,v sfo,,4,3(F11)
11,TEX,6/9/2021,1,571788,Brock Holt,8,N,,R,Zack Littell,L,0.19078947,0.13157895,0.68965517,0.2248062,0.33552632,0.29457364,0.63009996,0.06976744,0.28,15.268627635068247,-3.275589564018896,0.2916668578982353,82.1459243081284,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20210609,6286,571788,1.0,2,5.0,7.0,2400.0,TEX,v sfo,,4,3(F11)
12,TEX,6/9/2021,1,641680,Jonah Heim,9,N,,R,Zack Littell,L,0.14634146,0.1097561,0.75,0.19178082,0.28048779999999995,0.2739726,0.5544604000000001,0.08219178,0.21666667,5.85968430415778,-3.9868937127193953,0.25512038789144376,61.61524520244063,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20210609,3293,641680,1.0,9,2.0,0.0,2800.0,TEX,v sfo,,4,3(F11)
14,ARI,6/9/2021,1,641796,Tim Locastro,2,N,,L,Sean Manaea,R,0.21590909,0.06818182,0.31578947,0.18421053,0.28735632,0.32894737,0.61630369,0.14473684,0.21818182,8.062924325397738,-2.6976552606313158,0.2781515285886567,71.49034534168297,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,7.77272727,20210609,2852,641796,1.0,8,7.0,3.0,3300.0,ARI,@ oak,,0,4
