,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,SF,6/11/2021,1,543101.0,Anthony DeSclafani,SP,N,,5,3,1,7.66216216,3.28378378,2.33333333,2.00675676,0.18918919,0.08108108,0.10810811,0.29,1.54054054,0.31543624,0.67092652,5.570841024141778,4.671740590860859,7.23529412,3.17647059,2.27777778,0.70588235,0.19806763,0.08695652,0.11111111,0.2,1.07843137,0.23076923,0.79365079,3.682122597317045,4.530241805681593,38.3108108,16.418918899999998,11.66666665,10.0337838,0.94594595,0.4054054,0.54054055,1.45,7.702702700000001,1.5771811999999998,3.3546326,27.85420512070889,23.35870295430429,21.70588236,9.52941177,6.83333334,2.11764705,0.59420289,0.26086956,0.33333333,0.6000000000000001,3.23529411,0.69230769,2.38095237,11.046367791951134,13.590725417044778,20210611,123x,543101,1.0,9,1.0,43.45,6400.0,SFO,@ was,,1,0
1,WAS,6/11/2021,1,453286.0,Max Scherzer,SP,N,,4,4,1,11.95714286,2.57142857,4.65,0.9,0.31740614,0.06825939,0.24914675,0.23595506,1.18571429,0.32748538,0.85106383,2.7479063076914763,3.486906230023929,12.47085202,2.1793722,5.72222222,1.69506726,0.35517241,0.06206897,0.29310344,0.20446097,0.98206278,0.26973684,0.81560284,3.68783524547796,3.0841749256587367,47.82857144,10.28571428,18.6,3.6,1.26962456,0.27303756,0.996587,0.94382024,4.74285716,1.30994152,3.40425532,10.991625230765905,13.947624920095716,49.88340808,8.7174888,22.88888888,6.78026904,1.42068964,0.24827588,1.17241376,0.81784388,3.92825112,1.07894736,3.26241136,14.75134098191184,12.336699702634947,20210611,1310,453286,1.0,9,1.0,0.75,11500.0,WAS,v sfo,,0,1
2,SD,6/11/2021,1,605483.0,Blake Snell,SP,Y,,1,7,1,14.27586207,1.86206897,7.66666667,1.24137931,0.44230769,0.05769231,0.38461538,0.16326531,0.75862069,0.25,0.79268293,2.4043316388306377,1.9382467401158083,11.64,5.28,2.20454545,1.68,0.28529412,0.12941176,0.15588236,0.2414966,1.53333333,0.30978261,0.82987552,4.803661952546165,3.738800980777468,14.27586207,1.86206897,7.66666667,1.24137931,0.44230769,0.05769231,0.38461538,0.16326531,0.75862069,0.25,0.79268293,2.4043316388306377,1.9382467401158083,81.48,36.96,15.43181815,11.76,1.9970588399999998,0.9058823199999999,1.0911765199999999,1.6904762,10.73333331,2.16847827,5.80912864,33.62563366782315,26.171606865442275,20210611,131p,605483,1.0,9,1.0,6.2,9400.0,SDG,@ nym,,2,3
3,NYM,6/11/2021,1,594798.0,Jacob deGrom,SP,N,,3,5,1,13.0,2.85714286,4.55,1.0,0.3744856,0.08230453,0.29218107,0.15765766,0.87301587,0.224,0.88495575,2.6748573878877644,2.8748168966729075,15.14285714,0.85714286,17.66666667,0.42857143,0.46086957,0.02608696,0.43478261,0.16666667,0.68253968,0.29565217,0.77319588,0.7060336757007937,1.17595367316816,39.0,8.571428580000001,13.649999999999999,3.0,1.1234568,0.24691359000000002,0.8765432099999999,0.47297298,2.61904761,0.672,2.65486725,8.024572163663294,8.624450690018723,75.7142857,4.2857142999999995,88.33333335,2.1428571499999998,2.30434785,0.1304348,2.17391305,0.83333335,3.4126984,1.4782608499999998,3.8659793999999996,3.5301683785039684,5.8797683658408,20210611,121n,594798,1.0,9,1.0,36.9,11300.0,NYM,v sdg,,3,2
4,SEA,6/11/2021,1,643290.0,Justin Dunn,SP,N,,4,5,0,9.45985402,7.68613139,1.23076923,1.97080292,0.23414634,0.1902439,0.04390244,0.17901235,1.4890511,0.18095238,0.78947368,6.668738609599678,5.9679073078313305,6.94852941,3.77205882,1.84210526,0.99264706,0.18817204,0.10215054,0.0860215,0.18292683,1.08088235,0.2,0.84090909,4.443515346531481,5.829957336469027,37.83941608,30.74452556,4.92307692,7.88321168,0.93658536,0.7609756,0.17560976,0.7160494,5.9562044,0.72380952,3.15789472,26.67495443839871,23.871629231325322,34.74264705,18.860294099999997,9.2105263,4.9632353,0.9408602,0.5107527,0.4301075,0.91463415,5.4044117499999995,1.0,4.20454545,22.217576732657406,29.149786682345137,20210611,157n,643290,1.0,0,1.0,-4.45,7400.0,SEA,@ cle,,0,7
5,CLE,6/11/2021,1,650644.0,Aaron Civale,SP,N,,4,5,0,7.55084746,2.40254237,3.14285714,1.37288136,0.20560748,0.06542056,0.14018692,0.24745763,1.19491525,0.27601809999999993,0.78005115,4.308795411866159,4.147078287308415,7.28761062,1.55309735,4.69230769,1.43362832,0.19805195,0.04220779,0.15584416,0.26643599,1.19469027,0.29816514,0.73834197,4.290435724490524,3.986302227199437,30.20338984,9.61016948,12.57142856,5.49152544,0.82242992,0.26168224,0.56074768,0.98983052,4.779661,1.1040723999999997,3.1202046,17.235181647464636,16.58831314923366,36.4380531,7.76548675,23.46153845,7.1681416,0.99025975,0.21103895,0.7792208,1.33217995,5.9734513499999995,1.4908257,3.69170985,21.45217862245262,19.931511135997184,20210611,154q,650644,1.0,0,1.0,42.2,8400.0,CLE,v sea,,7,0
6,COL,6/11/2021,1,607536.0,Kyle Freeland,SP,Y,,2,6,1,9.34615385,3.63461539,2.57142857,2.59615385,0.21686747,0.08433735,0.13253012,0.31506849,1.73076923,0.34615385,0.66666667,6.239793530349207,3.692420959740939,4.74874372,3.25628141,1.45833333,0.81407035,0.12323944,0.08450704,0.0387324,0.28740157,1.46231156,0.31162791,0.82073434,4.570237783198951,5.105467794564838,18.6923077,7.26923078,5.14285714,5.1923077,0.43373494,0.1686747,0.26506024,0.63013698,3.46153846,0.6923077,1.33333334,12.479587060698414,7.384841919481878,28.49246232,19.537688460000002,8.74999998,4.8844221,0.7394366400000001,0.5070422400000001,0.2323944,1.72440942,8.77386936,1.86976746,4.92440604,27.421426699193702,30.632806767389027,20210611,140b,607536,1.0,9,1.0,-8.4,5500.0,COL,@ cin,,5,11
7,CIN,6/11/2021,1,641816.0,Tyler Mahle,SP,Y,,4,4,1,10.57228916,4.55421687,2.32142857,0.81325301,0.28634361,0.12334802,0.16299559,0.16923077,1.10240964,0.22222222,0.80701754,3.666307138125977,4.626124638369537,11.03048781,2.1402439,5.15384615,1.31707317,0.29257642,0.05676856,0.23580786,0.24519231,1.17073171,0.3115942,0.73476703,3.4908130944563966,3.4214316957739115,42.28915664,18.21686748,9.28571428,3.25301204,1.14537444,0.49339208,0.65198236,0.67692308,4.40963856,0.88888888,3.22807016,14.665228552503908,18.504498553478147,44.12195124,8.5609756,20.6153846,5.26829268,1.17030568,0.22707424,0.94323144,0.98076924,4.68292684,1.2463768,2.93906812,13.963252377825587,13.685726783095646,20210611,144g,641816,1.0,9,1.0,17.9,7900.0,CIN,v col,,11,5
8,TOR,6/11/2021,1,548389.0,Ross Stripling,SP,N,,4,5,0,9.28125,2.953125,3.14285714,1.6875,0.25,0.07954545,0.17045455,0.2125,1.125,0.23853211,0.82010582,4.600917053224234,4.160958671214683,7.21232877,2.95890411,2.4375,2.40410959,0.17333333,0.07111111,0.10222222,0.33658537,1.74657534,0.36129032,0.68313953,6.14210766613515,5.0417778170025365,37.125,11.8125,12.57142856,6.75,1.0,0.3181818,0.6818182,0.85,4.5,0.95412844,3.28042328,18.403668212896935,16.64383468485873,36.06164385,14.794520550000001,12.1875,12.020547950000001,0.86666665,0.35555555000000005,0.5111111,1.6829268499999999,8.7328767,1.8064516,3.4156976500000003,30.71053833067575,25.208889085012682,20210611,133v,548389,1.0,0,1.0,12.55,6500.0,TOR,@ bos,,5,6
9,BOS,6/11/2021,1,572070.0,Garrett Richards,SP,N,,3,6,0,7.83870968,3.65806452,2.14285714,1.39354839,0.19736842,0.09210526,0.10526316,0.2961165,1.58709677,0.34415584,0.80508475,4.6536062972495635,4.249427185932474,7.99441341,3.92178771,2.03846154,0.60335196,0.218107,0.10699588,0.11111112,0.21226415,1.18994413,0.2611465,0.78947368,3.714714639587593,4.7104348626200565,23.51612904,10.97419356,6.428571419999999,4.18064517,0.59210526,0.27631578,0.31578947999999996,0.8883495,4.76129031,1.03246752,2.4152542500000003,13.96081889174869,12.748281557797421,47.96648046,23.530726259999998,12.23076924,3.6201117600000003,1.3086419999999999,0.64197528,0.6666667199999999,1.2735849000000001,7.13966478,1.5668790000000001,4.73684208,22.28828783752556,28.26260917572034,20210611,108h,572070,1.0,0,1.0,2.2,6700.0,BOS,v tor,,6,5
