,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,opp_pitch_hand,opp_pitch,bats,k_pct,bb_pct,bb_k,bat_avg,obp,slg,ops,iso,babip,wrc,wraa,woba,wrc_plus,opp_k/9,opp_bb/9,opp_k/bb,opp_hr/9,opp_k_pct,opp_bb_pct,opp_k_bb_pct,opp_avg,opp_whip,opp_babip,opp_lob_pct,opp_fip,opp_xfip,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
12,WAS,6/14/2021,1,543228,Yan Gomes,6,N,,R,JT Brubaker,R,0.19101124,0.0505618,0.26470588,0.24242424,0.29213483,0.39393939,0.68607422,0.15151515,0.27559055,18.21192347596839,-3.345851187003107,0.29164097240992953,79.96462038617925,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,20210614,2364,543228,1.0,6,2,2.0,5000,WAS,v pit,,3,2
13,WAS,6/14/2021,1,543281,Josh Harrison,7,N,,R,JT Brubaker,R,0.13559322,0.0960452,0.70833333,0.28571429,0.37288136,0.38961039,0.76249175,0.1038961,0.3203125,25.20592551455591,4.104276371754153,0.34121237703635865,113.702694289865,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,20210614,4248,543281,1.0,5,47,2.0,3700,WAS,v pit,,3,2
14,WAS,6/14/2021,1,516770,Starlin Castro,8,N,,R,JT Brubaker,R,0.16842105,0.07368421,0.4375,0.2183908,0.27368421,0.32758621,0.60127042,0.10919541,0.24285714,15.355437929081221,-7.208314662528733,0.2655035891030964,64.18962058559923,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,9.51923077,20210614,6233,516770,1.0,7,5,0.0,3500,WAS,v pit,,3,2
15,CHC,6/14/2021,1,575929,Willson Contreras,1,N,,L,David Peterson,R,0.25242718,0.0776699,0.30769231,0.27173913,0.33980583,0.47826087,0.8180666999999999,0.20652174,0.32258065,14.966422075140805,2.519487360227438,0.3470505818282024,119.09059711786915,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,20210614,2639,575929,1.0,1,2,0.0,4800,CHC,@ nym,,2,5
16,CHC,6/14/2021,1,592178,Kris Bryant,2,N,,L,David Peterson,R,0.20238095,0.14285714,0.70588235,0.37142857,0.47619048,0.74285714,1.21904762,0.37142857,0.42553191,23.31610387473878,13.209533951278296,0.5092378826368422,225.9933049145296,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,7.71428571,20210614,2554,592178,1.0,2,37,0.0,5900,CHC,@ nym,,2,5
17,CHC,6/14/2021,1,519203,Anthony Rizzo,3,N,,L,David Peterson,L,0.10810811,0.13513514,1.25,0.27173913,0.38738739,0.35869565,0.74608304,0.08695652,0.29113924,15.624138682183931,2.146171397564124,0.3399336048074671,114.31043647544772,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,11.63793104,20210614,3210,519203,1.0,3,3,14.0,5400,CHC,@ nym,,2,5
22,NYM,6/14/2021,1,542340,Jonathan Villar,1,N,,R,Jake Arrieta,L,0.26141079,0.12863071,0.49206349,0.23300971,0.33333333,0.33009709,0.66343042,0.09708738,0.31205674,25.33110542273053,-4.0456094476031375,0.29591514113583145,88.13932530055936,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,20210614,6294,542340,1.0,1,5,2.0,4200,NYM,v chc,,5,2
23,NYM,6/14/2021,1,596019,Francisco Lindor,2,N,,R,Jake Arrieta,L,0.17417417,0.10510511,0.60344828,0.21917808,0.30630631,0.34931507,0.65562138,0.13013699,0.24122807,33.160730086639234,-7.451872899756126,0.2874844341567068,81.3164040023738,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,20210614,6265,596019,1.0,2,6,7.0,4200,NYM,v chc,,5,2
24,NYM,6/14/2021,1,642086,Dominic Smith,4,N,,R,Jake Arrieta,L,0.2265625,0.05078125,0.22413793,0.28389831,0.33203125,0.50423729,0.83626854,0.22033898,0.33529412,39.20916929009823,8.155034347507032,0.3522704384458347,126.62679963688456,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,20210614,2824,642086,1.0,3,7,21.0,4500,NYM,v chc,,5,2
25,NYM,6/14/2021,1,543510,James McCann,5,N,,R,Jake Arrieta,R,0.30337079,0.07303371,0.24074074,0.20858896,0.26966292,0.31901840000000004,0.58868132,0.11042944,0.27619048,13.833052453007749,-7.590696360561798,0.26054558995064725,66.90032749063292,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,20210614,2522,543510,1.0,6,23,7.0,4700,NYM,v chc,,5,2
26,NYM,6/14/2021,1,641856,Billy McKinney,6,N,,R,Jake Arrieta,L,0.20238095,0.07142857,0.35294118,0.22077922,0.27380952,0.4025974,0.67640692,0.18181818,0.24137931,8.346045029109469,-1.4746030822935206,0.28747070410165443,81.39060658542792,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,20210614,2861,641856,1.0,5,7,4.0,3200,NYM,v chc,,5,2
27,NYM,6/14/2021,1,607680,Kevin Pillar,7,N,,R,Jake Arrieta,R,0.2,0.05365854,0.26829268,0.2617801,0.31219512,0.40837696,0.72057208,0.14659686,0.31506849,24.480458545393986,-0.6810249510335467,0.3130180219324624,91.67702583803431,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,6.27464789,20210614,7799,607680,1.0,7,7,13.0,3800,NYM,v chc,,5,2
29,TOR,6/14/2021,1,543760,Marcus Semien,1,N,,R,Nathan Eovaldi,R,0.22674419,0.11337209,0.5,0.25657895,0.34011628,0.45065789,0.79077417,0.19407894,0.30373832,49.482002694357995,7.747703675378909,0.3439699473769165,120.67034675403956,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,20210614,6299,543760,1.0,1,4,0.0,5000,TOR,@ bos,,1,2
30,TOR,6/14/2021,1,666182,Bo Bichette,2,N,,R,Nathan Eovaldi,R,0.23420074,0.04832714,0.20634921,0.27667984,0.31598513,0.49407115,0.81005628,0.21739131,0.32402235,39.41804535816153,7.1877287788196345,0.3459042111293977,119.1902621619014,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,20210614,3253,666182,1.0,2,6,8.0,5200,TOR,@ bos,,1,2
31,TOR,6/14/2021,1,606192,Teoscar Hernandez,4,N,,R,Nathan Eovaldi,R,0.27819549,0.06766917,0.24324324,0.29387755,0.34339623,0.50204082,0.84543705,0.20816327,0.36305732,42.61480389070429,10.242839301942952,0.3614228158626917,129.19321777124622,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,20210614,2726,606192,1.0,4,7,5.0,4300,TOR,@ bos,,1,2
32,TOR,6/14/2021,1,545341,Randal Grichuk,5,N,,R,Nathan Eovaldi,R,0.21383648,0.05660377,0.26470588,0.25337838,0.29559748,0.42567568,0.72127316,0.1722973,0.28440367,36.938869093495,-1.6299764989441743,0.3087381641571454,93.36329344497595,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,20210614,2468,545341,1.0,5,7,0.0,3900,TOR,@ bos,,1,2
33,TOR,6/14/2021,1,642133,Rowdy Tellez,6,N,,R,Nathan Eovaldi,L,0.17297297,0.08108108,0.46875,0.22155689,0.29189189,0.41916168,0.71105357,0.19760479,0.22047244,20.809514261410055,-1.6269593764092285,0.3022121878269592,89.31523057067993,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,20210614,2931,642133,1.0,6,3,0.0,2700,TOR,@ bos,,1,2
35,TOR,6/14/2021,1,624415,Cavan Biggio,8,N,,R,Nathan Eovaldi,L,0.25347222,0.13541667,0.53424658,0.22040816,0.33101045,0.39183673,0.72284718,0.17142857,0.26993865,35.83740161852563,0.6770065103622767,0.3184600449525393,99.63025035920954,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,20210614,2986,624415,1.0,8,5,0.0,3900,TOR,@ bos,,1,2
36,TOR,6/14/2021,1,624512,Reese McGuire,9,N,,R,Nathan Eovaldi,L,0.21153846,0.03846154,0.18181818,0.19565217,0.24489796,0.26086957,0.50576753,0.0652174,0.23529412,2.3165146708855544,-3.987587012313852,0.2276871776094242,35.13748324783373,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,8.902702699999997,20210614,2934,624512,1.0,9,2,0.0,2300,TOR,@ bos,,1,2
38,BOS,6/14/2021,1,657077,Alex Verdugo,2,N,,R,Alek Manoah,L,0.13818182,0.08727273,0.63157895,0.30204082,0.36727273,0.51836735,0.88564008,0.21632653,0.31658291,47.07382314288686,13.768673975110753,0.3758746538406763,137.2461684408432,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,20210614,2839,657077,1.0,2,7,12.0,4200,BOS,v tor,,2,1
39,BOS,6/14/2021,1,502110,JD Martinez,3,N,,R,Alek Manoah,R,0.2515528,0.10559006,0.41975309,0.27464789,0.35403727,0.50352113,0.8575584,0.22887324,0.33157895,51.89370309101535,12.79593862878275,0.3660434698686004,129.74749941621988,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,20210614,7716,502110,1.0,3,7,3.0,5000,BOS,v tor,,2,1
40,BOS,6/14/2021,1,593428,Xander Bogaerts,4,N,,R,Alek Manoah,R,0.18088737,0.08191126,0.45283019,0.30188679,0.36177474,0.5245283000000001,0.88630304,0.22264151,0.33,50.10690927608492,14.551183515327006,0.3767295055782672,137.39309083414258,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,20210614,6295,593428,1.0,4,6,2.0,5400,BOS,v tor,,2,1
41,BOS,6/14/2021,1,646240,Rafael Devers,5,N,,R,Alek Manoah,L,0.27666667,0.06666667,0.24096386,0.28519856,0.33333333,0.61732852,0.95066185,0.33212996,0.32758621,55.68514402266975,19.28645951357123,0.3935433708457433,149.25666985449817,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,13.49999998,20210614,2813,646240,1.0,5,5,8.0,5600,BOS,v tor,,2,1
42,BOS,6/14/2021,1,543877,Christian Vazquez,7,N,,R,Alek Manoah,R,0.19758065,0.07258065,0.36734694,0.28384279,0.33467742,0.41048035,0.74515777,0.12663756,0.34090909,32.33691856221397,2.278075962822033,0.32534042337248403,103.05474259939324,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,20210614,2398,543877,1.0,6,2,0.0,3600,BOS,v tor,,2,1
43,BOS,6/14/2021,1,624414,Christian Arroyo,8,N,,R,Alek Manoah,R,0.2195122,0.07317073,0.33333333,0.26027397,0.34146341,0.4109589,0.75242231,0.15068493,0.32075472,11.126986473233657,1.2536032864760915,0.33151544376117426,107.64641499900023,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,20210614,2768,624414,1.0,7,4,0.0,3400,BOS,v tor,,2,1
44,BOS,6/14/2021,1,666915,Bobby Dalbec,9,N,,R,Alek Manoah,R,0.3836478,0.10062893,0.26229508,0.17857143,0.27672956,0.35,0.62672956,0.17142857,0.26027397,14.864500939516985,-4.2456882524800665,0.2786561929204929,72.12673992333595,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,10.79999999,20210614,3346,666915,1.0,9,3,0.0,2100,BOS,v tor,,2,1
45,BAL,6/14/2021,1,656775,Cedric Mullins,1,N,,R,Jean Carlos Mejia,L,0.21484375,0.078125,0.36363636,0.3,0.35968379,0.46521739,0.82490118,0.16521739,0.37058824,39.537043316649324,8.661609506594077,0.35590049127737683,128.1151173379765,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,20210614,2911,656775,1.0,1,7,15.0,3500,BAL,@ cle,,3,4
46,BAL,6/14/2021,1,641820,Trey Mancini,2,N,,R,Jean Carlos Mejia,R,0.22962963,0.08148148,0.35483871,0.24590164,0.31851852,0.44262295,0.76114147,0.19672131,0.29069767,18.20320732732449,2.4631025998774527,0.332209226820204,113.69524940129938,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,20210614,2745,641820,1.0,2,3,4.0,4500,BAL,@ cle,,3,4
47,BAL,6/14/2021,1,623993,Anthony Santander,3,N,,R,Jean Carlos Mejia,L,0.14572864,0.05025126,0.34482759,0.27717391,0.31818182,0.56521739,0.88339921,0.28804348,0.26896552,32.2961523816861,7.9057095483816955,0.3634106085850641,132.9198099064933,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,20210614,2749,623993,1.0,3,7,7.0,3000,BAL,@ cle,,3,4
48,BAL,6/14/2021,1,520471,Freddy Galvis,4,N,,R,Jean Carlos Mejia,L,0.19831224,0.08438819,0.42553191,0.23076923,0.31779661,0.43269231,0.75048892,0.20192308,0.25,31.028171309691835,2.30546610192673,0.32695843759229626,105.35259314308037,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,20210614,6261,520471,1.0,5,6,2.0,3300,BAL,@ cle,,3,4
49,BAL,6/14/2021,1,663624,Ryan Mountcastle,5,N,,R,Jean Carlos Mejia,R,0.28888889,0.05333333,0.18461538,0.26190476,0.30666667,0.3952381,0.70190477,0.13333334,0.35,26.00999920510809,-1.1706246764107426,0.30553283400005765,94.48058564912331,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,20210614,3339,663624,1.0,6,37,3.0,3200,BAL,@ cle,,3,4
50,BAL,6/14/2021,1,621466,DJ Stewart,6,N,,R,Jean Carlos Mejia,L,0.28947368,0.16842105,0.58181818,0.19607843,0.34920635,0.4248366,0.77404295,0.22875817,0.22727273,27.54061205791133,4.556911804841928,0.3427724415663058,119.49462767217771,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,20210614,2936,621466,1.0,4,7,6.0,2300,BAL,@ cle,,3,4
53,CLE,6/14/2021,1,514917,Cesar Hernandez,1,N,,R,Dean Kremer,L,0.21316614,0.10344828,0.48529412,0.26760563,0.34591195,0.39084507,0.73675702,0.12323944,0.33649289,41.853041237115505,2.926355747401362,0.3261367766737188,104.83710882620916,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,20210614,4274,514917,1.0,1,4,7.0,4500,CLE,v bal,,4,3
54,CLE,6/14/2021,1,642708,Amed Rosario,2,N,,R,Dean Kremer,R,0.28571429,0.05142857,0.18,0.19393939,0.24,0.3030303,0.5430303000000001,0.10909091,0.25225225,10.323944590300641,-10.857244797736087,0.2392091291291373,49.30717836585997,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,20210614,2817,642708,1.0,2,6,4.0,3700,CLE,v bal,,4,3
56,CLE,6/14/2021,1,592696,Eddie Rosario,4,N,,R,Dean Kremer,L,0.14685315,0.08741259,0.5952381,0.25193798,0.31818182,0.47286822,0.79105004,0.22093024,0.24630542,39.69602045392644,4.7956172523463865,0.3349519042481839,112.20820625566203,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,20210614,2548,592696,1.0,4,7,5.0,3600,CLE,v bal,,4,3
58,CLE,6/14/2021,1,623912,Harold Ramirez,6,N,,R,Dean Kremer,R,0.19565217,0.04347826,0.22222222,0.20930233,0.26086957,0.3255814,0.58645097,0.11627907,0.24242424,3.2077756211168267,-2.218064719437886,0.2513132214546204,56.8220864633368,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,20210614,2674,623912,1.0,6,7,0.0,2800,CLE,v bal,,4,3
59,CLE,6/14/2021,1,647304,Josh Naylor,7,N,,R,Dean Kremer,L,0.15,0.04,0.26666667,0.25925926,0.29648241,0.37037037,0.66685278,0.11111111,0.29487179,20.077888661270226,-4.089615388567363,0.290531087102312,81.3965766606948,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,20210614,2987,647304,1.0,7,37,0.0,3400,CLE,v bal,,4,3
60,CLE,6/14/2021,1,605548,Bradley Zimmer,9,N,,R,Dean Kremer,L,0.2826087,0.15217391,0.53846154,0.15625,0.39130435,0.25,0.64130435,0.09375,0.21052632,5.816756155897345,0.06031872015115133,0.3209831546182218,99.863401051927,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,10.87012987,20210614,2776,605548,1.0,9,7,0.0,2500,CLE,v bal,,4,3
62,CIN,6/14/2021,1,608385,Jesse Winker,2,N,,L,Eric Lauer,L,0.27848101,0.10126582,0.36363636,0.26470588,0.36708861,0.44117647,0.80826508,0.17647059,0.34883721,12.287022028092187,2.7098086066282194,0.3557718433911287,121.71676284771212,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,20210614,2766,608385,1.0,2,7,9.0,6100,CIN,@ mil,,10,2
63,CIN,6/14/2021,1,592206,Nick Castellanos,3,N,,L,Eric Lauer,R,0.18390805,0.03448276,0.1875,0.30120482,0.33333333,0.59036145,0.92369478,0.28915663,0.31147541,15.414076638482573,4.7879605340585725,0.3856689125992531,140.17501735201972,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,20210614,5217,592206,1.0,3,7,10.0,4800,CIN,@ mil,,10,2
65,CIN,6/14/2021,1,458015,Joey Votto,5,N,,L,Eric Lauer,L,0.24719101,0.15730337,0.63636364,0.17567568,0.31460674,0.32432432,0.63893106,0.14864864,0.20408163,9.259756944145284,-1.6352861234888216,0.2932826367656836,80.00742477653898,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,6.09677419,20210614,3172,458015,1.0,5,3,25.0,4100,CIN,@ mil,,10,2
66,CIN,6/14/2021,1,553993,Eugenio Suarez,6,N,,L,Eric Lauer,R,0.31958763,0.10309278,0.32258065,0.14117647,0.2371134,0.37647059,0.61358399,0.23529412,0.14,7.872407958910168,-3.973252168789207,0.2646405500235017,61.377431221576394,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,20210614,2424,553993,1.0,6,5,9.0,4400,CIN,@ mil,,10,2
68,CIN,6/14/2021,1,571657,Kyle Farmer,8,N,,L,Eric Lauer,R,0.13333333,0.04444444,0.33333333,0.30952381,0.35555556,0.42857143,0.78412699,0.11904762,0.34285714,6.593180654734111,1.1141676066217183,0.3439785944090949,113.76472553665388,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,11.67567568,20210614,2816,571657,1.0,8,6,7.0,3100,CIN,@ mil,,10,2
69,MIL,6/14/2021,1,649966,Luis Urias,1,N,,R,Vladimir Gutierrez,R,0.26086957,0.11594203,0.44444444,0.21311475,0.30434783,0.33333333,0.63768116,0.12021858,0.27419355,19.77073429638537,-5.105702652390878,0.2839079240473305,76.98320287810284,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,20210614,2919,649966,1.0,1,45,2.0,4100,MIL,v cin,,2,10
70,MIL,6/14/2021,1,592885,Christian Yelich,3,N,,R,Vladimir Gutierrez,L,0.31034483,0.18103448,0.58333333,0.19148936,0.34482759,0.34574468,0.69057227,0.15425532,0.25925926,27.456800080723013,-1.1564962865050081,0.3118959553863691,93.66892643911041,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,20210614,7793,592885,1.0,3,7,10.0,6200,MIL,v cin,,2,10
