,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,BAL,6/17/2021,1,605347.0,Jorge Lopez,SP,Y,,3,6,0,8.07692308,3.46153846,2.33333333,1.84615385,0.20588235,0.08823529,0.11764706,0.24666667,1.33333333,0.26363636,0.60747664,5.343756565373983,4.579834469562396,7.94117647,3.35294118,2.36842105,1.41176471,0.19650655,0.08296943,0.11353712,0.2970297,1.54901961,0.34210526,0.68681319,4.844615740751013,4.265998888210489,24.23076924,10.38461538,6.999999989999999,5.53846155,0.61764705,0.26470587,0.35294117999999997,0.74000001,3.99999999,0.79090908,1.82242992,16.03126969612195,13.739503408687188,47.64705882,20.11764708,14.210526299999998,8.47058826,1.1790393,0.49781657999999995,0.6812227200000001,1.7821782000000002,9.29411766,2.05263156,4.1208791399999996,29.067694444506074,25.59599332926293,20210617,132b,605347,1.0,0,1.0,0.95,7300.0,BAL,@ cle,,3,10
1,CLE,6/17/2021,1,669212.0,Eli Morgan,SP,Y,,3,6,0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,16.13757915496826,4.883103457093238,3.375,6.74999999,0.5,0.0,0.06666667,0.13333333,-0.06666666,0.5,3.0,0.5,0.5,4.637579154968262,7.255865603007869,0.0,0.0,0.0,27.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,48.41273746490478,14.649310371279714,20.25,40.49999994,3.0,0.0,0.40000002,0.7999999799999999,-0.39999996000000004,3.0,18.0,3.0,3.0,27.825474929809573,43.53519361804722,20210617,166g,669212,1.0,0,1.0,8.65,7000.0,CLE,v bal,,10,3
2,ARI,6/17/2021,1,668678.0,Zac Gallen,SP,Y,,5,3,1,7.8,4.0,1.95,0.6,0.20526316,0.10526316,0.1,0.22891566,1.28888889,0.28,0.75704225,3.845324237055564,4.429694545154645,12.57763975,3.1863354,3.94736842,1.17391304,0.34722222,0.08796296,0.25925926,0.17948718,1.00621118,0.24561404,0.86283186,3.1940014651828896,3.2472060817704587,39.0,20.0,9.75,3.0,1.0263158,0.5263158,0.5,1.1445783,6.44444445,1.4000000000000001,3.78521125,19.226621185277818,22.148472725773225,37.732919249999995,9.559006199999999,11.84210526,3.52173912,1.0416666600000002,0.26388888,0.77777778,0.53846154,3.0186335399999997,0.73684212,2.58849558,9.582004395548669,9.741618245311376,20210617,154k,668678,1.0,9,1.0,0.4,8700.0,ARI,@ sfo,,3,10
3,SF,6/17/2021,1,592332.0,Kevin Gausman,SP,N,,5,3,1,11.57142857,1.8,6.42857143,0.77142857,0.32608696,0.05072464,0.27536232,0.19615385,0.92857143,0.27108434,0.86572438,2.3040236217472394,2.8889045158338083,10.96039604,2.40594059,4.55555556,0.93564356,0.31297709999999995,0.06870229,0.24427481,0.17355372,0.89108911,0.22580645,0.75697211,2.8785897242615475,3.0931004635156203,57.85714285,9.0,32.14285715,3.85714285,1.6304348,0.2536232,1.3768116,0.9807692499999999,4.64285715,1.3554217,4.3286219,11.520118108736197,14.44452257916904,32.88118812,7.2178217700000005,13.66666668,2.8069306800000002,0.9389312999999999,0.20610687,0.73282443,0.52066116,2.67326733,0.67741935,2.27091633,8.635769172784642,9.27930139054686,20210617,116k,592332,1.0,9,1.0,27.0,9600.0,SFO,v ari,,10,3
4,TOR,6/17/2021,1,643615.0,TJ Zeuch,SP,N,,2,7,0,1.58823529,9.52941176,0.16666667,3.17647059,0.03030303,0.18181818,-0.15151515,0.40740741,3.0,0.375,0.77464789,10.56834643279486,8.816915418110053,4.0754717000000005,2.54716981,1.6,2.03773585,0.11267606,0.07042254,0.04225352,0.21212121,1.0754716999999998,0.18518519,0.74626866,6.052815715191421,4.939600693949692,3.17647058,19.05882352,0.33333334,6.35294118,0.06060606,0.36363636,-0.3030303,0.81481482,6.0,0.75,1.54929578,21.13669286558972,17.633830836220106,28.528301900000002,17.830188670000002,11.200000000000001,14.264150949999998,0.78873242,0.49295778,0.29577464000000003,1.48484847,7.528301899999999,1.29629633,5.22388062,42.36971000633994,34.57720485764784,20210617,157h,643615,1.0,0,1.0,2.55,6200.0,TOR,v nyy,,4,8
5,CHC,6/17/2021,1,543294.0,Kyle Hendricks,SP,N,,4,4,1,8.82692308,1.29807692,6.8,1.81730769,0.23943662,0.03521127,0.20422535,0.26394052,1.16826923,0.3,0.86750789,4.354180712439326,3.7863332877483926,5.69058296,1.0896861,5.22222222,1.4529148,0.15409836,0.0295082,0.12459016,0.26712329,1.17040359,0.28085106,0.78947368,4.442888540324257,4.043192551022464,35.30769232,5.19230768,27.2,7.26923076,0.95774648,0.14084508,0.8169014,1.05576208,4.67307692,1.2,3.47003156,17.416722849757303,15.14533315099357,22.76233184,4.3587444,20.88888888,5.8116592,0.61639344,0.1180328,0.49836064,1.06849316,4.68161436,1.12340424,3.15789472,17.77155416129703,16.172770204089858,20210617,125a,543294,1.0,9,1.0,29.1,8800.0,CHC,@ nym,,2,0
6,NYM,6/17/2021,1,573186.0,Marcus Stroman,SP,N,,4,4,1,6.62264151,1.27358491,5.2,0.76415094,0.18978102,0.03649635,0.15328467,0.23622047,0.99056604,0.26732673,0.82317073,3.3639942449682616,3.1494500258632385,7.97727273,2.45454545,3.25,1.22727273,0.21138211,0.06504065,0.14634146,0.22608696,1.15909091,0.25882353,0.73943662,3.955760974968261,3.730202968282744,26.49056604,5.09433964,20.8,3.05660376,0.75912408,0.1459854,0.61313868,0.94488188,3.96226416,1.06930692,3.29268292,13.455976979873046,12.597800103452954,31.90909092,9.8181818,13.0,4.90909092,0.84552844,0.2601626,0.58536584,0.90434784,4.63636364,1.03529412,2.95774648,15.823043899873044,14.920811873130976,20210617,123u,573186,1.0,9,1.0,24.75,8600.0,NYM,v chc,,0,2
7,STL,6/17/2021,1,607231.0,John Gant,SP,N,,3,5,1,7.53488372,7.22093023,1.04347826,0.31395349,0.19354839,0.18548387,0.00806452,0.18181818,1.43023256,0.22666667,0.88669951,4.437041579867671,5.6594690240648795,8.02702703,4.37837838,1.83333333,0.0,0.20496894,0.11180124,0.0931677,0.24285714,1.40540541,0.31192661,0.8490565999999999,2.909372489318528,3.768424998366601,22.60465116,21.662790689999998,3.1304347800000003,0.94186047,0.5806451699999999,0.55645161,0.024193560000000003,0.5454545399999999,4.29069768,0.68000001,2.66009853,13.311124739603013,16.97840707219464,40.135135149999996,21.8918919,9.16666665,0.0,1.0248447,0.5590062,0.46583850000000004,1.2142857,7.02702705,1.55963305,4.245283,14.546862446592641,18.842124991833003,20210617,132g,607231,1.0,9,1.0,10.4,7500.0,STL,@ atl,,0,4
8,ATL,6/17/2021,1,450203.0,Charlie Morton,SP,N,,3,5,1,12.10344828,3.95689655,3.05882353,1.62931035,0.30952381,0.10119048,0.20833333,0.22377622,1.26724138,0.29069767,0.61946903,4.60859804275327,3.920224774861942,9.09782609,2.20108696,4.13333333,0.58695652,0.23220974,0.05617978,0.17602996,0.27235772,1.33695652,0.34615385,0.6840795999999999,2.9120337252868214,3.3191056168105684,36.31034484,11.870689650000001,9.176470590000001,4.88793105,0.9285714300000001,0.30357144,0.6249999900000001,0.67132866,3.80172414,0.8720930100000001,1.85840709,13.82579412825981,11.760674324585825,45.48913045,11.0054348,20.66666665,2.9347826,1.1610487,0.2808989,0.8801498000000001,1.3617886000000001,6.6847826,1.7307692499999998,3.4203979999999996,14.560168626434107,16.59552808405284,20210617,1575,450203,1.0,9,1.0,32.25,7200.0,ATL,v stl,,4,0
9,CHW,6/17/2021,1,656302.0,Dylan Cease,SP,N,,2,7,0,8.12903226,4.64516129,1.75,1.4516129,0.20740741,0.11851852,0.08888889,0.22566372,1.33870968,0.24848485,0.85526316,5.343945084108934,5.174427680251728,9.88235294,5.11764706,1.93103448,1.23529412,0.25112108,0.13004484,0.12107624,0.24210526,1.47058824,0.3,0.77039275,4.5169128041873945,4.938634829135502,16.25806452,9.29032258,3.5,2.9032258,0.41481482,0.23703704,0.17777778,0.45132744,2.67741936,0.4969697,1.71052632,10.687890168217868,10.348855360503457,69.17647058,35.82352942,13.51724136,8.64705884,1.75784756,0.9103138799999999,0.84753368,1.69473682,10.294117680000001,2.1,5.39274925,31.61838962931176,34.570443803948514,20210617,155a,656302,1.0,0,1.0,-0.7,9500.0,CHW,@ hou,,2,10
