,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,PIT,6/28/2021,1,542881,Tyler Anderson,SP,N,,3,5,1,6.40206186,2.22680412,2.875,0.83505155,0.16788321,0.05839416,0.10948905,0.25806452,1.2371134,0.29,0.6443299,3.97056588697358,4.982849484836042,7.78651685,3.43820225,2.26470588,1.21348315,0.20316623,0.08970976,0.11345647,0.24924925,1.31460674,0.27843137,0.7312253000000001,4.365435936446743,5.01500324149055,19.20618558,6.68041236,8.625,2.5051546499999997,0.50364963,0.17518248,0.32846715000000004,0.7741935600000001,3.7113401999999995,0.8699999999999999,1.9329897,11.91169766092074,14.948548454508128,38.93258425,17.19101125,11.323529400000002,6.06741575,1.01583115,0.44854879999999997,0.56728235,1.24624625,6.573033700000001,1.3921568500000001,3.6561265000000005,21.827179682233716,25.07501620745275,20210628,130x,542881,1.0,9,1.0,9.65,7700.0,PIT,@ col,,0,2
1,COL,6/28/2021,1,607536,Kyle Freeland,SP,Y,,2,6,1,9.34615385,3.63461539,2.57142857,2.59615385,0.21686747,0.08433735,0.13253012,0.31506849,1.73076923,0.34615385,0.66666667,6.239793530349207,3.692420959740939,4.74874372,3.25628141,1.45833333,0.81407035,0.12323944,0.08450704,0.0387324,0.28740157,1.46231156,0.31162791,0.82073434,4.570237783198951,5.105467794564838,18.6923077,7.26923078,5.14285714,5.1923077,0.43373494,0.1686747,0.26506024,0.63013698,3.46153846,0.6923077,1.33333334,12.479587060698414,7.384841919481878,28.49246232,19.537688460000002,8.74999998,4.8844221,0.7394366400000001,0.5070422400000001,0.2323944,1.72440942,8.77386936,1.86976746,4.92440604,27.421426699193702,30.632806767389027,20210628,140b,607536,1.0,9,1.0,26.25,6400.0,COL,v pit,,2,0
2,PHI,6/28/2021,1,675921,Spencer Howard,SP,Y,,4,4,1,9.5,6.0,1.58333333,2.0,0.21590909,0.13636364,0.07954545,0.28378378,1.83333333,0.32692308,0.66901408,6.116920304279086,5.8554293486354885,10.35,4.05,2.55555556,0.9,0.25842697,0.1011236,0.15730337,0.25,1.4,0.32075472,0.80882353,3.821678225208355,4.271302691359353,38.0,24.0,6.33333332,8.0,0.86363636,0.54545456,0.3181818,1.13513512,7.33333332,1.30769232,2.67605632,24.467681217116343,23.421717394541954,41.4,16.2,10.22222224,3.6,1.03370788,0.4044944,0.62921348,1.0,5.6,1.28301888,3.23529412,15.28671290083342,17.085210765437413,20210628,160r,675921,1.0,9,1.0,0.25,6900.0,PHI,@ cin,,4,12
3,CIN,6/28/2021,1,489119,Wade Miley,SP,Y,,2,6,1,7.53488372,1.88372093,4.0,0.0,0.21818182,0.05454545,0.16363637,0.15686275,0.76744186,0.20512821,0.83333333,2.3178993647609656,3.439426634558065,7.24832215,3.62416107,2.0,0.72483221,0.18348624,0.09174312,0.09174312,0.25,1.38926174,0.29411765,0.71428571,3.8527561951658296,3.8470525939352576,15.06976744,3.76744186,8.0,0.0,0.43636364,0.1090909,0.32727274,0.3137255,1.53488372,0.41025642,1.66666666,4.635798729521931,6.87885326911613,43.4899329,21.74496642,12.0,4.34899326,1.10091744,0.55045872,0.55045872,1.5,8.33557044,1.7647059,4.28571426,23.116537170994977,23.082315563611544,20210628,108j,489119,1.0,9,1.0,12.9,9000.0,CIN,v phi,,12,4
4,LAA,6/28/2021,1,605164,Dylan Bundy,SP,N,,1,8,0,8.50276243,2.98342541,2.85,1.49171271,0.22178988,0.07782101,0.14396887,0.24137931,1.25966851,0.2754491,0.72307692,4.579734688377004,4.510502810939671,10.8,1.90588235,5.66666667,1.11176471,0.29310345,0.05172414,0.24137931,0.22429907,1.05882353,0.28873239,0.60150376,3.1644994735717766,3.2313434334440894,8.50276243,2.98342541,2.85,1.49171271,0.22178988,0.07782101,0.14396887,0.24137931,1.25966851,0.2754491,0.72307692,4.579734688377004,4.510502810939671,86.4,15.2470588,45.33333336,8.89411768,2.3448276,0.41379312,1.93103448,1.79439256,8.47058824,2.30985912,4.81203008,25.315995788574213,25.850747467552715,20210628,110u,605164,1.0,0,1.0,-2.65,8200.0,LAA,@ nyy,,5,3
5,WAS,6/28/2021,1,502179,Paolo Espino,SP,N,,5,3,1,4.90909091,1.63636364,3.0,0.81818182,0.13953488,0.04651163,0.09302325,0.24390244,1.09090909,0.26470588,0.75471698,3.78536353617768,5.000419649826698,9.75,1.5,6.5,1.5,0.2826087,0.04347826,0.23913044,0.18181818,0.83333333,0.20689655,0.97222222,3.654030460796477,3.5847263993637966,24.54545455,8.181818199999999,15.0,4.090909099999999,0.6976744,0.23255815,0.46511625,1.2195122,5.45454545,1.3235294,3.7735849,18.926817680888398,25.00209824913349,29.25,4.5,19.5,4.5,0.8478261,0.13043478,0.7173913199999999,0.5454545399999999,2.49999999,0.6206896500000001,2.91666666,10.962091382389431,10.75417919809139,20210628,141f,502179,1.0,9,1.0,18.25,5600.0,WAS,v nym,,8,4
6,KC,6/28/2021,1,518633,Danny Duffy,SP,N,,1,8,0,11.11764706,1.58823529,7.0,1.58823529,0.30882353,0.04411765,0.26470588,0.2,0.94117647,0.24390244,1.0,3.5169128041768376,3.2489263917195648,9.33333333,3.44444444,2.70967742,1.0,0.24418605,0.09011628,0.15406977,0.24509804,1.30864198,0.30275229,0.75471698,3.7620773077576137,4.707709525985481,11.11764706,1.58823529,7.0,1.58823529,0.30882353,0.04411765,0.26470588,0.2,0.94117647,0.24390244,1.0,3.5169128041768376,3.2489263917195648,74.66666664,27.55555552,21.67741936,8.0,1.9534884,0.72093024,1.23255816,1.96078432,10.46913584,2.42201832,6.03773584,30.09661846206091,37.66167620788385,20210628,106n,518633,1.0,0,1.0,-0.1,8800.0,KAN,@ bos,,5,6
7,BOS,6/28/2021,1,572070,Garrett Richards,SP,Y,,3,6,0,7.83870968,3.65806452,2.14285714,1.39354839,0.19736842,0.09210526,0.10526316,0.2961165,1.58709677,0.34415584,0.80508475,4.6536062972495635,4.249427185932474,7.99441341,3.92178771,2.03846154,0.60335196,0.218107,0.10699588,0.11111112,0.21226415,1.18994413,0.2611465,0.78947368,3.714714639587593,4.7104348626200565,23.51612904,10.97419356,6.428571419999999,4.18064517,0.59210526,0.27631578,0.31578947999999996,0.8883495,4.76129031,1.03246752,2.4152542500000003,13.96081889174869,12.748281557797421,47.96648046,23.530726259999998,12.23076924,3.6201117600000003,1.3086419999999999,0.64197528,0.6666667199999999,1.2735849000000001,7.13966478,1.5668790000000001,4.73684208,22.28828783752556,28.26260917572034,20210628,108h,572070,1.0,0,1.0,2.15,6900.0,BOS,v kan,,6,5
8,CLE,6/28/2021,1,669212,Eli Morgan,SP,N,,5,4,0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,16.13757915496826,4.883103457093238,3.375,6.74999999,0.5,0.0,0.06666667,0.13333333,-0.06666666,0.5,3.0,0.5,0.5,4.637579154968262,7.255865603007869,0.0,0.0,0.0,45.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,80.68789577484131,24.41551728546619,13.5,26.99999996,2.0,0.0,0.26666668,0.53333332,-0.26666664,2.0,12.0,2.0,2.0,18.550316619873048,29.023462412031478,20210628,166g,669212,1.0,0,1.0,11.65,6200.0,CLE,v det,,13,5
9,CHC,6/28/2021,1,543294,Kyle Hendricks,SP,N,,3,5,1,8.82692308,1.29807692,6.8,1.81730769,0.23943662,0.03521127,0.20422535,0.26394052,1.16826923,0.3,0.86750789,4.354180712439326,3.7863332877483926,5.69058296,1.0896861,5.22222222,1.4529148,0.15409836,0.0295082,0.12459016,0.26712329,1.17040359,0.28085106,0.78947368,4.442888540324257,4.043192551022464,26.48076924,3.89423076,20.4,5.45192307,0.71830986,0.10563381000000001,0.61267605,0.79182156,3.50480769,0.8999999999999999,2.60252367,13.062542137317976,11.358999863245177,28.452914800000002,5.4484305,26.1111111,7.2645740000000005,0.7704918,0.14754099999999998,0.6229508,1.33561645,5.8520179500000005,1.4042553,3.9473683999999998,22.214442701621287,20.215962755112322,20210628,125a,543294,1.0,9,1.0,8.1,9100.0,CHC,@ mil,,4,14
