,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,COL,5/29/2021,1,592351,Jon Gray,SP,Y,,7,1,1,5.25,3.6,1.45833333,1.5,0.13207547,0.09056604,0.04150943,0.24680851,1.36666667,0.24870466,0.53521127,5.509414524499234,5.479706894023871,7.92857143,3.0,2.64285714,0.85714286,0.20670391,0.07821229,0.12849162,0.25465839,1.30952381,0.30081301,0.71428571,3.703999697330546,4.132213472236259,36.75,25.2,10.20833331,10.5,0.92452829,0.63396228,0.29056601,1.7276595700000001,9.56666669,1.74093262,3.74647889,38.565901671494636,38.3579482581671,7.92857143,3.0,2.64285714,0.85714286,0.20670391,0.07821229,0.12849162,0.25465839,1.30952381,0.30081301,0.71428571,3.703999697330546,4.132213472236259,20210529,130k,592351,1.0,9,1,0.55,6700,COL,@ pit,,0,7(F7)
1,PIT,5/29/2021,1,664141,JT Brubaker,SP,Y,,4,4,1,8.70394737,3.375,2.57894737,0.88815789,0.22171946,0.08597285,0.13574661,0.27040816,1.42105263,0.33333333,0.86956522,3.8750257935717776,4.232606300401216,9.51923077,1.90384615,5.0,1.90384615,0.24886878,0.04977376,0.19909502,0.24,1.13461538,0.26811594,0.625,4.775742506094313,3.4953351472432796,34.81578948,13.5,10.31578948,3.55263156,0.88687784,0.3438914,0.54298644,1.08163264,5.68421052,1.33333332,3.47826088,15.50010317428711,16.930425201604866,38.07692308,7.6153846,20.0,7.6153846,0.99547512,0.19909504,0.79638008,0.96,4.53846152,1.07246376,2.5,19.102970024377253,13.981340588973119,20210529,158j,664141,1.0,9,1,23.9,8000,PIT,v col,,7,0(F7)
2,PHI,5/29/2021,1,554430,Zack Wheeler,SP,Y,,5,4,0,9.23076923,2.30769231,4.0,0.57692308,0.25396825,0.06349206,0.19047619,0.21799308,1.06410256,0.28292683,0.7654321,2.906248508023937,3.234014726421509,8.72123894,1.67256637,5.21428571,0.59734513,0.25,0.04794521,0.20205479,0.23333333,1.02212389,0.29743590000000003,0.77333333,2.8437713074000057,3.239184904724872,46.15384615,11.538461550000001,20.0,2.8846154000000004,1.26984125,0.31746030000000003,0.95238095,1.0899654,5.3205128,1.4146341500000001,3.8271604999999997,14.531242540119685,16.170073632107545,34.88495576,6.69026548,20.85714284,2.38938052,1.0,0.19178084,0.80821916,0.93333332,4.08849556,1.1897436000000001,3.09333332,11.375085229600023,12.956739618899489,20210529,110h,554430,1.0,0,1,34.15,9900,PHI,@ tam,,3,5
3,TB,5/29/2021,1,642232,Ryan Yarbrough,SP,Y,,2,7,0,8.65384615,3.11538462,2.77777778,0.69230769,0.21367521,0.07692308,0.13675213,0.25961538,1.38461538,0.32051282,0.8839779000000001,3.627418462737835,4.330048045370085,6.77351916,1.41114983,4.8,1.22299652,0.18414322,0.03836317,0.14578005,0.24861878,1.09756098,0.27304965,0.66805846,4.175153787887599,4.228980608563161,17.3076923,6.23076924,5.55555556,1.38461538,0.42735042,0.15384616,0.27350426,0.51923076,2.76923076,0.64102564,1.7679558000000002,7.25483692547567,8.66009609074017,47.41463412,9.878048810000001,33.6,8.560975639999999,1.28900254,0.26854219,1.02046035,1.7403314600000002,7.682926859999999,1.91134755,4.67640922,29.22607651521319,29.602864259942123,20210529,145u,642232,1.0,0,1,18.75,6200,TAM,v phi,,5,3
4,MIL,5/29/2021,1,642547,Freddy Peralta,SP,Y,,6,2,1,11.73103448,4.46896552,2.625,0.74482759,0.31979695,0.12182741,0.19796954,0.15060241,1.0137931,0.20792079,0.82644628,3.4247390971943865,4.279755694365745,15.2,3.0,5.06666667,0.8,0.42937853,0.08474576,0.34463277,0.1625,0.91111111,0.27160494,0.71428571,1.9975775568280707,2.248386087351375,70.38620688,26.81379312,15.75,4.46896554,1.9187817000000003,0.73096446,1.18781724,0.90361446,6.0827586,1.24752474,4.95867768,20.54843458316632,25.67853416619447,30.4,6.0,10.13333334,1.6,0.85875706,0.16949152,0.68926554,0.325,1.82222222,0.54320988,1.42857142,3.9951551136561414,4.49677217470275,20210529,147h,642547,1.0,9,1,31.25,10100,MIL,@ was,,4,1(F7)
5,WAS,5/29/2021,1,571578,Patrick Corbin,SP,Y,,2,6,1,9.10843374,2.27710843,4.0,0.65060241,0.25,0.0625,0.1875,0.24038462,1.15662651,0.30666667,0.75342466,2.842117344264428,3.1238723983149703,7.26923077,3.11538462,2.33333333,1.88811189,0.17782910000000002,0.07621247,0.10161663,0.31806616,1.65734266,0.34883721,0.73484848,5.3792922153808735,4.529660262360131,18.21686748,4.55421686,8.0,1.30120482,0.5,0.125,0.375,0.48076924,2.31325302,0.61333334,1.50684932,5.684234688528856,6.247744796629941,43.61538462,18.69230772,13.999999979999998,11.32867134,1.0669746,0.45727482,0.60969978,1.90839696,9.94405596,2.09302326,4.40909088,32.275753292285245,27.177961574160783,20210529,111p,571578,1.0,9,1,9.65,7000,WAS,v mil,,1,4(F7)
6,BAL,5/29/2021,1,518774,Matt Harvey,SP,Y,,4,5,0,5.93406593,2.96703297,2.0,2.37362637,0.13888889,0.06944444,0.06944445,0.31538462,1.68131868,0.31730769,0.52631579,6.445523906688126,5.896893740619872,9.54545455,3.27272727,2.91666667,1.63636364,0.21472393,0.07361963,0.1411043,0.34666667,1.93939394,0.41818182,0.70143885,4.479614002087192,3.7360456906731487,23.73626372,11.86813188,8.0,9.49450548,0.55555556,0.27777776,0.2777778,1.26153848,6.72527472,1.26923076,2.10526316,25.782095626752504,23.587574962479486,47.727272750000004,16.36363635,14.58333335,8.181818199999999,1.07361965,0.36809815,0.7055214999999999,1.73333335,9.6969697,2.0909090999999997,3.5071942499999995,22.398070010435962,18.680228453365743,20210529,113l,518774,1.0,0,1,3.95,6600,BAL,@ chw,,4,7(F7)
7,CHW,5/29/2021,1,572971,Dallas Keuchel,SP,Y,,1,8,0,6.65217391,2.73913043,2.42857143,0.39130435,0.17,0.07,0.1,0.25,1.30434783,0.2972973,0.84459459,3.2945441040189962,3.9153867623434255,4.9245283,2.46226415,2.0,0.8490565999999999,0.13425926,0.06712963,0.06712963,0.23809524,1.16981132,0.25449102,0.81081081,4.145123623032089,4.168138729907431,6.65217391,2.73913043,2.42857143,0.39130435,0.17,0.07,0.1,0.25,1.30434783,0.2972973,0.84459459,3.2945441040189962,3.9153867623434255,39.3962264,19.6981132,16.0,6.7924527999999995,1.07407408,0.53703704,0.53703704,1.90476192,9.35849056,2.03592816,6.48648648,33.16098898425671,33.34510983925945,20210529,112n,572971,1.0,0,1,5.85,6400,CHW,v bal,,7,4(F7)
8,KC,5/29/2021,1,429722,Ervin Santana,SP,Y,,4,5,0,6.51724138,3.72413793,1.75,2.79310345,0.17073171,0.09756098,0.07317073,0.24324324,1.34482759,0.22222222,1.0,6.9651653649682626,5.639254795334026,4.21875,0.84375,5.0,0.0,0.125,0.025,0.1,0.17948718,0.75,0.20588235,0.5,2.481329154968262,4.608686897723357,26.06896552,14.89655172,7.0,11.1724138,0.68292684,0.39024392,0.29268292,0.97297296,5.37931036,0.88888888,4.0,27.86066145987305,22.557019181336106,21.09375,4.21875,25.0,0.0,0.625,0.125,0.5,0.8974359,3.75,1.02941175,2.5,12.406645774841309,23.043434488616782,20210529,1396,429722,1.0,0,1,1.75,4000,KAN,@ min,,5,6
9,MIN,5/29/2021,1,457918,JA Happ,SP,Y,,0,9,0,6.44776119,2.01492537,3.2,0.80597015,0.19047619,0.05952381,0.13095238,0.18181818,0.85074627,0.2,0.75581395,3.7094470237698967,3.672209023522498,7.23829787,2.98723404,2.42307692,1.60851064,0.18975904,0.07831325,0.11144579,0.24916944,1.2893617,0.26872247,0.74340528,4.948869649891575,5.2461296632197945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.14468083,26.88510636,21.80769228,14.47659576,1.70783136,0.70481925,1.00301211,2.24252496,11.6042553,2.41850223,6.69064752,44.53982684902418,47.21516696897815,20210529,1032,457918,1.0,0,1,18.25,6600,MIN,v kan,,6,5
