,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,num_L_bats,num_R_bats,is_nl,k_9_l,bb_9_l,k_bb_l,hr_9_l,k_pct_l,bb_pct_l,k_bb_pct_l,bat_avg_l,whip_l,babip_l,lob_pct_l,fip_l,xfip_l,k_9_r,bb_9_r,k_bb_r,hr_9_r,k_pct_r,bb_pct_r,k_bb_pct_r,bat_avg_r,whip_r,babip_r,lob_pct_r,fip_r,xfip_r,k_9_l_tot,bb_9_l_tot,k_bb_l_tot,hr_9_l_tot,k_pct_l_tot,bb_pct_l_tot,k_bb_pct_l_tot,bat_avg_l_tot,whip_l_tot,babip_l_tot,lob_pct_l_tot,fip_l_tot,xfip_l_tot,k_9_r_tot,bb_9_r_tot,k_bb_r_tot,hr_9_r_tot,k_pct_r_tot,bb_pct_r_tot,k_bb_pct_r_tot,bat_avg_r_tot,whip_r_tot,babip_r_tot,lob_pct_r_tot,fip_r_tot,xfip_r_tot,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,WAS,6/3/2021,1,571578,Patrick Corbin,SP,Y,,1,7,1,9.10843374,2.27710843,4.0,0.65060241,0.25,0.0625,0.1875,0.24038462,1.15662651,0.30666667,0.75342466,2.842117344264428,3.1238723983149703,7.26923077,3.11538462,2.33333333,1.88811189,0.17782910000000002,0.07621247,0.10161663,0.31806616,1.65734266,0.34883721,0.73484848,5.3792922153808735,4.529660262360131,9.10843374,2.27710843,4.0,0.65060241,0.25,0.0625,0.1875,0.24038462,1.15662651,0.30666667,0.75342466,2.842117344264428,3.1238723983149703,50.88461539,21.80769234,16.33333331,13.21678323,1.2448037,0.5334872900000001,0.71131641,2.22646312,11.601398620000001,2.44186047,5.14393936,37.65504550766612,31.707621836520914,20210603,111p,571578,1.0,9,1,7.2,6500,WAS,@ atl,,1,5
1,ATL,6/3/2021,1,656353,Tucker Davidson,SP,Y,,2,6,1,18.0,9.0,2.0,0.0,0.47058824,0.23529412,0.23529412,0.07692308,1.25,0.2,0.8,2.15103931427002,2.587420389801264,3.85714285,5.78571428,0.66666667,1.92857143,0.0952381,0.14285714,-0.04761904,0.22857143,1.5,0.2,0.44642857,6.998567764785245,6.722442086586256,36.0,18.0,4.0,0.0,0.94117648,0.47058824,0.47058824,0.15384616,2.5,0.4,1.6,4.30207862854004,5.174840779602528,23.1428571,34.714285679999996,4.00000002,11.571428580000001,0.5714286000000001,0.85714284,-0.28571424,1.37142858,9.0,1.2000000000000002,2.67857142,41.99140658871147,40.33465251951754,20210603,163q,656353,1.0,9,1,19.15,4900,ATL,v was,,5,1
2,TB,6/3/2021,1,642232,Ryan Yarbrough,SP,Y,,2,7,0,8.65384615,3.11538462,2.77777778,0.69230769,0.21367521,0.07692308,0.13675213,0.25961538,1.38461538,0.32051282,0.8839779000000001,3.627418462737835,4.330048045370085,6.77351916,1.41114983,4.8,1.22299652,0.18414322,0.03836317,0.14578005,0.24861878,1.09756098,0.27304965,0.66805846,4.175153787887599,4.228980608563161,17.3076923,6.23076924,5.55555556,1.38461538,0.42735042,0.15384616,0.27350426,0.51923076,2.76923076,0.64102564,1.7679558000000002,7.25483692547567,8.66009609074017,47.41463412,9.878048810000001,33.6,8.560975639999999,1.28900254,0.26854219,1.02046035,1.7403314600000002,7.682926859999999,1.91134755,4.67640922,29.22607651521319,29.602864259942123,20210603,145u,642232,1.0,0,1,31.15,7300,TAM,@ nyy,,9,2
3,NYY,6/3/2021,1,543037,Gerrit Cole,SP,Y,,3,6,0,13.03448276,1.72906404,7.53846154,1.72906404,0.37837838,0.05019305,0.32818533,0.19341564,0.88669951,0.25757576,0.87053571,3.471794218211582,2.859506547127056,11.11111111,1.66666667,6.66666667,0.77777778,0.31847134,0.0477707,0.27070064,0.20469799,0.9382716,0.28125,0.80060423,2.3760377616337225,2.842282214797573,39.103448279999995,5.18719212,22.61538462,5.18719212,1.13513514,0.15057915,0.98455599,0.58024692,2.66009853,0.77272728,2.61160713,10.415382654634747,8.578519641381169,66.66666666,10.00000002,40.00000002,4.66666668,1.91082804,0.2866242,1.6242038399999998,1.22818794,5.6296295999999995,1.6875,4.80362538,14.256226569802335,17.05369328878544,20210603,110g,543037,1.0,0,1,11.05,11200,NYY,v tam,,2,9
4,BOS,6/3/2021,1,527048,Martin Perez,SP,Y,,1,8,0,7.04347826,2.73913043,2.57142857,0.7826086999999999,0.19148936,0.07446809,0.11702127,0.2195122,1.08695652,0.25806452,0.66176471,4.292983505854688,4.548068127389431,7.39726027,3.60616438,2.05128205,0.92465753,0.19323671,0.0942029,0.09903381,0.2479564,1.33561644,0.28825623,0.78333333,4.183097849521784,4.7922637364469525,7.04347826,2.73913043,2.57142857,0.7826086999999999,0.19148936,0.07446809,0.11702127,0.2195122,1.08695652,0.25806452,0.66176471,4.292983505854688,4.548068127389431,59.17808216,28.84931504,16.4102564,7.39726024,1.54589368,0.7536232,0.79227048,1.9836512,10.68493152,2.30604984,6.26666664,33.46478279617427,38.33810989157562,20210603,101g,527048,1.0,0,1,25.05,7600,BOS,@ hou,,5,1
5,HOU,6/3/2021,1,543606,Jake Odorizzi,SP,Y,,2,7,0,7.81578948,4.97368421,1.57142857,1.42105263,0.19642857,0.125,0.07142857,0.26530612,1.57894737,0.30555556,0.93023256,5.1381836835717785,5.086955055194574,9.34615385,1.55769231,6.0,3.11538462,0.23684211,0.03947368,0.19736843,0.28169014,1.32692308,0.29166667,0.44871795,6.27574250608834,4.319143444975066,15.63157896,9.94736842,3.14285714,2.84210526,0.39285714,0.25,0.14285714,0.53061224,3.15789474,0.61111112,1.86046512,10.276367367143557,10.173910110389148,65.42307695,10.90384617,42.0,21.80769234,1.65789477,0.27631575999999997,1.38157901,1.9718309799999998,9.28846156,2.04166669,3.14102565,43.93019754261838,30.234004114825463,20210603,114t,543606,1.0,0,1,0.55,8100,HOU,v bos,,1,5
6,TEX,6/3/2021,1,592314,Mike Foltynewicz,SP,Y,,3,5,1,5.4,3.49411765,1.54545455,2.85882353,0.1328125,0.0859375,0.046875,0.30701754,1.62352941,0.29213483,0.9039548,7.447895439791264,6.1717440138845,6.96774194,1.95967742,3.55555556,1.52419355,0.18934911,0.05325444,0.13609467,0.26582278,1.23387097,0.29166667,0.68720379,4.517914011029827,4.3099740345856326,16.200000000000003,10.482352950000001,4.63636365,8.57647059,0.3984375,0.2578125,0.140625,0.92105262,4.87058823,0.8764044900000001,2.7118643999999996,22.34368631937379,18.5152320416535,34.838709699999995,9.7983871,17.777777800000003,7.620967749999999,0.9467455499999999,0.2662722,0.68047335,1.3291138999999998,6.1693548499999995,1.4583333500000002,3.43601895,22.589570055149135,21.549870172928163,20210603,125g,592314,1.0,9,1,-3.15,5700,TEX,@ col,,6,11
7,MIA,6/3/2021,1,622694,Elieser Hernandez,SP,N,,4,4,1,11.64705882,1.05882353,11.0,1.58823529,0.32835821,0.02985075,0.29850746,0.21875,0.94117647,0.28205128,0.9375,3.414045526950109,3.323988151550293,11.8125,1.6875,7.0,2.25,0.31818182,0.04545455,0.27272727,0.19354839,0.9375,0.21621622,0.86538462,4.555202992768377,3.5493438124147962,46.58823528,4.23529412,44.0,6.35294116,1.31343284,0.119403,1.19402984,0.875,3.76470588,1.12820512,3.75,13.656182107800436,13.295952606201173,47.25,6.75,28.0,9.0,1.27272728,0.1818182,1.09090908,0.77419356,3.75,0.86486488,3.46153848,18.22081197107351,14.197375249659185,20210603,147g,622694,1.0,9,1,19.45,7600,MIA,@ pit,,3,5
8,PIT,6/3/2021,1,542881,Tyler Anderson,SP,N,,2,6,1,6.40206186,2.22680412,2.875,0.83505155,0.16788321,0.05839416,0.10948905,0.25806452,1.2371134,0.29,0.6443299,3.97056588697358,4.982849484836042,7.78651685,3.43820225,2.26470588,1.21348315,0.20316623,0.08970976,0.11345647,0.24924925,1.31460674,0.27843137,0.7312253000000001,4.365435936446743,5.01500324149055,12.80412372,4.45360824,5.75,1.6701031,0.33576642,0.11678832,0.2189781,0.51612904,2.4742268,0.58,1.2886598,7.94113177394716,9.965698969672085,46.7191011,20.6292135,13.588235280000001,7.2808989,1.21899738,0.53825856,0.68073882,1.4954955,7.88764044,1.67058822,4.3873518,26.192615618680456,30.090019448943302,20210603,130x,542881,1.0,9,1,11.0,8200,PIT,v mia,,5,3
9,ARI,6/3/2021,1,571676,Seth Frankoff,SP,N,,5,3,1,5.14285714,6.42857143,0.8,2.57142857,0.10526316,0.13157895,-0.02631579,0.40625,2.57142857,0.42307692,0.67901235,8.288127814569267,7.919960240381105,6.09677419,5.22580645,1.16666667,1.74193548,0.13461538,0.11538462,0.01923076,0.30952381,1.83870968,0.30555556,0.46511628,6.3398115187230974,6.0904076714058615,25.7142857,32.14285715,4.0,12.85714285,0.5263158,0.65789475,-0.13157895,2.03125,12.85714285,2.1153846,3.39506175,41.44063907284633,39.59980120190552,18.29032257,15.677419350000001,3.50000001,5.2258064399999995,0.40384614,0.34615386,0.05769228,0.9285714300000001,5.51612904,0.9166666800000001,1.39534884,19.019434556169294,18.271223014217583,20210603,141x,571676,,9,1,-1.55,5400,ARI,@ mil,,4,7
