,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,opp_pitch_hand,opp_pitch,bats,k_pct,bb_pct,bb_k,bat_avg,obp,slg,ops,iso,babip,wrc,wraa,woba,wrc_plus,opp_k/9,opp_bb/9,opp_k/bb,opp_hr/9,opp_k_pct,opp_bb_pct,opp_k_bb_pct,opp_avg,opp_whip,opp_babip,opp_lob_pct,opp_fip,opp_xfip,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,STL,6/11/2021,1,669242.0,Tommy Edman,1,Y,RF,R,Kohl Stewart,L,0.16489362,0.06914894,0.41935484,0.25294118,0.31648936,0.34705882,0.66354818,0.09411764,0.29347826,39.48743838868562,-6.01358864404735,0.2953452039906319,87.70826978195696,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,20210611,2996,669242,1.0,1,,5.0,,STL,@ chc,,5,8
1,STL,6/11/2021,1,666185.0,Dylan Carlson,2,Y,CF,R,Kohl Stewart,L,0.27099237,0.08778626,0.32394366,0.23175966,0.30916031,0.36909871,0.67825902,0.13733905,0.3081761,27.873883252153725,-3.611760201742322,0.29740754169522576,89.48131269465397,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,20210611,3328,666185,1.0,2,,9.0,,STL,@ chc,,5,8
2,STL,6/11/2021,1,502671.0,Paul Goldschmidt,3,Y,1B,R,Kohl Stewart,R,0.20491803,0.10655738,0.52,0.2808642,0.35890411,0.43518519,0.7940893,0.15432099,0.3375,54.61896734863633,10.212393546403579,0.3480339043760953,122.35249656511499,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,20210611,3217,502671,1.0,3,,3.0,,STL,@ chc,,5,8
3,STL,6/11/2021,1,571448.0,Nolan Arenado,4,Y,3B,R,Kohl Stewart,R,0.11180124,0.07763975,0.69444444,0.26369863,0.31987578,0.48630137,0.80617715,0.22260274,0.25609756,44.62026668500309,5.781618864947612,0.3366881923962243,107.15899372798229,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,20210611,5219,571448,1.0,4,,12.0,,STL,@ chc,,5,8
4,STL,6/11/2021,1,641933.0,Tyler O'Neill,5,Y,LF,R,Kohl Stewart,R,0.3018018,0.05855856,0.19402985,0.21287129,0.27477477,0.48019802,0.75497279,0.26732673,0.2231405,27.71098056421846,0.6925005985912644,0.32040684905138106,103.78496143576643,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,20210611,2867,641933,1.0,5,,4.0,,STL,@ chc,,5,8
5,STL,6/11/2021,1,425877.0,Yadier Molina,6,Y,C,R,Kohl Stewart,R,0.15833333,0.0375,0.23684211,0.27555556,0.30543933,0.4,0.70543933,0.12444444,0.30054645,27.206529252762607,-1.9016962865640603,0.3061267671225959,94.5610872918866,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,20210611,2209,425877,1.0,6,,9.0,,STL,@ chc,,5,8
6,STL,6/11/2021,1,572761.0,Matt Carpenter,7,Y,2B,R,Kohl Stewart,L,0.29385965,0.13596491,0.46268657,0.16842105,0.30701754,0.30526316,0.6122807,0.13684211,0.21551724,21.128178670276625,-6.741757468114878,0.2798636866881784,76.9472316275257,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,20210611,5203,572761,1.0,7,,5.0,,STL,@ chc,,5,8
7,STL,6/11/2021,1,657557.0,Paul DeJong,8,Y,SS,R,Kohl Stewart,R,0.2605364,0.09961686,0.38235294,0.23580786,0.31417625,0.38864629,0.70282254,0.15283843,0.28846154,30.235846392491396,-1.49060595812506,0.30820700994396577,95.93380466827305,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,10.12499999,20210611,2782,657557,1.0,8,,0.0,,STL,@ chc,,5,8
8,CHC,6/11/2021,1,592626.0,Joc Pederson,1,Y,LF,R,Johan Oviedo,L,0.24481328,0.08713693,0.35593220000000003,0.21153846,0.30416667,0.42307692,0.72724359,0.21153846,0.23404255,29.13243012732449,-0.11025889360723352,0.3151604267458121,99.89866999362957,5.0625,5.0625,5.0625,5.0625,5.0625,5.0625,5.0625,5.0625,5.0625,5.0625,5.0625,5.0625,5.0625,20210611,2523,592626,1.0,1,,26.0,,CHC,v stl,,8,5
9,CHC,6/11/2021,1,592178.0,Kris Bryant,2,Y,CF,R,Johan Oviedo,R,0.26335878,0.08396947,0.31884058,0.23931624,0.31679389,0.41452991,0.7313238000000001,0.17521367,0.29936306,32.234714078408516,0.686525228124899,0.3183963520316785,100.73164538413172,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,8.59090909,20210611,2554,592178,1.0,2,,0.0,,CHC,v stl,,8,5
