,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,opp_pitch_hand,opp_pitch,bats,k_pct,bb_pct,bb_k,bat_avg,obp,slg,ops,iso,babip,wrc,wraa,woba,wrc_plus,opp_k/9,opp_bb/9,opp_k/bb,opp_hr/9,opp_k_pct,opp_bb_pct,opp_k_bb_pct,opp_avg,opp_whip,opp_babip,opp_lob_pct,opp_fip,opp_xfip,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
0,CHW,6/1/2021,1,641313,Tim Anderson,1,Y,SS,R,Shane Bieber,R,0.25423729,0.03050847,0.12,0.28723404,0.31525424,0.41843972,0.73369396,0.13120568,0.36180905,36.48843949496378,0.6101764312349713,0.31843438330343216,103.717097470216,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,20210601,2704,641313,1.0,1,,6.0,,CHW,@ cle,,5,6
1,CHW,6/1/2021,1,663611,Nick Madrigal,2,Y,2B,R,Shane Bieber,R,0.07142857,0.04761905,0.66666667,0.31443299,0.36190476,0.37113402,0.73303878,0.05670103,0.33888889,27.50880451790541,2.2468472375675943,0.32601243285905745,109.65988597829599,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,20210601,3314,663611,1.0,2,,5.0,,CHW,@ cle,,5,6
2,CHW,6/1/2021,1,660162,Yoan Moncada,3,Y,3B,R,Shane Bieber,L,0.27514793,0.13905325,0.50537634,0.24475524,0.35502959,0.4020979,0.75712749,0.15734266,0.3315508,46.292841538888375,5.231297560137678,0.334841237618373,114.86736251092005,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,20210601,2736,660162,1.0,3,,10.0,,CHW,@ cle,,5,6
3,CHW,6/1/2021,1,547989,Jose Abreu,4,Y,1B,R,Shane Bieber,R,0.24225352,0.08450704,0.34883721,0.30476190000000003,0.36901408,0.55873016,0.92774424,0.25396826,0.35211268,65.50861393407496,22.286281560813517,0.3904799995786053,153.03798640873134,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,20210601,2407,547989,1.0,4,,0.0,,CHW,@ cle,,5,6
4,CHW,6/1/2021,1,606213,Yermin Mercedes,5,Y,DH,R,Shane Bieber,R,0.19696970000000005,0.06818182,0.34615385,0.29752066,0.34848485,0.45454545,0.8030303000000001,0.15702479,0.34065934,19.642670532634195,4.243410853614748,0.3498193978360205,127.00907515337828,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,20210601,3316,606213,1.0,5,,0.0,,CHW,@ cle,,5,6
5,CHW,6/1/2021,1,571875,Jake Lamb,6,Y,RF,R,Shane Bieber,L,0.28688525,0.1147541,0.4,0.19811321,0.30327869,0.35849057,0.66176926,0.16037736,0.25373134,12.773966951424285,-2.156293460970717,0.2956625169417897,87.49279912622816,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,20210601,2514,571875,1.0,6,,14.0,,CHW,@ cle,,5,6
6,CHW,6/1/2021,1,683734,Andrew Vaughn,7,Y,LF,R,Shane Bieber,R,0.25,0.07,0.28,0.20454545,0.28,0.28409091,0.56409091,0.07954546,0.265625,7.398983613582692,-4.260353221563256,0.2560648590326309,63.76296846156108,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,13.16803279,20210601,3683,683734,1.0,7,,0.0,,CHW,@ cle,,5,6
7,CHW,6/1/2021,1,641470,Zack Collins,8,Y,C,R,Shane Bieber,L,0.24324324,0.14864865,0.61111111,0.17460317,0.2972973,0.3015873,0.5988846,0.12698413,0.22727273,6.5043280578071565,-2.275477162856391,0.27539480054700705,75.58849155597122,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,20210601,2999,641470,1.0,8,,12.0,,CHW,@ cle,,5,6
8,CHW,6/1/2021,1,571740,Billy Hamilton,9,Y,CF,R,Shane Bieber,L,0.18333333,0.05,0.27272727,0.1509434,0.18965517,0.18867925,0.37833442,0.03773585,0.18181818,0.0661548558216778,-7.143888604309014,0.17009088705325948,3.900900405882076,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,20210601,6264,571740,1.0,9,,11.0,,CHW,@ cle,,5,6
9,CLE,6/1/2021,1,514917,Cesar Hernandez,1,Y,2B,R,Dylan Cease,L,0.21316614,0.10344828,0.48529412,0.26760563,0.34591195,0.39084507,0.73675702,0.12323944,0.33649289,41.853041237115505,2.926355747401362,0.3261367766737188,104.83710882620916,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,8.12903226,20210601,4274,514917,1.0,1,,3.0,,CLE,v chw,,6,5
