,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,opp_pitch_hand,opp_pitch,bats,k_pct,bb_pct,bb_k,bat_avg,obp,slg,ops,iso,babip,wrc,wraa,woba,wrc_plus,opp_k/9,opp_bb/9,opp_k/bb,opp_hr/9,opp_k_pct,opp_bb_pct,opp_k_bb_pct,opp_avg,opp_whip,opp_babip,opp_lob_pct,opp_fip,opp_xfip,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
13,TOR,6/18/2021,1,543760,Marcus Semien,1,N,,L,Bruce Zimmermann,R,0.27350427,0.05982906,0.21875,0.24545455,0.29059829,0.46363636,0.75423465,0.21818181,0.28169014,14.956792894124632,0.8328757391568467,0.3227557218991793,106.3831344102022,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,20210618,6299,543760,1.0,1,46.0,0.0,5000.0,TOR,@ bal,,1,7
14,TOR,6/18/2021,1,666182,Bo Bichette,2,N,,L,Bruce Zimmermann,R,0.27160494,0.0617284,0.22727273,0.28947368,0.33333333,0.5,0.83333333,0.21052632,0.36,12.379751455001594,2.65870186310268,0.3536766484379769,124.37044463251291,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,20210618,3253,666182,1.0,2,6.0,0.0,5800.0,TOR,@ bal,,1,7
15,TOR,6/18/2021,1,545341,Randal Grichuk,5,N,,L,Bruce Zimmermann,R,0.15652174,0.02608696,0.16666667,0.34821429,0.36521739,0.64285714,1.00807453,0.29464285,0.36046512,24.361239716499,10.381158731966163,0.4256496978842694,172.5654632475092,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,6.85074627,20210618,2468,545341,1.0,4,7.0,0.0,3800.0,TOR,@ bal,,1,7
17,TOR,6/18/2021,1,624415,Cavan Biggio,7,N,,L,Bruce Zimmermann,L,0.2734375,0.171875,0.62857143,0.26470588,0.4047619,0.38235294,0.78711484,0.11764706,0.39393939,20.137359373036976,4.427123240892045,0.35697848077804323,125.65641360996977,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,12.70588236,20210618,2986,624415,1.0,5,57.0,5.0,3900.0,TOR,@ bal,,1,7
19,BAL,6/18/2021,1,656775,Cedric Mullins,1,N,,L,Robbie Ray,L,0.16216216,0.09459459,0.58333333,0.29850746,0.36486486,0.44776119,0.81262605,0.14925373,0.33962264,11.418679262458685,2.7907700044506822,0.3565708044412973,130.11207431966778,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,11.93023256,20210618,2911,656775,1.0,1,7.0,37.0,4100.0,BAL,v tor,,7,1
20,BAL,6/18/2021,1,641820,Trey Mancini,2,N,,L,Robbie Ray,R,0.16,0.12,0.75,0.33846154,0.41333333,0.67692308,1.09025641,0.33846154,0.33333333,17.377243722618555,8.632741096259089,0.4534145690299369,195.37332925214,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20210618,2745,641820,1.0,2,3.0,2.0,5300.0,BAL,v tor,,7,1
21,BAL,6/18/2021,1,623993,Anthony Santander,3,N,,L,Robbie Ray,R,0.32203390000000004,0.05084746,0.15789474,0.21818182,0.27118644,0.41818182,0.68936826,0.2,0.29411765,6.187641749227085,-0.9772887955665204,0.2957167453685049,86.91743175388625,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20210618,2749,623993,1.0,5,7.0,0.0,3300.0,BAL,v tor,,7,1
22,BAL,6/18/2021,1,663624,Ryan Mountcastle,4,N,,L,Robbie Ray,R,0.20430108,0.06451613,0.31578947,0.30120482,0.33333333,0.45783133,0.79116466,0.15662651,0.33846154,12.809828810739155,1.6628536287423314,0.336150989737562,114.94738457872505,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20210618,3339,663624,1.0,4,37.0,5.0,3600.0,BAL,v tor,,7,1
23,BAL,6/18/2021,1,669720,Austin Hays,5,N,,L,Robbie Ray,R,0.15384615,0.05128205,0.33333333,0.29166667,0.32894737,0.54166667,0.87061404,0.25,0.30357143,12.994850157430804,3.6325157272130575,0.3708279603406003,138.98881574856912,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20210618,2845,669720,1.0,3,7.0,15.0,3000.0,BAL,v tor,,7,1
24,BAL,6/18/2021,1,520471,Freddy Galvis,6,N,,L,Robbie Ray,R,0.2173913,0.05434783,0.25,0.25287356,0.29347826,0.44827586,0.74175412,0.1954023,0.28571429,11.399076172425922,0.3418891889001674,0.3187041917572851,100.91716590568605,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20210618,6261,520471,1.0,6,6.0,12.0,3500.0,BAL,v tor,,7,1
25,BAL,6/18/2021,1,596748,Maikel Franco,7,N,,L,Robbie Ray,R,0.18421053,0.07894737,0.42857143,0.26923077,0.3245614,0.41346154,0.73802294,0.14423077,0.31707317,14.460701940317238,0.7401752301646112,0.320913084766321,103.87355444104544,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20210618,2525,596748,1.0,7,5.0,9.0,3000.0,BAL,v tor,,7,1
26,BAL,6/18/2021,1,600474,Pedro Severino,8,N,,L,Robbie Ray,R,0.21,0.12,0.57142857,0.22727273,0.32,0.35227273,0.67227273,0.125,0.265625,10.957440201269462,-1.0861040688287458,0.30120717525482177,91.10495910446541,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,20210618,2611,600474,1.0,8,2.0,5.0,3200.0,BAL,v tor,,7,1
27,CLE,6/18/2021,1,514917,Cesar Hernandez,1,N,,R,Chad Kuhl,L,0.21316614,0.10344828,0.48529412,0.26760563,0.34591195,0.39084507,0.73675702,0.12323944,0.33649289,41.853041237115505,2.926355747401362,0.3261367766737188,104.83710882620916,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,20210618,4274,514917,1.0,1,4.0,28.0,4800.0,CLE,@ pit,,10,11
28,CLE,6/18/2021,1,642708,Amed Rosario,2,N,,R,Chad Kuhl,R,0.28571429,0.05142857,0.18,0.19393939,0.24,0.3030303,0.5430303000000001,0.10909091,0.25225225,10.323944590300641,-10.857244797736087,0.2392091291291373,49.30717836585997,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,20210618,2817,642708,1.0,2,6.0,3.0,3600.0,CLE,@ pit,,10,11
30,CLE,6/18/2021,1,592696,Eddie Rosario,4,N,,R,Chad Kuhl,L,0.14685315,0.08741259,0.5952381,0.25193798,0.31818182,0.47286822,0.79105004,0.22093024,0.24630542,39.69602045392644,4.7956172523463865,0.3349519042481839,112.20820625566203,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,20210618,2548,592696,1.0,4,7.0,12.0,3600.0,CLE,@ pit,,10,11
33,CLE,6/18/2021,1,647304,Josh Naylor,7,N,,R,Chad Kuhl,L,0.15,0.04,0.26666667,0.25925926,0.29648241,0.37037037,0.66685278,0.11111111,0.29487179,20.077888661270226,-4.089615388567363,0.290531087102312,81.3965766606948,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,20210618,2987,647304,1.0,6,37.0,7.0,3300.0,CLE,@ pit,,10,11
35,PIT,6/18/2021,1,624428,Adam Frazier,1,N,,R,Jean Carlos Mejia,L,0.11695906,0.08187135,0.7,0.28338762,0.35190616,0.40716612,0.75907228,0.1237785,0.30916031,46.579983793230284,5.07887151095413,0.3340345175385125,110.71981717889255,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,20210618,2707,624428,1.0,1,4.0,14.0,4100.0,PIT,v cle,,11,10
36,PIT,6/18/2021,1,663647,Ke'Bryan Hayes,2,N,,R,Jean Carlos Mejia,R,0.22784810000000005,0.13924051,0.61111111,0.32352941,0.41772152,0.64705882,1.06478034,0.32352941,0.37777778,17.683465127028686,7.829264950134018,0.43729820808806974,177.24907119313409,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,20210618,3350,663647,1.0,2,5.0,13.0,4300.0,PIT,v cle,,11,10
37,PIT,6/18/2021,1,668804,Bryan Reynolds,3,N,,R,Jean Carlos Mejia,L,0.24916944,0.10631229,0.42666667,0.21969697,0.31333333,0.37878788,0.69212121,0.15909091,0.26815642,34.158020170781555,-2.366192763295232,0.3064852164189021,92.58235166336722,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,20210618,2964,668804,1.0,3,7.0,19.0,3000.0,PIT,v cle,,11,10
38,PIT,6/18/2021,1,570256,Gregory Polanco,4,N,,R,Jean Carlos Mejia,L,0.32926829,0.08536585,0.25925926,0.1981982,0.26422764,0.39189189,0.65611953,0.19369369,0.2481203,22.75260408224773,-7.108792006948472,0.2811639800363657,76.07805245836707,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,20210618,2456,570256,1.0,6,7.0,23.0,2300.0,PIT,v cle,,11,10
40,PIT,6/18/2021,1,607732,Jacob Stallings,6,N,,R,Jean Carlos Mejia,R,0.24757282,0.09708738,0.39215686,0.23626374,0.31372549,0.34615385,0.65987934,0.10989011,0.31007752,21.309917395548872,-3.6196922607850506,0.2943279979860081,84.63438056908255,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,20210618,2706,607732,1.0,5,2.0,15.0,3400.0,PIT,v cle,,11,10
41,PIT,6/18/2021,1,621028,Kevin Newman,7,N,,R,Jean Carlos Mejia,R,0.10408922,0.04460967,0.42857143,0.22745098,0.26119403,0.27843137,0.5396254,0.05098039,0.25110132,16.017324907784328,-16.561458880002633,0.2402850358343836,49.22174756204921,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,20210618,2916,621028,1.0,7,6.0,5.0,2200.0,PIT,v cle,,11,10
42,PIT,6/18/2021,1,664789,Ka'ai Tom,8,N,,R,Jean Carlos Mejia,L,0.26315789,0.10526316,0.4,0.15217391,0.28070175,0.23913043,0.51983218,0.08695652,0.1875,3.786728164535765,-2.8590938314974266,0.24660948598593999,57.12028417649472,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,20210618,3675,664789,1.0,8,7.0,4.0,2000.0,PIT,v cle,,11,10
43,OAK,6/18/2021,1,592192,Mark Canha,1,N,,R,Jameson Taillon,R,0.21084337,0.14457831,0.68571429,0.24528302,0.38253012,0.42641509,0.80894521,0.18113207,0.28571429,51.8396646866232,11.459810804727647,0.35808938849403205,133.47812343516534,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,20210618,2542,592192,1.0,1,7.0,10.0,4700.0,OAK,@ nyy,,5,3
44,OAK,6/18/2021,1,657656,Ramon Laureano,2,N,,R,Jameson Taillon,R,0.27884615,0.1025641,0.36781609,0.20992366,0.32371795,0.40076336,0.72448131,0.19083970000000006,0.25748503,39.16956857563538,1.2466728535441811,0.3200163348362996,107.8106129335301,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,20210618,2908,657656,1.0,2,7.0,5.0,3800.0,OAK,@ nyy,,5,3
45,OAK,6/18/2021,1,621566,Matt Olson,3,N,,R,Jameson Taillon,L,0.22875817,0.14052288,0.61428571,0.22692308,0.33660131,0.49230769,0.828909,0.26538461,0.22674419,46.15137087222909,8.820814680725094,0.351790466914476,128.9946238526849,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,20210618,2743,621566,1.0,3,3.0,14.0,5900.0,OAK,@ nyy,,5,3
46,OAK,6/18/2021,1,519048,Mitch Moreland,4,N,,R,Jameson Taillon,L,0.19806763,0.10144928,0.51219512,0.25,0.32850242,0.48913043,0.81763285,0.23913043,0.26315789,30.558014268859026,5.306304941757318,0.3452157808513176,121.3953400364208,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,20210618,3203,519048,1.0,4,3.0,3.0,3100.0,OAK,@ nyy,,5,3
47,OAK,6/18/2021,1,656305,Matt Chapman,5,N,,R,Jameson Taillon,R,0.33587786,0.09541985,0.28409091,0.21304348,0.29007634,0.43043478,0.72051112,0.2173913,0.28467153,30.11566750568829,-1.5844173072508845,0.3062138227561048,98.83128166492504,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,20210618,2790,656305,1.0,6,5.0,5.0,4800.0,OAK,@ nyy,,5,3
49,OAK,6/18/2021,1,669221,Sean Murphy,7,N,,R,Jameson Taillon,R,0.24489796,0.14795918,0.60416667,0.23780488,0.3622449,0.42682927,0.78907417,0.18902439,0.29357798,29.292116808093127,5.528440835273807,0.34864558157872183,127.4683519987549,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,20210618,3271,669221,1.0,7,2.0,7.0,3900.0,OAK,@ nyy,,5,3
50,OAK,6/18/2021,1,462101,Elvis Andrus,8,N,,R,Jameson Taillon,R,0.140625,0.07291667,0.51851852,0.2259887,0.28125,0.31073446,0.59198446,0.08474576,0.25503356,15.164725833723766,-7.900265193393012,0.2633565614620845,68.19230730779647,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,8.79775281,20210618,6222,462101,1.0,9,6.0,7.0,2700.0,OAK,@ nyy,,5,3
51,OAK,6/18/2021,1,643393,Tony Kemp,9,N,,R,Jameson Taillon,L,0.13173653,0.14371257,1.09090909,0.26865672,0.3803680999999999,0.36567164,0.74603974,0.09701492,0.30701754,23.13942158299933,2.72121306586514,0.33589422849058376,118.458641950097,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,11.18571429,20210618,2697,643393,1.0,8,47.0,18.0,2600.0,OAK,@ nyy,,5,3
52,NYY,6/18/2021,1,518934,DJ LeMahieu,1,N,,R,James Kaprielian,R,0.14743589999999998,0.09935897,0.67391304,0.3115942,0.38461538,0.47101449,0.85562987,0.15942029,0.33936652,52.677512275052926,14.763551609588527,0.37099847980798817,138.5697329000844,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,20210618,4247,518934,1.0,1,34.0,16.0,4700.0,NYY,v oak,,3,5
53,NYY,6/18/2021,1,592450,Aaron Judge,2,N,,R,James Kaprielian,R,0.27477477,0.11711712,0.42622951,0.26804124,0.35746606,0.5257732,0.88323926,0.25773196,0.31932773,38.39960628627794,11.747463642349407,0.37852037546321815,143.77965594475125,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,20210618,2728,592450,1.0,2,7.0,3.0,5300.0,NYY,v oak,,3,5
54,NYY,6/18/2021,1,650402,Gleyber Torres,3,N,,R,James Kaprielian,R,0.19433198,0.12955466,0.66666667,0.25233645,0.35222672,0.35981308,0.7120398,0.10747663,0.30864198,31.16692599931607,1.2961572212899704,0.32084775067534044,104.40028215601716,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,20210618,2690,650402,1.0,3,6.0,0.0,4300.0,NYY,v oak,,3,5
55,NYY,6/18/2021,1,519317,Giancarlo Stanton,4,N,,R,James Kaprielian,R,0.30939227,0.12707182,0.41071429,0.27096774,0.37222222,0.5483871,0.92060932,0.27741936,0.35227273,33.1273078616274,11.371649056257072,0.3904830344607321,151.92753111474002,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,20210618,7672,519317,1.0,4,7.0,2.0,5400.0,NYY,v oak,,3,5
58,NYY,6/18/2021,1,596059,Rougned Odor,7,N,,R,James Kaprielian,L,0.28395062,0.08024691,0.2826087,0.19178082,0.25925926,0.42465753,0.68391679,0.23287671,0.19565217,16.41234124318361,-3.34248492255211,0.2903953036408365,83.34393701783802,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,20210618,2486,596059,1.0,6,4.0,14.0,3700.0,NYY,v oak,,3,5
59,NYY,6/18/2021,1,609280,Miguel Andujar,8,N,,R,James Kaprielian,R,0.15942029,0.02898551,0.18181818,0.23880597,0.26086957,0.29850746,0.55937703,0.05970149,0.28571429,4.393346913345872,-3.991127654723109,0.2455795847851297,52.87727127102247,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,11.475,20210618,2801,609280,1.0,7,7.0,0.0,3400.0,NYY,v oak,,3,5
60,NYY,6/18/2021,1,458731,Brett Gardner,9,N,,R,James Kaprielian,L,0.22666667,0.14666667,0.64705882,0.2287234,0.34222222,0.37765957,0.71988179,0.14893617,0.28148148,28.30909439245959,0.8693538687636369,0.3193692366282145,103.17891547510176,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,6.94285714,20210618,7624,458731,1.0,9,7.0,4.0,2900.0,NYY,v oak,,3,5
61,STL,6/18/2021,1,669242,Tommy Edman,1,N,,L,Max Fried,R,0.1097561,0.07317073,0.66666667,0.30263158,0.35365854,0.52631579,0.87997433,0.22368421,0.3015873,13.962689711607375,4.035696185089032,0.3750773915430395,140.10935937027963,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,20210618,2996,669242,1.0,1,47.0,7.0,4300.0,STL,@ atl,,1,9
62,STL,6/18/2021,1,666185,Dylan Carlson,2,N,,L,Max Fried,R,0.21052632,0.12280702,0.58333333,0.29787234,0.36842105,0.44680851,0.81522956,0.14893617,0.35135135,8.416493731769675,1.6455809429613293,0.3489930002312911,123.9228105213874,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,20210618,3328,666185,1.0,2,7.0,4.0,3000.0,STL,@ atl,,1,9
63,STL,6/18/2021,1,502671,Paul Goldschmidt,3,N,,L,Max Fried,R,0.21794872,0.17948718,0.82352941,0.25806452,0.3974359000000001,0.41935484,0.81679074,0.16129032,0.31818182,12.613596334200238,3.1887165075949166,0.3622978215034192,132.00391760055194,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,20210618,3217,502671,1.0,3,3.0,2.0,3700.0,STL,@ atl,,1,9
64,STL,6/18/2021,1,571448,Nolan Arenado,4,N,,L,Max Fried,R,0.125,0.04166667,0.33333333,0.3,0.32291667,0.52222222,0.84513889,0.22222222,0.29333333,14.781367672016303,3.08804113917558,0.3566379472613335,117.31083600756584,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,20210618,5219,571448,1.0,4,5.0,0.0,4900.0,STL,@ atl,,1,9
65,STL,6/18/2021,1,641933,Tyler O'Neill,5,N,,L,Max Fried,R,0.29411765,0.09803922,0.33333333,0.19565217,0.2745098,0.34782609,0.62233589,0.15217392,0.26666667,4.493180037057113,-1.7211334476712232,0.2764400267133526,74.73465723627945,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,9.03964758,20210618,2867,641933,1.0,5,7.0,0.0,3800.0,STL,@ atl,,1,9
70,ATL,6/18/2021,1,518692,Freddie Freeman,2,N,,R,Carlos Martinez,L,0.13165266,0.17647059,1.34042553,0.32068966,0.44817927,0.63448276,1.08266203,0.31379309999999994,0.32432432,82.1991907537664,38.788346926936,0.4458495063962464,181.64886378063218,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,20210618,3194,518692,1.0,2,3.0,12.0,5600.0,ATL,v stl,,9,1
71,ATL,6/18/2021,1,645277,Ozzie Albies,3,N,,R,Carlos Martinez,L,0.18951613,0.07661289999999997,0.40425532,0.24553571,0.31048387,0.46875,0.77923387,0.22321429,0.26627219,33.801912343034225,4.037926612326582,0.3328094006546082,108.1375746367705,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,5.53846154,20210618,2819,645277,1.0,3,4.0,30.0,4600.0,ATL,v stl,,9,1
